product_id,normalized_text,normalized_text_full_v4,product_identity_text_v4,enrichment_query_text_v4,enrichment_query_disambiguator_v4,normalized_text_full_v4_1,product_identity_text_v4_1,enrichment_query_text_v4_1,enrichment_query_disambiguator_v4_1,enrichment_retrieval_text_v4_1,source_char_count,query_v4_char_count,query_v4_1_char_count,retrieval_v4_1_char_count,container_type_raw_v4_1,container_type_v4_1,unit_content_amount_v4_1,pack_unit_count_v4_1,pack_structure_raw_v4_1,pack_structure_v4_1,pack_parse_status_v4_1,pack_parse_warnings_v4_1,brand_or_product_name_v4,brand_or_product_name_v4_1,dosage_form_v4,dosage_form_v4_1,strength_v4,strength_v4_1,manufacturer_v4_1,normalization_flags_v4_1,normalization_warnings_v4_1,safety_flags_v4_1,m5_0_label_norm_v4_identity_preserved,m5_0_label_norm_v4_query_appropriate,m5_0_label_norm_v4_notes,m5_1_resolution_status,m5_1_resolution_reason,query_gained_container_v4_1,query_gained_unit_amount_v4_1,query_gained_pack_count_v4_1,role_assignment_ok_v4_1,possible_brand_loss_v4_1,possible_form_loss_v4_1,possible_strength_loss_v4_1,possible_pack_loss_v4_1
4924,ТЕРМИКОН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г | ЛЕККО ЗАО | ЛЕККО ЗАО,"ТЕРМИКОН; крем, для наружного применения; 1%; 15 г; производитель: ЛЕККО ЗАО",Термикон; крем; 1%; 15 г; ЛЕККО ЗАО,Термикон крем 1% 15 г,ЛЕККО ЗАО,"Термикон; крем, для наружного применения; 1%; туба 15 г, N1; производитель: ЛЕККО ЗАО","Термикон; крем; 1%; туба 15 г, N1; ЛЕККО ЗАО",Термикон крем 1% туба 15 г N1,ЛЕККО ЗАО,"Термикон крем 1% туба 15 г N1, ЛЕККО ЗАО",64,21,29,40,ТУБА,туба,15 г,N1,ТУБА 15Г,"туба 15 г, N1",parsed,implicit_single_unit_count,Термикон,Термикон,крем,крем,1%,1%,ЛЕККО ЗАО,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,uncertain,uncertain,"severity=policy_needed; reason=container_not_structured; source_pack=""фл. 30 г""; actual_pack=""30 г""; expected=""фл. 30 г; count=1""; action=""add_container_and_unit_content_fields""",resolved,Structured туба + 15 г from actual source ТУБА 15Г. Reviewer note фл. 30 г was a copy-paste error.,true,false,true,true,false,false,false,false
5010,ТЕРАФЛЕКС КАПС. 500МГ+400МГ №200 МАКИЗ-ФАРМА | МАКИЗ-ФАРМА | МАКИЗ-ФАРМА,ТЕРАФЛЕКС; капсулы; 500 мг + 400 мг; N200; производитель: МАКИЗ-ФАРМА,Терафлекс; капсулы; 500 мг + 400 мг; N200; МАКИЗ-ФАРМА,Терафлекс капсулы 500 мг + 400 мг N200,МАКИЗ-ФАРМА,Терафлекс; капсулы; 500 мг + 400 мг; N200; производитель: МАКИЗ-ФАРМА,Терафлекс; капсулы; 500 мг + 400 мг; N200; МАКИЗ-ФАРМА,Терафлекс капсулы 500 мг + 400 мг N200,МАКИЗ-ФАРМА,"Терафлекс капсулы 500 мг + 400 мг N200, МАКИЗ-ФАРМА",72,38,38,51,,unknown,,N200,№200,N200,parsed,,Терафлекс,Терафлекс,капсулы,капсулы,500 мг + 400 мг,500 мг + 400 мг,МАКИЗ-ФАРМА,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
5258,"ТАМСУЛОЗИН КАНОН КАПС. КИШ/РАСТ. ПРОЛОНГ. ВЫСВ. 0,4МГ №30 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО","ТАМСУЛОЗИН КАНОН; капсулы, кишечнорастворимые, с пролонгированным высвобождением; 0.4 мг; N30; производитель: КАНОНФАРМА ПРОДАКШН ЗАО",Тамсулозин Канон; капсулы; 0.4 мг; N30; КАНОНФАРМА ПРОДАКШН ЗАО,Тамсулозин Канон капсулы 0.4 мг N30,КАНОНФАРМА ПРОДАКШН ЗАО,"Тамсулозин Канон; капсулы, кишечнорастворимые, с пролонгированным высвобождением; 0.4 мг; N30; производитель: КАНОНФАРМА ПРОДАКШН ЗАО",Тамсулозин Канон; капсулы; 0.4 мг; N30; КАНОНФАРМА ПРОДАКШН ЗАО,Тамсулозин Канон капсулы 0.4 мг N30,КАНОНФАРМА ПРОДАКШН ЗАО,"Тамсулозин Канон капсулы 0.4 мг N30, КАНОНФАРМА ПРОДАКШН ЗАО",109,35,35,60,,unknown,,N30,№30,N30,parsed,,Тамсулозин Канон,Тамсулозин Канон,капсулы,капсулы,0.4 мг,0.4 мг,КАНОНФАРМА ПРОДАКШН ЗАО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
5267,ТАМОКСИФЕН ТАБЛ. 20МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,ТАМОКСИФЕН; таблетки; 20 мг; N30; производитель: ОЗОН ООО,Тамоксифен; таблетки; 20 мг; N30; ОЗОН ООО,Тамоксифен таблетки 20 мг N30,ОЗОН ООО,Тамоксифен; таблетки; 20 мг; N30; производитель: ОЗОН ООО,Тамоксифен; таблетки; 20 мг; N30; ОЗОН ООО,Тамоксифен таблетки 20 мг N30,ОЗОН ООО,"Тамоксифен таблетки 20 мг N30, ОЗОН ООО",52,29,29,39,,unknown,,N30,№30,N30,parsed,,Тамоксифен,Тамоксифен,таблетки,таблетки,20 мг,20 мг,ОЗОН ООО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
5270,ТАМИФЛЮ КАПС. 75МГ №10 | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С. | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,ТАМИФЛЮ; капсулы; 75 мг; N10; производитель: ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,Тамифлю; капсулы; 75 мг; N10; ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,Тамифлю капсулы 75 мг N10,ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,Тамифлю; капсулы; 75 мг; N10; производитель: ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,Тамифлю; капсулы; 75 мг; N10; ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,Тамифлю капсулы 75 мг N10,ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,"Тамифлю капсулы 75 мг N10, ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.",144,25,25,85,,unknown,,N10,№10,N10,parsed,,Тамифлю,Тамифлю,капсулы,капсулы,75 мг,75 мг,ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,manufacturer_multi_entity_retained,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
5322,"ТАВОЛГА ВЯЗОЛИСТНАЯ (ЛАБАЗНИК) ТРАВА Ф/П 1,5Г №20 ХЕРБЕС | ХЕРБЕС ООО | ХЕРБЕС ООО","ТАВОЛГА ВЯЗОЛИСТНАЯ (ЛАБАЗНИК); трава, фильтр-пакеты; 1.5 г; N20; производитель: ХЕРБЕС ООО",Таволга Вязолистная (лабазник); фильтр-пакеты; 1.5 г; N20; ХЕРБЕС ООО,Таволга Вязолистная (лабазник) фильтр-пакеты 1.5 г N20,ХЕРБЕС ООО,"Таволга Вязолистная (лабазник); трава, фильтр-пакеты; 1.5 г; 1.5 г, N20; производитель: ХЕРБЕС ООО","Таволга Вязолистная (лабазник); фильтр-пакеты; 1.5 г; 1.5 г, N20; ХЕРБЕС ООО",Таволга Вязолистная (лабазник) фильтр-пакеты 1.5 г N20,ХЕРБЕС ООО,"Таволга Вязолистная (лабазник) фильтр-пакеты 1.5 г N20, ХЕРБЕС ООО",82,54,54,66,,unknown,1.5 г,N20,"1,5Г №20","1.5 г, N20",parsed,,Таволга Вязолистная (лабазник),Таволга Вязолистная (лабазник),фильтр-пакеты,фильтр-пакеты,1.5 г,1.5 г,ХЕРБЕС ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
7275,САНОВАСК ТАБЛ. П/КИШ/РАСТ/ПЛЕН/ОБ. 50МГ №30 | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,"САНОВАСК; таблетки, кишечнорастворитые, покрытые пленочной оболочкой; 50 мг; N30; производитель: ИРБИТСКИЙ ХИМЗАВОД ОАО",Сановаск; таблетки; 50 мг; N30; ИРБИТСКИЙ ХИМЗАВОД ОАО,Сановаск таблетки 50 мг N30,ИРБИТСКИЙ ХИМЗАВОД ОАО,"Сановаск; таблетки, кишечнорастворитые, покрытые пленочной оболочкой; 50 мг; N30; производитель: ИРБИТСКИЙ ХИМЗАВОД ОАО",Сановаск; таблетки; 50 мг; N30; ИРБИТСКИЙ ХИМЗАВОД ОАО,Сановаск таблетки 50 мг N30,ИРБИТСКИЙ ХИМЗАВОД ОАО,"Сановаск таблетки 50 мг N30, ИРБИТСКИЙ ХИМЗАВОД ОАО",93,27,27,51,,unknown,,N30,№30,N30,parsed,,Сановаск,Сановаск,таблетки,таблетки,50 мг,50 мг,ИРБИТСКИЙ ХИМЗАВОД ОАО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
7625,РОСИНСУЛИН С МЕДСИНТЕЗ СУСП. ДЛЯ П/К ВВЕД. 100МЕ/МЛ КАРТРИДЖ 3МЛ №5 | ЗАВОД МЕДСИНТЕЗ ООО | ЗАВОД МЕДСИНТЕЗ ООО,РОСИНСУЛИН С МЕДСИНТЕЗ; суспензия; 100 МЕ/мл; 3 мл; N5; производитель: ЗАВОД МЕДСИНТЕЗ ООО,Росинсулин С Медсинтез; суспензия; 100 МЕ/мл; N5; ЗАВОД МЕДСИНТЕЗ ООО,Росинсулин С Медсинтез суспензия 100 МЕ/мл N5,ЗАВОД МЕДСИНТЕЗ ООО,"Росинсулин С Медсинтез; суспензия; 100 МЕ/мл; картридж 3 мл, N5; производитель: ЗАВОД МЕДСИНТЕЗ ООО","Росинсулин С Медсинтез; суспензия; 100 МЕ/мл; картридж 3 мл, N5; ЗАВОД МЕДСИНТЕЗ ООО",Росинсулин С Медсинтез суспензия 100 МЕ/мл картридж 3 мл N5,ЗАВОД МЕДСИНТЕЗ ООО,"Росинсулин С Медсинтез суспензия 100 МЕ/мл картридж 3 мл N5, ЗАВОД МЕДСИНТЕЗ ООО",111,45,59,80,КАРТРИДЖ,контейнер,3 мл,N5,КАРТРИДЖ 3МЛ №5,"картридж 3 мл, N5",parsed,cartridge_mapped_to_container,Росинсулин С Медсинтез,Росинсулин С Медсинтез,суспензия,суспензия,100 МЕ/мл,100 МЕ/мл,ЗАВОД МЕДСИНТЕЗ ООО,container_cartridge_mapped|query_gained_container|query_gained_unit_amount,cartridge_mapped_to_container,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,true,true,false,true,false,false,false,false
7803,РОЗУВАСТАТИН-ТАД ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | Крка-Рус ООО | Крка-Рус ООО,"РОЗУВАСТАТИН-ТАД; таблетки, покрытые пленочной оболочкой; 20 мг; N30; производитель: Крка-Рус ООО",Розувастатин-ТАД; таблетки; 20 мг; N30; Крка-Рус ООО,Розувастатин-ТАД таблетки 20 мг N30,Крка-Рус ООО,"Розувастатин-ТАД; таблетки, покрытые пленочной оболочкой; 20 мг; N30; производитель: Крка-Рус ООО",Розувастатин-ТАД; таблетки; 20 мг; N30; Крка-Рус ООО,Розувастатин-ТАД таблетки 20 мг N30,Крка-Рус ООО,"Розувастатин-ТАД таблетки 20 мг N30, Крка-Рус ООО",72,35,35,49,,unknown,,N30,№30,N30,parsed,,Розувастатин-ТАД,Розувастатин-ТАД,таблетки,таблетки,20 мг,20 мг,Крка-Рус ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
7816,РОЗУВАСТАТИН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №90 ОЗОН | ОЗОН ООО | ОЗОН ООО,"РОЗУВАСТАТИН; таблетки, покрытые пленочной оболочкой; 20 мг; N90; производитель: ОЗОН ООО",Розувастатин; таблетки; 20 мг; N90; ОЗОН ООО,Розувастатин таблетки 20 мг N90,ОЗОН ООО,"Розувастатин; таблетки, покрытые пленочной оболочкой; 20 мг; N90; производитель: ОЗОН ООО",Розувастатин; таблетки; 20 мг; N90; ОЗОН ООО,Розувастатин таблетки 20 мг N90,ОЗОН ООО,"Розувастатин таблетки 20 мг N90, ОЗОН ООО",65,31,31,41,,unknown,,N90,№90,N90,parsed,,Розувастатин,Розувастатин,таблетки,таблетки,20 мг,20 мг,ОЗОН ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
7858,РОЗУВАСТАТИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"РОЗУВАСТАТИН РЕНЕВАЛ; таблетки, покрытые пленочной оболочкой; 10 мг; N30; производитель: ОБНОВЛЕНИЕ ПФК АО",Розувастатин Реневал; таблетки; 10 мг; N30; ОБНОВЛЕНИЕ ПФК АО,Розувастатин Реневал таблетки 10 мг N30,ОБНОВЛЕНИЕ ПФК АО,"Розувастатин Реневал; таблетки, покрытые пленочной оболочкой; 10 мг; N30; производитель: ОБНОВЛЕНИЕ ПФК АО",Розувастатин Реневал; таблетки; 10 мг; N30; ОБНОВЛЕНИЕ ПФК АО,Розувастатин Реневал таблетки 10 мг N30,ОБНОВЛЕНИЕ ПФК АО,"Розувастатин Реневал таблетки 10 мг N30, ОБНОВЛЕНИЕ ПФК АО",86,39,39,58,,unknown,,N30,№30,N30,parsed,,Розувастатин Реневал,Розувастатин Реневал,таблетки,таблетки,10 мг,10 мг,ОБНОВЛЕНИЕ ПФК АО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
8055,РИМАСОПТ ВМ КАПЛИ ГЛАЗНЫЕ 2МГ/МЛ+5МГ/МЛ ФЛ. 5МЛ №1 | Уорлд медицин илач сан. ве тидж. Аш | Уорлд медицин илач сан. ве тидж. Аш,"РИМАСОПТ ВМ; капли, глазные; 2 мг/мл + 5 мг/мл; 5 мл; N1; производитель: Уорлд медицин илач сан. ве тидж. Аш",Римасопт ВМ; капли; 2 мг/мл + 5 мг/мл; N1; Уорлд медицин илач сан. ве тидж. Аш,Римасопт ВМ капли 2 мг/мл + 5 мг/мл N1,Уорлд медицин илач сан. ве тидж. Аш,"Римасопт ВМ; капли, глазные; 2 мг/мл + 5 мг/мл; флакон 5 мл, N1; производитель: Уорлд медицин илач сан. ве тидж. Аш","Римасопт ВМ; капли; 2 мг/мл + 5 мг/мл; флакон 5 мл, N1; Уорлд медицин илач сан. ве тидж. Аш",Римасопт ВМ капли 2 мг/мл + 5 мг/мл флакон 5 мл N1,Уорлд медицин илач сан. ве тидж. Аш,"Римасопт ВМ капли 2 мг/мл + 5 мг/мл флакон 5 мл N1, Уорлд медицин илач сан. ве тидж. Аш",126,38,50,87,ФЛ.,флакон,5 мл,N1,ФЛ. 5МЛ №1,"флакон 5 мл, N1",parsed,,Римасопт ВМ,Римасопт ВМ,капли,капли,2 мг/мл + 5 мг/мл,2 мг/мл + 5 мг/мл,Уорлд медицин илач сан. ве тидж. Аш,query_gained_container|query_gained_unit_amount,,,no,no,"severity=major; reason=unit_volume_and_container_lost; source_pack=""фл. 5 мл N1""; actual_pack=""N1""; expected=""фл. 5 мл N1""; action=""add_container_and_unit_content_fields""",resolved,Structured флакон + 5 мл + N1 from source ФЛ. 5МЛ №1. Multi-component strength kept.,true,true,false,true,false,false,false,false
8201,РЕПЕШОК ОБЫКНОВЕННЫЙ ТРАВА 50Г ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,РЕПЕШОК ОБЫКНОВЕННЫЙ; трава; 50 г; производитель: ЭВАЛАР ЗАО,Репешок Обыкновенный; трава; [missing_strength]; 50 г; ЭВАЛАР ЗАО,Репешок Обыкновенный трава 50 г,ЭВАЛАР ЗАО,Репешок Обыкновенный; трава; 50 г; производитель: ЭВАЛАР ЗАО,Репешок Обыкновенный; трава; 50 г; ЭВАЛАР ЗАО,Репешок Обыкновенный трава 50 г,ЭВАЛАР ЗАО,"Репешок Обыкновенный трава 50 г, ЭВАЛАР ЗАО",63,31,31,43,,unknown,50 г,,50Г,50 г,partial,,Репешок Обыкновенный,Репешок Обыкновенный,трава,трава,,,ЭВАЛАР ЗАО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
8753,ПРОСТАНОРМ ЭКСТРАКТ Д/ПРИЕМА ВНУТРЬ ЖИДК. ФЛ. 100МЛ | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,"ПРОСТАНОРМ; экстракт жидкий, для приема внутрь; 100 мл; производитель: ФАРМВИЛАР НПО ООО",Простанорм; раствор; [missing_strength]; 100 мл; ФАРМВИЛАР НПО ООО,Простанорм раствор 100 мл,ФАРМВИЛАР НПО ООО,"Простанорм; экстракт жидкий, для приема внутрь; флакон 100 мл, N1; производитель: ФАРМВИЛАР НПО ООО","Простанорм; раствор; флакон 100 мл, N1; ФАРМВИЛАР НПО ООО",Простанорм раствор флакон 100 мл N1,ФАРМВИЛАР НПО ООО,"Простанорм раствор флакон 100 мл N1, ФАРМВИЛАР НПО ООО",91,25,35,54,ФЛ.,флакон,100 мл,N1,ФЛ. 100МЛ,"флакон 100 мл, N1",parsed,implicit_single_unit_count,Простанорм,Простанорм,раствор,раствор,,,ФАРМВИЛАР НПО ООО,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,true,false,true,true,false,false,false,false
9197,ПОМОГУША СИРОП ДЕТСКИЙ ДЛЯ ДЕТЕЙ С 3-Х ЛЕТ ПРОТИВОПРОСТУДНЫЙ 100МЛ | ЮГ ООО | ЮГ ООО,ПОМОГУША; сироп; 100 мл; ДЕТСКИЙ ДЛЯ ДЕТЕЙ С 3-Х ЛЕТ ПРОТИВОПРОСТУДНЫЙ; производитель: ЮГ ООО,Помогуша; сироп; [missing_strength]; 100 мл; ЮГ ООО,Помогуша сироп 100 мл,ЮГ ООО,Помогуша; сироп; 100 мл; производитель: ЮГ ООО,Помогуша; сироп; 100 мл; ЮГ ООО,Помогуша сироп 100 мл,ЮГ ООО,"Помогуша сироп 100 мл, ЮГ ООО",84,21,21,29,,unknown,100 мл,,100МЛ,100 мл,partial,,Помогуша,Помогуша,сироп,сироп,,,ЮГ ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
9301,ПОЛЫНИ ГОРЬКОЙ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,ПОЛЫНИ ГОРЬКОЙ; трава; 50 г; производитель: ФИТОФАРМ ООО,Полыни Горькой; трава; [missing_strength]; 50 г; ФИТОФАРМ ООО,Полыни Горькой трава 50 г,ФИТОФАРМ ООО,Полыни Горькой; трава; 50 г; производитель: ФИТОФАРМ ООО,Полыни Горькой; трава; 50 г; ФИТОФАРМ ООО,Полыни Горькой трава 50 г,ФИТОФАРМ ООО,"Полыни Горькой трава 50 г, ФИТОФАРМ ООО",63,25,25,39,,unknown,50 г,,50Г,50 г,partial,,Полыни Горькой,Полыни Горькой,трава,трава,,,ФИТОФАРМ ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
9511,ПИОНА НАСТОЙКА РЕНЕВАЛ ФЛ. 25МЛ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,ПИОНА РЕНЕВАЛ; настойка; 25 мл; производитель: ОБНОВЛЕНИЕ ПФК АО,Пиона Реневал; настойка; [missing_strength]; 25 мл; ОБНОВЛЕНИЕ ПФК АО,Пиона Реневал настойка 25 мл,ОБНОВЛЕНИЕ ПФК АО,"Пиона Реневал; настойка; флакон 25 мл, N1; производитель: ОБНОВЛЕНИЕ ПФК АО","Пиона Реневал; настойка; флакон 25 мл, N1; ОБНОВЛЕНИЕ ПФК АО",Пиона Реневал настойка флакон 25 мл N1,ОБНОВЛЕНИЕ ПФК АО,"Пиона Реневал настойка флакон 25 мл N1, ОБНОВЛЕНИЕ ПФК АО",71,28,38,57,ФЛ.,флакон,25 мл,N1,ФЛ. 25МЛ,"флакон 25 мл, N1",parsed,implicit_single_unit_count,Пиона Реневал,Пиона Реневал,настойка,настойка,,,ОБНОВЛЕНИЕ ПФК АО,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,true,false,true,true,false,false,false,false
9941,ПАРОДОНТОЦИД ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА 250МЛ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,ПАРОДОНТОЦИД; ополаскиватель; 250 мл; ДЛЯ ПОЛОСТИ РТА; производитель: МОСКОВСКАЯ ФФ,Пародонтоцид; [missing_form]; [missing_strength]; 250 мл; МОСКОВСКАЯ ФФ,Пародонтоцид ОПОЛАСКИВАТЕЛЬ 250 мл,МОСКОВСКАЯ ФФ,Пародонтоцид; ополаскиватель; 250 мл; производитель: МОСКОВСКАЯ ФФ,Пародонтоцид; ополаскиватель; 250 мл; МОСКОВСКАЯ ФФ,Пародонтоцид ополаскиватель 250 мл,МОСКОВСКАЯ ФФ,"Пародонтоцид ополаскиватель 250 мл, МОСКОВСКАЯ ФФ",81,34,34,49,,unknown,250 мл,,250МЛ,250 мл,partial,,Пародонтоцид,Пародонтоцид,unknown,ополаскиватель,,,МОСКОВСКАЯ ФФ,form_vocab_mouthwash_kept,ополаскиватель added to canonical vocabulary,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
10046,ПАПАВЕРИН ТАБЛ. 40МГ №10 ИРБИТСКИЙ ХФЗ | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,ПАПАВЕРИН; таблетки; 40 мг; N10; производитель: ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин; таблетки; 40 мг; N10; ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин таблетки 40 мг N10,ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин; таблетки; 40 мг; N10; производитель: ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин; таблетки; 40 мг; N10; ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин таблетки 40 мг N10,ИРБИТСКИЙ ХИМЗАВОД ОАО,"Папаверин таблетки 40 мг N10, ИРБИТСКИЙ ХИМЗАВОД ОАО",88,28,28,52,,unknown,,N10,№10,N10,parsed,,Папаверин,Папаверин,таблетки,таблетки,40 мг,40 мг,ИРБИТСКИЙ ХИМЗАВОД ОАО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
10536,ОМЕПРАЗОЛ-ОBL КАПС. КИШ/РАСТ. 20МГ №28 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,"ОМЕПРАЗОЛ-ОBL; капсулы, кишечнорастворимые; 20 мг; N28; производитель: ОБОЛЕНСКОЕ ФП АО",Омепразол-ОBL; капсулы; 20 мг; N28; ОБОЛЕНСКОЕ ФП АО,Омепразол-ОBL капсулы 20 мг N28,ОБОЛЕНСКОЕ ФП АО,"Омепразол-ОBL; капсулы, кишечнорастворимые; 20 мг; N28; производитель: ОБОЛЕНСКОЕ ФП АО",Омепразол-ОBL; капсулы; 20 мг; N28; ОБОЛЕНСКОЕ ФП АО,Омепразол-ОBL капсулы 20 мг N28,ОБОЛЕНСКОЕ ФП АО,"Омепразол-ОBL капсулы 20 мг N28, ОБОЛЕНСКОЕ ФП АО",76,31,31,49,,unknown,,N28,№28,N28,parsed,,Омепразол-ОBL,Омепразол-ОBL,капсулы,капсулы,20 мг,20 мг,ОБОЛЕНСКОЕ ФП АО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
11142,НУРОФАСТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 | АЛИУМ АО | АЛИУМ АО,"НУРОФАСТ; таблетки, покрытые пленочной оболочкой; 200 мг; N20; производитель: АЛИУМ АО",Нурофаст; таблетки; 200 мг; N20; АЛИУМ АО,Нурофаст таблетки 200 мг N20,АЛИУМ АО,"Нурофаст; таблетки, покрытые пленочной оболочкой; 200 мг; N20; производитель: АЛИУМ АО",Нурофаст; таблетки; 200 мг; N20; АЛИУМ АО,Нурофаст таблетки 200 мг N20,АЛИУМ АО,"Нурофаст таблетки 200 мг N20, АЛИУМ АО",57,28,28,38,,unknown,,N20,№20,N20,parsed,,Нурофаст,Нурофаст,таблетки,таблетки,200 мг,200 мг,АЛИУМ АО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,НООТРОП; капсулы; N48; производитель: ВИС ООО,Ноотроп; капсулы; [missing_strength]; N48; ВИС ООО,Ноотроп капсулы N48,ВИС ООО,Ноотроп; капсулы; N48; производитель: ВИС ООО,Ноотроп; капсулы; N48; ВИС ООО,Ноотроп капсулы N48,ВИС ООО,"Ноотроп капсулы N48, ВИС ООО",37,19,19,28,,unknown,,N48,№48,N48,parsed,,Ноотроп,Ноотроп,капсулы,капсулы,,,ВИС ООО,,,,,,,not_applicable,M5.0 labels blank; row was not in the reviewed 50-sample (blank is not treated as yes).,false,false,false,true,false,false,false,false
