product_id,normalized_text,normalized_text_full_v4,product_identity_text_v4,enrichment_query_text_v4,enrichment_query_disambiguator_v4,normalized_text_full_v4_1,product_identity_text_v4_1,enrichment_query_text_v4_1,enrichment_query_disambiguator_v4_1,enrichment_retrieval_text_v4_1,source_char_count,query_v4_char_count,query_v4_1_char_count,retrieval_v4_1_char_count,container_type_raw_v4_1,container_type_v4_1,unit_content_amount_v4_1,pack_unit_count_v4_1,pack_structure_raw_v4_1,pack_structure_v4_1,pack_parse_status_v4_1,pack_parse_warnings_v4_1,brand_or_product_name_v4,brand_or_product_name_v4_1,dosage_form_v4,dosage_form_v4_1,strength_v4,strength_v4_1,manufacturer_v4_1,normalization_flags_v4_1,normalization_warnings_v4_1,safety_flags_v4_1,m5_0_label_norm_v4_identity_preserved,m5_0_label_norm_v4_query_appropriate,m5_0_label_norm_v4_notes,m5_1_resolution_status,m5_1_resolution_reason,query_gained_container_v4_1,query_gained_unit_amount_v4_1,query_gained_pack_count_v4_1,role_assignment_ok_v4_1,possible_brand_loss_v4_1,possible_form_loss_v4_1,possible_strength_loss_v4_1,possible_pack_loss_v4_1
1053,"ЭКЗОРОЛФИНЛАК ЛАК Д/НОГТЕЙ 5% ФЛ. 2,5МЛ | ПАУЛЬ В. БЕЙФЕРС ГМБХ | ПАУЛЬ В. БЕЙФЕРС ГМБХ","ЭКЗОРОЛФИНЛАК; лак, для ногтей; 5%; 2.5 мл; производитель: ПАУЛЬ В. БЕЙФЕРС ГМБХ",Экзоролфинлак; лак; 5%; 2.5 мл; ПАУЛЬ В. БЕЙФЕРС ГМБХ,Экзоролфинлак лак 5% 2.5 мл,ПАУЛЬ В. БЕЙФЕРС ГМБХ,"Экзоролфинлак; лак, для ногтей; 5%; флакон 2.5 мл, N1; производитель: ПАУЛЬ В. БЕЙФЕРС ГМБХ","Экзоролфинлак; лак; 5%; флакон 2.5 мл, N1; ПАУЛЬ В. БЕЙФЕРС ГМБХ",Экзоролфинлак лак 5% флакон 2.5 мл N1,ПАУЛЬ В. БЕЙФЕРС ГМБХ,"Экзоролфинлак лак 5% флакон 2.5 мл N1, ПАУЛЬ В. БЕЙФЕРС ГМБХ",87,27,37,60,ФЛ.,флакон,2.5 мл,N1,"ФЛ. 2,5МЛ","флакон 2.5 мл, N1",parsed,implicit_single_unit_count,Экзоролфинлак,Экзоролфинлак,лак,лак,5%,5%,ПАУЛЬ В. БЕЙФЕРС ГМБХ,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,uncertain,uncertain,"severity=policy_needed; reason=container_not_structured; source_pack=""фл. 100 мл""; actual_pack=""100 мл""; expected=""фл. 100 мл; count=1""; action=""add_container_and_unit_content_fields""",resolved,"Structured флакон + 2.5 мл from source ФЛ. 2,5МЛ. Reviewer note фл. 100 мл was a copy-paste error.",true,false,true,true,false,false,false,false
1668,"ЧАБРЕЦА ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | Здоровье фирма ЗАО | Здоровье фирма ЗАО","ЧАБРЕЦА; трава, фильтр-пакеты; 1.5 г; N20; производитель: Здоровье фирма ЗАО",Чабреца; фильтр-пакеты; 1.5 г; N20; Здоровье фирма ЗАО,Чабреца фильтр-пакеты 1.5 г N20,Здоровье фирма ЗАО,"Чабреца; трава, фильтр-пакеты; 1.5 г; 1.5 г, N20; производитель: Здоровье фирма ЗАО","Чабреца; фильтр-пакеты; 1.5 г; 1.5 г, N20; Здоровье фирма ЗАО",Чабреца фильтр-пакеты 1.5 г N20,Здоровье фирма ЗАО,"Чабреца фильтр-пакеты 1.5 г N20, Здоровье фирма ЗАО",77,31,31,51,,unknown,1.5 г,N20,"1,5Г №20","1.5 г, N20",parsed,,Чабреца,Чабреца,фильтр-пакеты,фильтр-пакеты,1.5 г,1.5 г,Здоровье фирма ЗАО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
1765,ЦИПРОТЕРОН-ТЕВА ТАБЛ. 50МГ №50 | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О. | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,ЦИПРОТЕРОН-ТЕВА; таблетки; 50 мг; N50; производитель: ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон-Тева; таблетки; 50 мг; N50; ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон-Тева таблетки 50 мг N50,ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон-Тева; таблетки; 50 мг; N50; производитель: ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон-Тева; таблетки; 50 мг; N50; ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон-Тева таблетки 50 мг N50,ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,"Ципротерон-Тева таблетки 50 мг N50, ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.",98,34,34,67,,unknown,,N50,№50,N50,parsed,,Ципротерон-Тева,Ципротерон-Тева,таблетки,таблетки,50 мг,50 мг,ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
2023,ЦЕЛЕКОКСИБ-ТЕВА КАПС. 200МГ №30 | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,ЦЕЛЕКОКСИБ-ТЕВА; капсулы; 200 мг; N30; производитель: УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб-Тева; капсулы; 200 мг; N30; УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб-Тева капсулы 200 мг N30,УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб-Тева; капсулы; 200 мг; N30; производитель: УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб-Тева; капсулы; 200 мг; N30; УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб-Тева капсулы 200 мг N30,УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,"Целекоксиб-Тева капсулы 200 мг N30, УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД",93,34,34,64,,unknown,,N30,№30,N30,parsed,,Целекоксиб-Тева,Целекоксиб-Тева,капсулы,капсулы,200 мг,200 мг,УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
2348,ХИЛАК ФОРТЕ КАПЛИ Д/ПРИЕМА ВНУТРЬ ВИШНЯ ФЛ. 100МЛ | МЕРКЛЕ ГМБХ | МЕРКЛЕ ГМБХ,"ХИЛАК ФОРТЕ; капли, для приема внутрь; 100 мл; ВИШНЯ; производитель: МЕРКЛЕ ГМБХ",Хилак Форте; капли; [missing_strength]; 100 мл; МЕРКЛЕ ГМБХ,Хилак Форте капли 100 мл,МЕРКЛЕ ГМБХ,"Хилак Форте; капли, для приема внутрь; флакон 100 мл, N1; ВИШНЯ; производитель: МЕРКЛЕ ГМБХ","Хилак Форте; капли; флакон 100 мл, N1; МЕРКЛЕ ГМБХ",Хилак Форте капли флакон 100 мл N1 ВИШНЯ,МЕРКЛЕ ГМБХ,"Хилак Форте капли флакон 100 мл N1 ВИШНЯ, МЕРКЛЕ ГМБХ",77,24,40,53,ФЛ.,флакон,100 мл,N1,ФЛ. 100МЛ,"флакон 100 мл, N1",parsed,implicit_single_unit_count,Хилак Форте,Хилак Форте,капли,капли,,,МЕРКЛЕ ГМБХ,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,uncertain,uncertain,"severity=policy_needed; reason=container_not_structured; source_pack=""фл. 100 мл""; actual_pack=""100 мл""; expected=""фл. 100 мл; count=1""; action=""add_container_and_unit_content_fields""",resolved,Structured флакон + 100 мл from source ФЛ. 100МЛ. Strength left empty (none in source).,true,false,true,true,false,false,false,false
2621,ФУРАЦИЛИН ТАБЛ. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ №20 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,ФУРАЦИЛИН; таблетки; 20 мг; N20; производитель: ТАТХИМФАРМПРЕПАРАТЫ АО,Фурацилин; таблетки; 20 мг; N20; ТАТХИМФАРМПРЕПАРАТЫ АО,Фурацилин таблетки 20 мг N20,ТАТХИМФАРМПРЕПАРАТЫ АО,Фурацилин; таблетки; 20 мг; N20; производитель: ТАТХИМФАРМПРЕПАРАТЫ АО,Фурацилин; таблетки; 20 мг; N20; ТАТХИМФАРМПРЕПАРАТЫ АО,Фурацилин таблетки 20 мг N20,ТАТХИМФАРМПРЕПАРАТЫ АО,"Фурацилин таблетки 20 мг N20, ТАТХИМФАРМПРЕПАРАТЫ АО",125,28,28,52,,unknown,,N20,№20,N20,parsed,,Фурацилин,Фурацилин,таблетки,таблетки,20 мг,20 мг,ТАТХИМФАРМПРЕПАРАТЫ АО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
3027,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,ФЛУОКСЕТИН; капсулы; 10 мг; N20; производитель: ОЗОН ООО,Флуоксетин; капсулы; 10 мг; N20; ОЗОН ООО,Флуоксетин капсулы 10 мг N20,ОЗОН ООО,Флуоксетин; капсулы; 10 мг; N20; производитель: ОЗОН ООО,Флуоксетин; капсулы; 10 мг; N20; ОЗОН ООО,Флуоксетин капсулы 10 мг N20,ОЗОН ООО,"Флуоксетин капсулы 10 мг N20, ОЗОН ООО",52,28,28,38,,unknown,,N20,№20,N20,parsed,,Флуоксетин,Флуоксетин,капсулы,капсулы,10 мг,10 мг,ОЗОН ООО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
3065,ФЛУКОНАЗОЛ-OBL КАПС. 150МГ №4 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,ФЛУКОНАЗОЛ-OBL; капсулы; 150 мг; N4; производитель: ОБОЛЕНСКОЕ ФП АО,Флуконазол-OBL; капсулы; 150 мг; N4; ОБОЛЕНСКОЕ ФП АО,Флуконазол-OBL капсулы 150 мг N4,ОБОЛЕНСКОЕ ФП АО,Флуконазол-OBL; капсулы; 150 мг; N4; производитель: ОБОЛЕНСКОЕ ФП АО,Флуконазол-OBL; капсулы; 150 мг; N4; ОБОЛЕНСКОЕ ФП АО,Флуконазол-OBL капсулы 150 мг N4,ОБОЛЕНСКОЕ ФП АО,"Флуконазол-OBL капсулы 150 мг N4, ОБОЛЕНСКОЕ ФП АО",67,32,32,50,,unknown,,N4,№4,N4,parsed,,Флуконазол-OBL,Флуконазол-OBL,капсулы,капсулы,150 мг,150 мг,ОБОЛЕНСКОЕ ФП АО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
3556,"ФИЗИОТЕНЗ ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №28 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО","ФИЗИОТЕНЗ; таблетки, покрытые пленочной оболочкой; 0.4 мг; N28; производитель: ВЕРОФАРМ АО",Физиотенз; таблетки; 0.4 мг; N28; ВЕРОФАРМ АО,Физиотенз таблетки 0.4 мг N28,ВЕРОФАРМ АО,"Физиотенз; таблетки, покрытые пленочной оболочкой; 0.4 мг; N28; производитель: ВЕРОФАРМ АО",Физиотенз; таблетки; 0.4 мг; N28; ВЕРОФАРМ АО,Физиотенз таблетки 0.4 мг N28,ВЕРОФАРМ АО,"Физиотенз таблетки 0.4 мг N28, ВЕРОФАРМ АО",73,29,29,42,,unknown,,N28,№28,N28,parsed,,Физиотенз,Физиотенз,таблетки,таблетки,0.4 мг,0.4 мг,ВЕРОФАРМ АО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
3759,ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 | ЗАМБОН СВИТЦЕЛАНД ЛТД. | ЗАМБОН СВИТЦЕЛАНД ЛТД.,"ФАСПИК; гранулы, для приготовления раствора для приема внутрь; 400 мг; 3 г; N12; АБРИКОС; производитель: ЗАМБОН СВИТЦЕЛАНД ЛТД.",Фаспик; порошок; 400 мг; N12; ЗАМБОН СВИТЦЕЛАНД ЛТД.,Фаспик порошок 400 мг N12,ЗАМБОН СВИТЦЕЛАНД ЛТД.,"Фаспик; гранулы, для приготовления раствора для приема внутрь; 400 мг; пакет 3 г, N12; АБРИКОС; производитель: ЗАМБОН СВИТЦЕЛАНД ЛТД.","Фаспик; гранулы; 400 мг; пакет 3 г, N12; ЗАМБОН СВИТЦЕЛАНД ЛТД.",Фаспик гранулы 400 мг пакет 3 г N12 АБРИКОС,ЗАМБОН СВИТЦЕЛАНД ЛТД.,"Фаспик гранулы 400 мг пакет 3 г N12 АБРИКОС, ЗАМБОН СВИТЦЕЛАНД ЛТД.",111,25,43,67,ПАК.,пакет,3 г,N12,ПАК. 3Г №12,"пакет 3 г, N12",parsed,,Фаспик,Фаспик,порошок,гранулы,400 мг,400 мг,ЗАМБОН СВИТЦЕЛАНД ЛТД.,form_vocab_granules_kept|query_gained_container|query_gained_unit_amount,гранулы kept as canonical; not mapped to порошок,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,true,true,false,true,false,false,false,false
3763,ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ | ФАРМГРУПП ООО | ФАРМГРУПП ООО,ФАРМГРУПП; настойка; 250 мл; 5 ТРАВ УСПОКОИТЕЛЬНАЯ; производитель: ФАРМГРУПП ООО,Фармгрупп; настойка; [missing_strength]; 250 мл; ФАРМГРУПП ООО,Фармгрупп настойка 250 мл,ФАРМГРУПП ООО,"5 ТРАВ УСПОКОИТЕЛЬНАЯ; настойка; флакон 250 мл, N1; производитель: ФАРМГРУПП ООО","5 трав успокоительная; настойка; флакон 250 мл, N1; ФАРМГРУПП ООО",5 трав успокоительная настойка флакон 250 мл N1,ФАРМГРУПП ООО,"5 трав успокоительная настойка флакон 250 мл N1, ФАРМГРУПП ООО",82,25,47,62,ФЛ.,флакон,250 мл,N1,ФЛ. 250МЛ,"флакон 250 мл, N1",parsed,implicit_single_unit_count,Фармгрупп,5 трав успокоительная,настойка,настойка,,,ФАРМГРУПП ООО,implicit_single_unit_count|manufacturer_prefix_in_product_name|product_name_variant_needs_policy|query_gained_container|query_gained_pack_count,implicit_single_unit_count; product_name_variant_needs_policy,,no,uncertain,"severity=critical; reason=brand_role_misattributed_and_product_name_loss; source_head=""ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ""; source_manufacturer=""ФАРМГРУПП ООО""; actual_brand=""Фармгрупп""; expected_brand=""5 трав успокоительная""; lost_tokens=""5 трав|успокоительная""; actual_query=""Фармгрупп настойка 250 мл""; expected_query=""5 трав успокоительная настойка флакон 250 мл""; action=""add_manufacturer_prefix_detection_and_name_recovery_rule""",resolved,Manufacturer prefix stripped from brand; remainder 5 трав успокоительная used. Query keeps remainder+настойка+флакон+250 мл; retrieval adds ФАРМГРУПП ООО. Flagged product_name_variant_needs_policy (no invented 'средство').,true,false,true,true,false,false,false,false
3781,ФАРИНГОСЕПТ ТАБЛ. Д/РАССАС. МЕД-ЛИМОН 10МГ №20 | C.К. ТЕРАПИЯ С.А. | C.К. ТЕРАПИЯ С.А.,"ФАРИНГОСЕПТ; таблетки, для рассасывания; 10 мг; N20; МЕД-ЛИМОН; производитель: C.К. ТЕРАПИЯ С.А.",Фарингосепт; таблетки; 10 мг; N20; C.К. ТЕРАПИЯ С.А.,Фарингосепт таблетки 10 мг N20,C.К. ТЕРАПИЯ С.А.,"Фарингосепт; таблетки, для рассасывания; 10 мг; N20; МЕД-ЛИМОН; производитель: C.К. ТЕРАПИЯ С.А.",Фарингосепт; таблетки; 10 мг; N20; C.К. ТЕРАПИЯ С.А.,Фарингосепт таблетки 10 мг N20 МЕД-ЛИМОН,C.К. ТЕРАПИЯ С.А.,"Фарингосепт таблетки 10 мг N20 МЕД-ЛИМОН, C.К. ТЕРАПИЯ С.А.",86,30,40,59,,unknown,,N20,№20,N20,parsed,,Фарингосепт,Фарингосепт,таблетки,таблетки,10 мг,10 мг,C.К. ТЕРАПИЯ С.А.,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
4133,УЛЬЦЕРНИЛ ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,"УЛЬЦЕРНИЛ; таблетки, кишечнорастворитые, покрытые пленочной оболочкой; 20 мг; N28; производитель: САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД",Ульцернил; таблетки; 20 мг; N28; САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,Ульцернил таблетки 20 мг N28,САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,"Ульцернил; таблетки, кишечнорастворитые, покрытые пленочной оболочкой; 20 мг; N28; производитель: САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД",Ульцернил; таблетки; 20 мг; N28; САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,Ульцернил таблетки 20 мг N28,САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,"Ульцернил таблетки 20 мг N28, САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД",113,28,28,61,,unknown,,N28,№28,N28,parsed,,Ульцернил,Ульцернил,таблетки,таблетки,20 мг,20 мг,САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
4403,ТРИМЕТАЗИДИН-АКОС МВ 35МГ ТАБЛ. МОДИФ. ВЫСВ. П/О №60 | БИОКОМ ЗАО | БИОКОМ ЗАО,"ТРИМЕТАЗИДИН-АКОС МВ; таблетки, покрытые оболочкой, с пролонгированным высвобождением; 35 мг; N60; производитель: БИОКОМ ЗАО",Триметазидин-Акос МВ; таблетки; 35 мг; N60; БИОКОМ ЗАО,Триметазидин-Акос МВ таблетки 35 мг N60,БИОКОМ ЗАО,"Триметазидин-Акос МВ; таблетки, покрытые оболочкой, с пролонгированным высвобождением; 35 мг; N60; производитель: БИОКОМ ЗАО",Триметазидин-Акос МВ; таблетки; 35 мг; N60; БИОКОМ ЗАО,Триметазидин-Акос МВ таблетки 35 мг N60,БИОКОМ ЗАО,"Триметазидин-Акос МВ таблетки 35 мг N60, БИОКОМ ЗАО",78,39,39,51,,unknown,,N60,№60,N60,parsed,,Триметазидин-Акос МВ,Триметазидин-Акос МВ,таблетки,таблетки,35 мг,35 мг,БИОКОМ ЗАО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
4481,ТРАНЕКСАМОВАЯ КИСЛОТА ТАБЛ. П/ПЛЕН/ОБ. 250МГ №30 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,"ТРАНЕКСАМОВАЯ КИСЛОТА; таблетки, покрытые пленочной оболочкой; 250 мг; N30; производитель: МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП",Транексамовая Кислота; таблетки; 250 мг; N30; МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,Транексамовая Кислота таблетки 250 мг N30,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,"Транексамовая Кислота; таблетки, покрытые пленочной оболочкой; 250 мг; N30; производитель: МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП",Транексамовая Кислота; таблетки; 250 мг; N30; МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,Транексамовая Кислота таблетки 250 мг N30,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,"Транексамовая Кислота таблетки 250 мг N30, МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП",124,41,41,76,,unknown,,N30,№30,N30,parsed,,Транексамовая Кислота,Транексамовая Кислота,таблетки,таблетки,250 мг,250 мг,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
4487,ТРАНЕКСАМОВАЯ КИСЛОТА Р-Р ДЛЯ В/В ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,"ТРАНЕКСАМОВАЯ КИСЛОТА; раствор, для инъекций; 50 мг/мл; 5 мл; N10; производитель: МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП",Транексамовая Кислота; раствор; 50 мг/мл; N10; МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,Транексамовая Кислота раствор 50 мг/мл N10,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,"Транексамовая Кислота; раствор, для инъекций; 50 мг/мл; ампула 5 мл, N10; производитель: МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП","Транексамовая Кислота; раствор; 50 мг/мл; ампула 5 мл, N10; МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП",Транексамовая Кислота раствор 50 мг/мл ампула 5 мл N10,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,"Транексамовая Кислота раствор 50 мг/мл ампула 5 мл N10, МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП",136,42,54,89,АМП.,ампула,5 мл,N10,АМП. 5МЛ №10,"ампула 5 мл, N10",parsed,,Транексамовая Кислота,Транексамовая Кислота,раствор,раствор,50 мг/мл,50 мг/мл,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,query_gained_container|query_gained_unit_amount,,,no,no,"severity=major; reason=unit_volume_and_container_lost; source_pack=""амп. 5 мл N10""; actual_pack=""N10""; expected=""амп. 5 мл N10""; action=""add_container_and_unit_content_fields""",resolved,Structured ампула + 5 мл + N10 from source АМП. 5МЛ №10. Strength 50 мг/мл kept.,true,true,false,true,false,false,false,false
4593,ТОРАСЕМИД ТАБЛ. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,ТОРАСЕМИД; таблетки; 10 мг; N20; производитель: ОЗОН ООО,Торасемид; таблетки; 10 мг; N20; ОЗОН ООО,Торасемид таблетки 10 мг N20,ОЗОН ООО,Торасемид; таблетки; 10 мг; N20; производитель: ОЗОН ООО,Торасемид; таблетки; 10 мг; N20; ОЗОН ООО,Торасемид таблетки 10 мг N20,ОЗОН ООО,"Торасемид таблетки 10 мг N20, ОЗОН ООО",51,28,28,38,,unknown,,N20,№20,N20,parsed,,Торасемид,Торасемид,таблетки,таблетки,10 мг,10 мг,ОЗОН ООО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
4684,ТОЛПЕРИЗОН ТАБЛ. П/ПЛЕН/ОБ. 150МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,"ТОЛПЕРИЗОН; таблетки, покрытые пленочной оболочкой; 150 мг; N30; производитель: ОЗОН ООО",Толперизон; таблетки; 150 мг; N30; ОЗОН ООО,Толперизон таблетки 150 мг N30,ОЗОН ООО,"Толперизон; таблетки, покрытые пленочной оболочкой; 150 мг; N30; производитель: ОЗОН ООО",Толперизон; таблетки; 150 мг; N30; ОЗОН ООО,Толперизон таблетки 150 мг N30,ОЗОН ООО,"Толперизон таблетки 150 мг N30, ОЗОН ООО",64,30,30,40,,unknown,,N30,№30,N30,parsed,,Толперизон,Толперизон,таблетки,таблетки,150 мг,150 мг,ОЗОН ООО,,,,yes,yes,,not_applicable,M5.0 identity and query were accepted (yes); no labeled defect to remediate.,false,false,false,true,false,false,false,false
4922,ТЕРМИКОН СПРЕЙ Д/НАРУЖ. ПРИМ. 1% ФЛ. 30Г | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,"ТЕРМИКОН; спрей, для наружного применения; 1%; 30 г; производитель: ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО",Термикон; спрей; 1%; 30 г; ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Термикон спрей 1% 30 г,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,"Термикон; спрей, для наружного применения; 1%; флакон 30 г, N1; производитель: ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО","Термикон; спрей; 1%; флакон 30 г, N1; ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО",Термикон спрей 1% флакон 30 г N1,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,"Термикон спрей 1% флакон 30 г N1, ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО",102,22,32,62,ФЛ.,флакон,30 г,N1,ФЛ. 30Г,"флакон 30 г, N1",parsed,implicit_single_unit_count,Термикон,Термикон,спрей,спрей,1%,1%,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,implicit_single_unit_count|query_gained_container|query_gained_pack_count,implicit_single_unit_count,,uncertain,uncertain,"severity=policy_needed; reason=container_not_structured; source_pack=""фл. 30 г""; actual_pack=""30 г""; expected=""фл. 30 г; count=1""; action=""add_container_and_unit_content_fields""",resolved,Structured флакон + 30 г from source ФЛ. 30Г.,true,false,true,true,false,false,false,false
