product_id,normalized_text,previous_final_candidate_mnn,new_final_candidate_mnn,previous_final_mnn_method,new_final_mnn_method,previous_status,new_status,identity_gate_effect,rejected_source_count,reason
10121,ПАНТЕНОЛ-ТЕВА МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 35Г | МЕРКЛЕ ГМБХ | МЕРКЛЕ ГМБХ,Декспантенол,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,3,empty
10283,"ОТРИВИН КОМПЛЕКС СПРЕЙ НАЗ. 0,6МГ/МЛ + 0,5МГ/МЛ (84МКГ/ДОЗА+70МКГ/ДОЗА) ФЛ. 10МЛ | ГКС КОНСЬЮМЕР ХЕЛС С.А. | ГКС КОНСЬЮМЕР ХЕЛС С.А.",Ксилометазолин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
10536,ОМЕПРАЗОЛ-ОBL КАПС. КИШ/РАСТ. 20МГ №28 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,Омепразол,Омепразол,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,2,single_source
11142,НУРОФАСТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 | АЛИУМ АО | АЛИУМ АО,Ибупрофен,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
11173,НО-ШПА ДУО ТАБЛ. 40МГ+500МГ №12 | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД,"Парацетамол, Дротаверин",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,0,empty
11277,НООКЛЕРИН Р-Р Д/ПРИЕМА ВНУТРЬ 200МГ/МЛ ФЛ. 100МЛ | ЭКОХИМ-ИННОВАЦИИ ООО | ЭКОХИМ-ИННОВАЦИИ ООО,Деанола ацеглумат,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
11292,"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Пантопразол,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
11293,"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №14 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Пантопразол,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
11667,"НИКОРЕТТЕ СПРЕЙ Д/СЛИЗИСТ. ОБОЛОЧ. ПОЛОСТИ РТА ДОЗИР. ФРУКТОВО-МЯТНЫЙ 1МГ/ДОЗА ФЛ. 13,2МЛ 150ДОЗ №2 | МАКНИЛ АБ | МАКНИЛ АБ",Никотин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
12389,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,2,empty
12495,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,Хондроитина Сульфат Натрия,Хондроитина Сульфат Натрия,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,3,empty
13125,МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,"Этинилэстрадиол, Левоноргестрел",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
13533,МЕЛЬДОНИЙ КАПС. 500МГ №60 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Мельдоний,Мельдоний,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,3,single_source
13616,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Melissae officinalis herba,Melissae officinalis herba,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,2,empty
13645,МЕКСИПРИМ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №60 | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ,Этилметилгидроксипиридина сукцинат,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
14164,"МАКСИКОЛД ЛОР ТАБС ДВОЙНОЕ ДЕЙСТВИЕ ТАБЛ. Д/РАССАС. 8,75МГ+1МГ №20 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО",Гексэтидин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
14593,ЛОРНОКСЕФ ТАБЛ. П/ПЛЕН/ОБ. 8МГ №10 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,Лорноксикам,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
14679,ЛОПЕРАМИД ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Лоперамид,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,1,single_source
14719,"ЛОКОИД КРЕЛО ЭМУЛЬСИЯ Д/НАРУЖ. ПРИМ. 0,1% ФЛ. 30Г | ТЕММЛЕР ИТАЛИА С.Р.Л | ТЕММЛЕР ИТАЛИА С.Р.Л",Гидрокортизон,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,3,empty
14758,"ЛОЗАРТАН Н ТАБЛ. П/ПЛЕН/ОБ. 12,5МГ+100МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО","Гидрохлоротиазид, Лозартан",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
14780,ЛОЗАРТАН-ВЕРТЕКС ТАБЛ. П/ПЛЕН/ОБ. 25МГ №30 | ВЕРТЕКС АО | ВЕРТЕКС АО,Лозартан,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
15062,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл,Лизиноприл,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,2,single_source
15070,ЛИЗИНОПРИЛ ТАБЛ. 5МГ №30 БИОХИМИК | БИОХИМИК АО | БИОХИМИК АО,Лизиноприл,Лизиноприл,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,2,empty
15076,ЛИЗИНОПРИЛ ТАБЛ. 20МГ №20 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,Лизиноприл,Лизиноприл,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,3,empty
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"Лидокаин, Толперизон",Лидокаин,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,1,single_source
16485,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,Крушины ольховидной кора,Крушины ольховидной кора,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,2,empty
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
17516,КЛАРИТРОМИЦИН-OBL ТАБЛ. П/ПЛЕН/ОБ. 500МГ №7 АЛИУМ | АЛИУМ АО | АЛИУМ АО,Кларитромицин,Кларитромицин,enrichment,enrichment,unresolved_catalog,resolved_enrichment,unchanged,0,single_source
17666,КЕТОПРОФЕН-АКОС ГЕЛЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | СИНТЕЗ | СИНТЕЗ,Кетопрофен,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
17884,КАРДИОЛИП ТАБЛ. П/ПЛЕН/ОБ. 10МГ №90 | АЛСИ ФАРМА ЗАО | АЛСИ ФАРМА ЗАО,Розувастатин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
17886,КАРДИОЛИП ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | АЛСИ ФАРМА ЗАО | АЛСИ ФАРМА ЗАО,Розувастатин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
18125,КАНДЕСАРТАН ТАБЛ. 16МГ №28 БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ,Кандесартан,Кандесартан,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,1,single_source
18179,КАЛЬЦИЯ ГЛЮКОНАТ ЭКО ТАБЛ. ПО 500МГ №10 | ЭКОТЕКС ООО | ЭКОТЕКС ООО,,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,0,empty
18306,КАЛЕНДУЛЫ НАСТОЙКА ФЛ. 25МЛ ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ,Календулы лекарственной цветков настойка,Календулы лекарственной цветков настойка,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,1,empty
18377,ЙОД Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 5% ФЛ. 25МЛ ГИППОКРАТ | ГИППОКРАТ | ГИППОКРАТ,Йод,Йод,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,2,single_source
18400,ЙОДИНОЛ Р-Р Д/МЕСТН. И НАРУЖ. ПРИМ. ФЛ. ПОЛИМЕР. 100МЛ САМАРАМЕДПРОМ | САМАРАМЕДПРОМ ОАО | САМАРАМЕДПРОМ ОАО,"Йод, Калия йодид, Поливиниловый спирт",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,0,single_source
18418,ЙОВИДОКС МАЗЬ Д/НАРУЖ. ПРИМ. 10% ТУБА 20Г | Тульская фармацевтическая фабрика ООО | Тульская фармацевтическая фабрика ООО,Повидон-йод,Повидон-йод,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,1,empty
18473,ИТОПРИД ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 50МГ №40 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,Итоприд,Итоприд,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,2,single_source
18830,ИЗЖОГАНЕТ АНТАЦИДНЫЙ КОМПЛЕКС СО ВКУСОМ МЯТЫ ТАБЛ. 600МГ №40 | ГРИН САЙД ООО | ГРИН САЙД ООО,,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,2,empty
18925,ИБУПРОФЕН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 400МГ №30 УРАЛБИОФАРМ | УРАЛБИОФАРМ ОАО | УРАЛБИОФАРМ ОАО,Ибупрофен,Ибупрофен,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,4,empty
19198,ЗВЕРОБОЯ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,3,empty
19368,ДЮФАЛАК СИРОП 667МГ/МЛ ПАК. 15МЛ №10 | ЭББОТ БИОЛОДЖИКАЛЗ Б.В./ВЕРОФАРМ АО | ЭББОТ БИОЛОДЖИКАЛЗ Б.В./ВЕРОФАРМ АО,Лактулоза,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
19370,ДЮСПАТАЛИН ТАБЛ. П/О 135МГ №15 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО,"Мебеверин, Симетикон",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
19875,ДОЛГИТБЛОК ГЕЛЬ Д/НАРУЖ. ПРИМ. 5%+3% ТУБА 20Г | ДОЛОРГИТ ГМБХ И КО.КГ | ДОЛОРГИТ ГМБХ И КО.КГ,"Ибупрофен, Левоментол",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,3,empty
20027,ДОКСАЗОЗИН ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Доксазозин,Доксазозин,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,1,single_source
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,Диосмин,Диосмин,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,2,single_source
20151,ДИОВЕНГЕС ТАБЛ. П/ПЛЕН/ОБ. 100МГ+900МГ №30 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,"Диосмин, Гесперидин",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
20290,ДИКЛОФЕНАК-АКОС Р-Р ДЛЯ В/М ВВЕД. 25МГ/МЛ АМП. 3МЛ №5 | СИНТЕЗ | СИНТЕЗ,Диклофенак,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
20291,"ДИКЛОФЕНАК-АКОС КАПЛИ ГЛАЗН. 0,1% ФЛ. 5МЛ | СИНТЕЗ | СИНТЕЗ",Диклофенак,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
20364,"ДИБАЗОЛ ТАБЛ. 0,02Г №10 МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ",Бендазол,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,1,single_source
20437,ДЖОЗАФЕН ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Джозамицин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
20469,ДЕТРАЛЕКС ТАБЛ. П/ПЛЕН/ОБ. 1000МГ №60 | СЕРВЬЕ РУС ООО | СЕРВЬЕ РУС ООО,"Очищенная микронизированная флавоноидная фракция (диосмин, Флавоноиды В Пересчете На Гесперидин)",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
20518,ДЕПАКИН ХРОНОСФЕРА ГРАН. ПРОЛОНГ. 100МГ ПАК. №30 | САНОФИ ВИНТРОП ИНДУСТРИЯ | САНОФИ ВИНТРОП ИНДУСТРИЯ,Вальпроевая кислота,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
20606,ДЕКСАМЕТАЗОН Р-Р Д/ИН. 4МГ/МЛ АМП. 1МЛ №10 ЭСКОМ | ЭСКОМ НПК | ЭСКОМ НПК,Дексаметазон,Дексаметазон,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,4,empty
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон,Дексаметазон,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,2,single_source
20628,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,"Дексаметазон, Гентамицин",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,0,single_source
20726,ДАБИКСОМ КАПС. 150МГ №60 | КРКА-РУС ООО | КРКА-РУС ООО,Дабигатрана этексилат,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
20781,ГРОПРИНОСИН ТАБЛ. 500МГ №30 | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО,Инозин пранобекс,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
20890,ГОПАНТОМИД ТАБЛ. 250МГ №50 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО,Гопантеновая кислота,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
20982,"ГЛЮКОВАНС ТАБЛ. П/ПЛЕН/ОБ. 2,5МГ+500МГ №30 | МЕРК САНТЭ С.А.С. | МЕРК САНТЭ С.А.С.","Метформин, Глибенкламид",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,Глицин,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,0,single_source
21018,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Глицин,Глицин,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,2,single_source
21019,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,Глицин,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,3,empty
21137,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Глибенкламид,Глибенкламид,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,4,empty
21387,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,3,empty
22406,ВИЛДАГЛИПТИН-ВЕРТЕКС ТАБЛ. 50МГ №56 | ВЕРТЕКС АО | ВЕРТЕКС АО,Вилдаглиптин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
22468,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.","Этинилэстрадиол, Дроспиренон",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,empty
22548,ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ | ПАРАФАРМ ООО | ПАРАФАРМ ООО,,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,2,empty
23214,БРОМГЕКСИН ТАБЛ. 8МГ №20 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Бромгексин,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,3,single_source
23633,БИСОПРОЛОЛ-АЛСИ ТАБЛ. 5МГ №60 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,Бисопролол,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
23641,БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,Бисопролол,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
23643,БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,Бисопролол,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,2,single_source
23695,БИОРИТМ АНТИСТРЕСС 24 ДЕНЬ/НОЧЬ ТАБЛ. П/О №32 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,,,,unresolved,unresolved_catalog,unresolved_catalog,method_changed,2,empty
24080,БЕТАГИСТИН ТАБЛ. 8МГ №30 ОЗОН | ОЗОН ООО/ОЗОН ФАРМ ООО | ОЗОН ООО/ОЗОН ФАРМ ООО,Бетагистин,Бетагистин,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,1,single_source
24095,БЕТАГИСТИН ТАБЛ. 16МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Бетагистин,Бетагистин,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,2,single_source
24098,БЕТАГИСТИН СОЛОФАРМ ТАБЛ. 16МГ №30 | ГРОТЕКС ООО | ГРОТЕКС ООО,Бетагистин,Бетагистин,enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,2,single_source
24255,"БЕЛОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 30Г | БЕЛУПО | БЕЛУПО",Бетаметазон,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,3,empty
24335,БЕКЛОМЕТАЗОН АЭРОЗ. Д/ИНГ. ДОЗИР. 250МКГ/ДОЗА 200ДОЗ | БИННОФАРМ АО | БИННОФАРМ АО,Беклометазон,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,1,single_source
24682,АЦИКЛОВИР ТАБЛ. 200МГ №20 АВЕКСИМА | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Ацикловир,Ацикловир,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,3,single_source
24750,АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ПЛЮС РЕНЕВАЛ ТАБЛ. 500МГ+25МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"Ацетилсалициловая кислота, Аскорбиновая кислота","Ацетилсалициловая кислота, Аскорбиновая кислота",enrichment,enrichment,unresolved_catalog,resolved_enrichment,sources_rejected_same_final,2,single_source
24896,АТОРВАСТАТИН-ФП ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,Аторвастатин,Аторвастатин,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,0,single_source
24901,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,Аторвастатин,Аторвастатин,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,1,single_source
24945,АТОРВАСТАТИН-СЗ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | СЕВЕРНАЯ ЗВЕЗДА НАО | СЕВЕРНАЯ ЗВЕЗДА НАО,Аторвастатин,Аторвастатин,catalog_consensus,input_explicit_mnn,resolved_catalog,resolved_input_explicit,catalog_accept_removed,1,single_source
24957,АТОРВАСТАТИН МЕДИСОРБ ТАБЛ. П/ПЛЕН/ОБ. 40МГ №30 | МЕДИСОРБ АО | МЕДИСОРБ АО,Аторвастатин,Аторвастатин,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,2,single_source
25424,АРТОГИСТАН Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,Хондроитина сульфат,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,1,single_source
25599,АПИЛАК ТАБЛ. П/ЯЗЫЧН. 10МГ №30 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,Маточное Молочко,Маточное Молочко,enrichment,enrichment,unresolved_catalog,resolved_enrichment,unchanged,0,single_source
25707,АНГИОРУС ТАБЛ. П/ПЛЕН/ОБ. 100МГ+900МГ №30 АЛИУМ | АЛИУМ АО | АЛИУМ АО,"Диосмин, Гесперидин",,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,1,empty
25865,"АМПРИЛАН ТАБЛ. 5МГ №30 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Рамиприл,,catalog_consensus,unresolved,resolved_catalog,unresolved_catalog,catalog_accept_removed,1,single_source
25982,АМЛОДИПИН ТАБЛ. 10МГ №30 РОЗЛЕКС | РОЗЛЕКС ФАРМ ООО | РОЗЛЕКС ФАРМ ООО,Амлодипин,Амлодипин,enrichment,input_plus_enrichment,unresolved_catalog,resolved_enrichment,method_changed,0,single_source
