normalized_text,product_id,product_kind,attr_mnn,attr_rx_otc,attr_brand,attr_dosage,attr_dosage_form,attr_package_hint,mnn_uteka,rx_uteka,url_uteka,title_uteka,brand_uteka,form_uteka,dose_uteka,pack_uteka,match_score_uteka,match_status_uteka,source_class_uteka,query_uteka,ladder_step_uteka,fetched_at_uteka,http_status_uteka,parser_version_uteka,error_uteka,mnn_asna,rx_asna,url_asna,title_asna,brand_asna,form_asna,dose_asna,pack_asna,match_score_asna,match_status_asna,source_class_asna,query_asna,ladder_step_asna,fetched_at_asna,http_status_asna,parser_version_asna,error_asna,mnn_apteka,rx_apteka,url_apteka,title_apteka,brand_apteka,form_apteka,dose_apteka,pack_apteka,match_score_apteka,match_status_apteka,source_class_apteka,query_apteka,ladder_step_apteka,fetched_at_apteka,http_status_apteka,parser_version_apteka,error_apteka,mnn_vidal,rx_vidal,url_vidal,title_vidal,brand_vidal,form_vidal,dose_vidal,pack_vidal,match_score_vidal,match_status_vidal,source_class_vidal,query_vidal,ladder_step_vidal,fetched_at_vidal,http_status_vidal,parser_version_vidal,error_vidal,mnn_stolichki,rx_stolichki,url_stolichki,title_stolichki,brand_stolichki,form_stolichki,dose_stolichki,pack_stolichki,match_score_stolichki,match_status_stolichki,source_class_stolichki,query_stolichki,ladder_step_stolichki,fetched_at_stolichki,http_status_stolichki,parser_version_stolichki,error_stolichki
НО-ШПА ДУО ТАБЛ. 40МГ+500МГ №12 | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД,11173,drug,Дротаверин + Парацетамол,Без рецепта,Но-Шпа Дуо,40мг+500мг,таблетки,12 таблеток,,,,,,,,,0.0000,,search_only,Но-Шпа Дуо 40мг+500мг,short,,,mnn_source_identity_v1,not_found,Дротаверин + Парацетамол,otc,https://www.asna.ru/cards/no-shpa_duo_40mg500mg_n12_tab_khinoin_zavod_farmatsevticheskikh_i_khimicheskikh_produktov.html,/cards/no-shpa_duo_40mg500mg_n12_tab_khinoin_zavod_farmatsevticheskikh_i_khimicheskikh_produktov.html,,,,,0.4000,,product_card,Но-Шпа Дуо 40мг+500мг таблетки,exact,2026-08-13T19:27:37+00:00,0,mnn_source_identity_v1,,"Парацетамол, Дротаверин",,https://apteka.ru/product/no-shpa-duo-40-mg--500-mg-12-sht-tabletki-6350ea2c5d0cc7efccd23d04/,no shpa duo 40 mg  500 mg 12 sht tabletki,,,,,0.3000,,product_card,Но-Шпа Дуо 40мг+500мг таблетки,exact,2026-08-13T19:27:37+00:00,0,mnn_source_identity_v1,,Парацетамол,otc,https://www.vidal.ru/drugs/unispaz_n__25205,Но-шпа,,,,,0.7667,,product_card,Но-Шпа Дуо 40мг+500мг таблетки,exact,2026-08-13T19:27:38+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Но-Шпа Дуо 40мг+500мг,short,,,mnn_source_identity_v1,search:antibot
НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,11272,drug,,,,,капсулы,48 капсул,,,https://uteka.ru/product/nootrop-203923/,"Ноотроп, 0.4 г, капсулы, 48 шт.",,капсулы,0.4г,48,0.8500,,product_card,НООТРОП КАПС. №48 капсулы,exact,2026-08-13T19:27:39+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/nootrop_kaps_400mg_n48_farma_gnts_pm.html,/cards/nootrop_kaps_400mg_n48_farma_gnts_pm.html,,,,,0.1000,,search_only,НООТРОП КАПС. №48,short,2026-08-13T19:27:40+00:00,200,mnn_source_identity_v1,low_match,,,https://apteka.ru/product/nootropil-1200-mg-20-sht-blister-tabletki-pokrytye-plenochnoj-obolochkoj-62bab0925f367f686e20c480/,nootropil 1200 mg 20 sht blister tabletki pokrytye plenochnoj obolochkoj,,,,,0.0000,,search_only,НООТРОП КАПС. №48,short,2026-08-13T19:27:41+00:00,200,mnn_source_identity_v1,low_match,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,НООТРОП КАПС. №48,short,2026-08-13T19:27:42+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,НООТРОП КАПС. №48,short,,,mnn_source_identity_v1,search:antibot
НООКЛЕРИН Р-Р Д/ПРИЕМА ВНУТРЬ 200МГ/МЛ ФЛ. 100МЛ | ЭКОХИМ-ИННОВАЦИИ ООО | ЭКОХИМ-ИННОВАЦИИ ООО,11277,drug,,,Нооклерин,200 мг/мл,раствор,флакон 100 мл,,,,,,,,,0.0000,,search_only,Нооклерин 200 мг/мл,short,,,mnn_source_identity_v1,not_found,Деанола ацеглумат,rx,https://www.asna.ru/cards/nooklerin_20_100ml_r-r_dpriema_vnutr_ekokhim-innovatsiya_ooo.html,/cards/nooklerin_20_100ml_r-r_dpriema_vnutr_ekokhim-innovatsiya_ooo.html,,,,,0.4000,,product_card,Нооклерин 200 мг/мл раствор,exact,2026-08-13T19:27:45+00:00,0,mnn_source_identity_v1,,Деанола ацеглумат,rx,https://apteka.ru/product/nooklerin-20-rastvor-100-ml-5e327635f5a9ae000140ed86/,nooklerin 20 rastvor 100 ml,,,,20,0.8200,,product_card,Нооклерин 200 мг/мл раствор,exact,2026-08-13T19:27:45+00:00,0,mnn_source_identity_v1,,Деанол ацеглумат,rx,https://www.vidal.ru/drugs/nooclerin__2971,Нооклерин,,,,,1.0000,,product_card,Нооклерин 200 мг/мл раствор,exact,2026-08-13T19:27:45+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Нооклерин 200 мг/мл,short,,,mnn_source_identity_v1,search:antibot
"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",11292,drug,Пантопразол,rx,Нольпаза,20 мг,таблетки,28 таблеток,Пантопразол,rx,https://uteka.ru/product/nolpaza-220682/,"Нольпаза, 20 мг, табл. п.о. кишечнорастворимые, 28 шт.",,таблетки,20мг,28,1.0000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:47+00:00,0,mnn_source_identity_v1,,Пантопразол,rx,https://www.asna.ru/cards/nolpaza_20mg_n14_tab_kishechnorastvorimye_krka_dd_novo_mesto.html,/cards/nolpaza_20mg_n14_tab_kishechnorastvorimye_krka_dd_novo_mesto.html,,,,,0.5000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:47+00:00,0,mnn_source_identity_v1,,Пантопразол,rx,https://apteka.ru/product/nolpaza-20-mg-28-sht-tabletki-kishechnorastvorimye--pokrytye-plenochnoj-obolochkoj-5e326df565b5ab0001653ea2/,nolpaza 20 mg 28 sht tabletki kishechnorastvorimye  pokrytye plenochnoj obolochkoj,,,,,1.0000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:48+00:00,0,mnn_source_identity_v1,,Пантопразол,otc,https://www.vidal.ru/drugs/nolpaza__21166,Нольпаза,,,,,1.0000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:48+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Нольпаза 20 мг,short,,,mnn_source_identity_v1,search:antibot
"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №14 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",11293,drug,Пантопразол,rx,Нольпаза,20 мг,таблетки,14 таблеток,Пантопразол,rx,https://uteka.ru/product/nolpaza-220682/,"Нольпаза, 20 мг, табл. п.о. кишечнорастворимые, 28 шт.",,таблетки,20мг,28,1.0000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:49+00:00,0,mnn_source_identity_v1,,Пантопразол,rx,https://www.asna.ru/cards/nolpaza_20mg_n14_tab_kishechnorastvorimye_krka_dd_novo_mesto.html,/cards/nolpaza_20mg_n14_tab_kishechnorastvorimye_krka_dd_novo_mesto.html,,,,,0.5000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:49+00:00,0,mnn_source_identity_v1,,Пантопразол,rx,https://apteka.ru/product/nolpaza-20-mg-28-sht-tabletki-kishechnorastvorimye--pokrytye-plenochnoj-obolochkoj-5e326df565b5ab0001653ea2/,nolpaza 20 mg 28 sht tabletki kishechnorastvorimye  pokrytye plenochnoj obolochkoj,,,,,1.0000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:49+00:00,0,mnn_source_identity_v1,,Пантопразол,otc,https://www.vidal.ru/drugs/nolpaza__21166,Нольпаза,,,,,1.0000,,product_card,Нольпаза 20 мг таблетки,exact,2026-08-13T19:27:49+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Нольпаза 20 мг,short,,,mnn_source_identity_v1,search:antibot
"НИКОРЕТТЕ СПРЕЙ Д/СЛИЗИСТ. ОБОЛОЧ. ПОЛОСТИ РТА ДОЗИР. ФРУКТОВО-МЯТНЫЙ 1МГ/ДОЗА ФЛ. 13,2МЛ 150ДОЗ №2 | МАКНИЛ АБ | МАКНИЛ АБ",11667,drug,,otc,Никоретте,1 мг/доза,спрей,"флакон 13,2 мл, 150 доз, №2",Никотин,otc,https://uteka.ru/product/nikorette-299368/,"Никоретте, 1 мг/доза, 150 доз, спрей д/местн. прим. доз, мята, 13.2 мл, 1 шт.",,спрей,1мг,1,1.0000,,product_card,Никоретте 1 мг/доза спрей,exact,2026-08-13T19:27:50+00:00,0,mnn_source_identity_v1,,Никотин,otc,https://www.asna.ru/cards/nikorette_1mgdoza_132ml_n2_sprey_dslizistoy_obolochki_polosti_rta_dozirovannyy_myatnyy_maknil_ab.html,/cards/nikorette_1mgdoza_132ml_n2_sprey_dslizistoy_obolochki_polosti_rta_dozirovannyy_myatnyy_maknil_ab.html,,,,,0.4000,,product_card,Никоретте 1 мг/доза спрей,exact,2026-08-13T19:27:50+00:00,0,mnn_source_identity_v1,,Никотин,,https://apteka.ru/product/nikorette-2-mg-20-sht-tabletki-dlya-rassasyvaniya-pokrytye-plenochnoj-obolochkoj-vkus-fruktovye-603e2afffa2f34485bcd40de/,nikorette 2 mg 20 sht tabletki dlya rassasyvaniya pokrytye plenochnoj obolochkoj vkus fruktovye,,,,,0.7300,,product_card,Никоретте 1 мг/доза спрей,exact,2026-08-13T19:27:51+00:00,0,mnn_source_identity_v1,,Никотин,otc,https://www.vidal.ru/drugs/nicorette,Никоретте,,,,,1.0000,,product_card,Никоретте 1 мг/доза спрей,exact,2026-08-13T19:27:51+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Никоретте 1 мг/доза,short,,,mnn_source_identity_v1,search:antibot
"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",12389,drug,Мяты перечной листья,otc,Здоровье,"1,5 г",фильтр-пакеты,20 фильтр-пакетов,,,https://uteka.ru/product/m-zdorove-krapivi-listya-436042/,"М Здоровье Крапивы листья, 1.5 г, 20 шт.",,,1.5г,20,1.0000,,product_card,"Здоровье 1,5 г",short,2026-08-13T19:27:52+00:00,0,mnn_source_identity_v1,,Крапивы двудомной листья,otc,https://www.asna.ru/cards/krapiva_listya_15g_n20_fp_zdorove.html,/cards/krapiva_listya_15g_n20_fp_zdorove.html,,,,,0.4000,,product_card,"Здоровье 1,5 г фильтр-пакеты",exact,2026-08-13T19:27:52+00:00,0,mnn_source_identity_v1,,,,https://apteka.ru/product/fitochaj-zdorovechernika-2-gr-20-sht-filtr-pakety-5e32723665b5ab0001655da0/,fitochaj zdorovechernika 2 gr 20 sht filtr pakety,,,,,0.7000,,product_card,"Здоровье 1,5 г фильтр-пакеты",exact,2026-08-13T19:27:52+00:00,0,mnn_source_identity_v1,,,otc,https://www.vidal.ru/drugs/alphavit_mamino_zdorovie__38112,Алфавит Мамино Здоровье,,,,,1.0000,,product_card,"Здоровье 1,5 г фильтр-пакеты",exact,2026-08-13T19:27:52+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ 1,5 г фильтр-пакеты",generic,,,mnn_source_identity_v1,search:antibot
МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,12495,drug,,otc,Зеленая дубрава,5%,мазь,туба 30 г,Хондроитина сульфат,otc,https://uteka.ru/product/mukosat-maz-81008/,"Мукосат мазь, 5%, мазь д/наружн. прим, 30 г, 1 шт.",,мазь,30г,1,0.4333,,product_card,Зеленая дубрава 5% мазь,exact,2026-08-13T19:27:54+00:00,0,mnn_source_identity_v1,,Оксиметилурацил+Хлорамфеникол,otc,https://www.asna.ru/cards/levometil_40g_maz_dnaruzhnogo_primeneniya_zelenaya_dubrava.html,/cards/levometil_40g_maz_dnaruzhnogo_primeneniya_zelenaya_dubrava.html,,,,,0.4000,,product_card,Зеленая дубрава 5% мазь,exact,2026-08-13T19:27:56+00:00,0,mnn_source_identity_v1,,Хондроитина сульфат,,https://apteka.ru/product/mukosat-maz-5-maz-dlya-naruzhnogo-primeneniya-30-gr-5e3269ae65b5ab0001651d4c/,mukosat maz 5 maz dlya naruzhnogo primeneniya 30 gr,,,,,0.4500,,product_card,МУКОСАТ 5% мазь,generic,2026-08-13T19:27:57+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,МУКОСАТ 5% мазь,generic,2026-08-13T19:27:58+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,МУКОСАТ 5% мазь,generic,,,mnn_source_identity_v1,search:antibot
МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,13125,drug,,rx,МИКРОГИНОН,150мкг+30мкг,таблетки,21 таблетка,,,,,,,,,0.0000,,search_only,МИКРОГИНОН 150мкг+30мкг,short,,,mnn_source_identity_v1,not_found,Левоноргестрел+Этинилэстрадиол,rx,https://www.asna.ru/cards/mikroginon_150mkg30mkg_n21_tab_pokrytye_obolochkoy_delfarm_lill_sas.html,/cards/mikroginon_150mkg30mkg_n21_tab_pokrytye_obolochkoy_delfarm_lill_sas.html,,,,,0.4000,,product_card,МИКРОГИНОН 150мкг+30мкг таблетки,exact,2026-08-13T19:28:01+00:00,0,mnn_source_identity_v1,,"Этинилэстрадиол, Левоноргестрел",rx,https://apteka.ru/product/mikroginon-150-mkg--30-mkg-21-sht-tabletki-pokrytye-obolochkoj-5e32690565b5ab0001651940/,mikroginon 150 mkg  30 mkg 21 sht tabletki pokrytye obolochkoj,,,,150,0.7750,,product_card,МИКРОГИНОН 150мкг+30мкг таблетки,exact,2026-08-13T19:28:01+00:00,0,mnn_source_identity_v1,,Этинилэстрадиол,rx,https://www.vidal.ru/drugs/microgynon__533,Микрогинон,,,,,1.0000,,product_card,МИКРОГИНОН 150мкг+30мкг таблетки,exact,2026-08-13T19:28:01+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,МИКРОГИНОН 150мкг+30мкг,short,,,mnn_source_identity_v1,search:antibot
МЕЛЬДОНИЙ КАПС. 500МГ №60 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,13533,drug,Мельдоний,rx,Фармстандарт,500 мг,капсулы,60 капсул,Мельдоний,rx,https://uteka.ru/product/meldonij-217496/,"Мельдоний Фармстандарт, 500 мг, капсулы, 60 шт.",,капсулы,500мг,60,1.0000,,product_card,Фармстандарт 500 мг капсулы,exact,2026-08-13T19:28:04+00:00,0,mnn_source_identity_v1,,Метамизол натрия,otc,https://www.asna.ru/cards/analgin-ekstrakap_500mg_n10_kaps_farmstandart-leksredstva.html,/cards/analgin-ekstrakap_500mg_n10_kaps_farmstandart-leksredstva.html,,,,,0.5000,,product_card,Фармстандарт 500 мг капсулы,exact,2026-08-13T19:28:06+00:00,0,mnn_source_identity_v1,,Валацикловир,rx,https://apteka.ru/product/valacziklovir-farmstandart-500-mg-40-sht-tabletki-pokrytye-plenochnoj-obolochkoj-65b101304426875737e15c1a/,valacziklovir farmstandart 500 mg 40 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.8875,,product_card,Фармстандарт 500 мг капсулы,exact,2026-08-13T19:28:06+00:00,0,mnn_source_identity_v1,,Флурбипрофен,otc,https://www.vidal.ru/drugs/flurbiprofen-pharmstandard,Флурбипрофен-Фармстандарт,,,,,1.0000,,product_card,Фармстандарт 500 мг капсулы,exact,2026-08-13T19:28:07+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,МЕЛЬДОНИЙ КАПС. 500МГ №60 ФАРМСТАНДАРТ 500 мг капсулы,generic,,,mnn_source_identity_v1,search:antibot
"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",13616,drug,Мелиссы лекарственной трава,Без рецепта,Здоровье,"1,5 г",фильтр-пакеты,20 фильтр-пакетов,,,https://uteka.ru/product/m-zdorove-krapivi-listya-436042/,"М Здоровье Крапивы листья, 1.5 г, 20 шт.",,,1.5г,20,1.0000,,product_card,"Здоровье 1,5 г",short,2026-08-13T19:28:08+00:00,0,mnn_source_identity_v1,,Крапивы двудомной листья,otc,https://www.asna.ru/cards/krapiva_listya_15g_n20_fp_zdorove.html,/cards/krapiva_listya_15g_n20_fp_zdorove.html,,,,,0.4000,,product_card,"Здоровье 1,5 г фильтр-пакеты",exact,2026-08-13T19:28:08+00:00,0,mnn_source_identity_v1,,,,https://apteka.ru/product/fitochaj-zdorovechernika-2-gr-20-sht-filtr-pakety-5e32723665b5ab0001655da0/,fitochaj zdorovechernika 2 gr 20 sht filtr pakety,,,,,0.7000,,product_card,"Здоровье 1,5 г фильтр-пакеты",exact,2026-08-13T19:28:08+00:00,0,mnn_source_identity_v1,,,otc,https://www.vidal.ru/drugs/alphavit_mamino_zdorovie__38112,Алфавит Мамино Здоровье,,,,,1.0000,,product_card,"Здоровье 1,5 г фильтр-пакеты",exact,2026-08-13T19:28:08+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ 1,5 г фильтр-пакеты",generic,,,mnn_source_identity_v1,search:antibot
МЕКСИПРИМ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №60 | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ,13645,drug,Этилметилгидроксипиридина сукцинат,rx,Мексиприм,125 мг,таблетки,60 таблеток,Этилметилгидроксипиридина сукцинат,rx,https://uteka.ru/product/meksiprim-206735/,"Мексиприм, 125 мг, табл. п.п.о, 30 шт.",,таблетки,125мг,30,1.0000,,product_card,Мексиприм 125 мг таблетки,exact,2026-08-13T19:28:09+00:00,0,mnn_source_identity_v1,,Этилметилгидроксипиридина сукцинат,rx,https://www.asna.ru/cards/meksiprim_125mg_n60_tab_obninskaya_khfk.html,/cards/meksiprim_125mg_n60_tab_obninskaya_khfk.html,,,,,0.5000,,product_card,Мексиприм 125 мг таблетки,exact,2026-08-13T19:28:10+00:00,0,mnn_source_identity_v1,,Этилметилгидроксипиридина сукцинат,rx,https://apteka.ru/product/meksiprim-125-mg-60-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5e32662b65b5ab000164ff13/,meksiprim 125 mg 60 sht tabletki pokrytye plenochnoj obolochkoj,,,,,1.0000,,product_card,Мексиприм 125 мг таблетки,exact,2026-08-13T19:28:10+00:00,0,mnn_source_identity_v1,,Этилметилгидроксипиридина сукцинат,rx,https://www.vidal.ru/drugs/mexiprim__39581,Мексиприм,,,,,1.0000,,product_card,Мексиприм 125 мг таблетки,exact,2026-08-13T19:28:11+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Мексиприм 125 мг,short,,,mnn_source_identity_v1,search:antibot
"МАКСИКОЛД ЛОР ТАБС ДВОЙНОЕ ДЕЙСТВИЕ ТАБЛ. Д/РАССАС. 8,75МГ+1МГ №20 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО",14164,drug,Бензокаин + Цетилпиридиния хлорид,otc,Максиколд Лор,"8,75 мг + 1 мг",таблетки,№20,,,,,,,,,0.0000,,search_only,"МАКСИКОЛД ЛОР ТАБС ДВОЙНОЕ ДЕЙСТВИЕ 8,75 мг + 1 мг таблетки",generic,,,mnn_source_identity_v1,not_found,Флурбипрофен+Цетилпиридиния хлорид,otc,https://www.asna.ru/cards/maksikold_lor_tabs_dvoynoe_deystvie_875mg1mg_n20_tab_drassasyvaniya_farmstandart-leksredstva.html,/cards/maksikold_lor_tabs_dvoynoe_deystvie_875mg1mg_n20_tab_drassasyvaniya_farmstandart-leksredstva.html,,,,,0.4000,,product_card,"Максиколд Лор 8,75 мг + 1 мг таблетки",exact,2026-08-13T19:28:14+00:00,0,mnn_source_identity_v1,,"Флурбипрофен, Цетилпиридиния хлорид",,https://apteka.ru/product/maksikold-lor-tabs-dvojnoe-dejstvie-875-mg--1-mg-20-sht-tabletki-dlya-rassasyvaniya-66bdbce4862fae32de8b4755/,maksikold lor tabs dvojnoe dejstvie 875 mg  1 mg 20 sht tabletki dlya rassasyvaniya,,,,,0.3214,,product_card,"Максиколд Лор 8,75 мг + 1 мг таблетки",exact,2026-08-13T19:28:14+00:00,0,mnn_source_identity_v1,,Гексэтидин,otc,https://www.vidal.ru/drugs/maxicold_lor__39685,Максиколд,,,,,0.6000,,product_card,"Максиколд Лор 8,75 мг + 1 мг таблетки",exact,2026-08-13T19:28:15+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"МАКСИКОЛД ЛОР ТАБС ДВОЙНОЕ ДЕЙСТВИЕ 8,75 мг + 1 мг таблетки",generic,,,mnn_source_identity_v1,search:antibot
ЛОРНОКСЕФ ТАБЛ. П/ПЛЕН/ОБ. 8МГ №10 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,14593,drug,Лорноксикам,rx,Лорноксеф,8 мг,таблетки,10 таблеток,Лорноксикам,rx,https://uteka.ru/product/lornoksikam-438903/,"Лорноксеф, 8 мг, табл. п.п.о, 10 шт.",,таблетки,8мг,10,1.0000,,product_card,Лорноксеф 8 мг таблетки,exact,2026-08-13T19:28:17+00:00,0,mnn_source_identity_v1,,Лорноксикам,rx,https://www.asna.ru/cards/lornoksef_8mg_n10_tab_pokrytye_plenochnoy_obolochkoy_farmproekt_ao.html,/cards/lornoksef_8mg_n10_tab_pokrytye_plenochnoy_obolochkoy_farmproekt_ao.html,,,,,0.4000,,product_card,Лорноксеф 8 мг таблетки,exact,2026-08-13T19:28:17+00:00,0,mnn_source_identity_v1,,Лорноксикам,rx,https://apteka.ru/product/lornoksef-8-mg-10-sht-tabletki-pokrytye-plenochnoj-obolochkoj-67a08c85e81b62dc87899723/,lornoksef 8 mg 10 sht tabletki pokrytye plenochnoj obolochkoj,,,,,1.0000,,product_card,Лорноксеф 8 мг таблетки,exact,2026-08-13T19:28:18+00:00,0,mnn_source_identity_v1,,Лорноксикам,rx,https://www.vidal.ru/drugs/lornoksef,Лорноксеф,,,,,1.0000,,product_card,Лорноксеф 8 мг таблетки,exact,2026-08-13T19:28:18+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Лорноксеф 8 мг,short,,,mnn_source_identity_v1,search:antibot
ЛОПЕРАМИД ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,14679,drug,Лоперамид,otc,,2 мг,таблетки,30 таблеток,Лоперамид,otc,https://uteka.ru/product/loperamid-22805/,"Лоперамид, 2 мг, табл, 20 шт.",,таблетки,2мг,20,0.7667,,product_card,ЛОПЕРАМИД 2 мг таблетки,exact,2026-08-13T19:28:21+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/loperamid-_akrikhin_2mg_n20_kaps_akrikhin.html,/cards/loperamid-_akrikhin_2mg_n20_kaps_akrikhin.html,,,,,0.0000,,search_only,ЛОПЕРАМИД 2 мг,short,2026-08-13T19:28:22+00:00,200,mnn_source_identity_v1,low_match,Лоперамид,,https://apteka.ru/product/loperamid-2-mg-20-sht-tabletki-6839b46d0c2a656e635247cd/,loperamid 2 mg 20 sht tabletki,,,,,0.4500,,product_card,ЛОПЕРАМИД 2 мг таблетки,exact,2026-08-13T19:28:24+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ЛОПЕРАМИД 2 мг,short,2026-08-13T19:28:25+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ЛОПЕРАМИД 2 мг,short,,,mnn_source_identity_v1,search:antibot
"ЛОКОИД КРЕЛО ЭМУЛЬСИЯ Д/НАРУЖ. ПРИМ. 0,1% ФЛ. 30Г | ТЕММЛЕР ИТАЛИА С.Р.Л | ТЕММЛЕР ИТАЛИА С.Р.Л",14719,drug,Гидрокортизон,rx,Локоид,"0,1%",,флакон 30 г,Гидрокортизон,otc,https://uteka.ru/product/lokoid-22721/,"Локоид, 0.1%, мазь д/наружн. прим, 30 г, 1 шт.",,мазь,30г,1,1.0000,,product_card,"Локоид 0,1%",exact,2026-08-13T19:28:25+00:00,0,mnn_source_identity_v1,,Гидрокортизон,otc,https://www.asna.ru/cards/lokoid_krelo_01_30g_emulsiya_dnaruzhnogo_primeneniya_temmler_italia_srl.html,/cards/lokoid_krelo_01_30g_emulsiya_dnaruzhnogo_primeneniya_temmler_italia_srl.html,,,,,0.4000,,product_card,"Локоид 0,1%",exact,2026-08-13T19:28:25+00:00,0,mnn_source_identity_v1,,Гидрокортизон,,https://apteka.ru/product/lokoid-01-maz-dlya-naruzhnogo-primeneniya-30-gr-5e327623f5a9ae000140ecd6/,lokoid 01 maz dlya naruzhnogo primeneniya 30 gr,,,,,0.7000,,product_card,"Локоид 0,1%",exact,2026-08-13T19:28:25+00:00,0,mnn_source_identity_v1,,Гидрокортизона бутират,otc,https://www.vidal.ru/drugs/locoid_lipocrem__30233,Локоид Липокрем,,крем,,,1.0000,,product_card,"Локоид 0,1%",exact,2026-08-13T19:28:25+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"ЛОКОИД КРЕЛО ЭМУЛЬСИЯ Д/НАРУЖ. ПРИМ. 0,1% ФЛ. 30Г 0,1%",generic,,,mnn_source_identity_v1,search:antibot
