normalized_text,product_id,product_kind,attr_mnn,attr_rx_otc,attr_brand,attr_dosage,attr_dosage_form,attr_package_hint,mnn_uteka,rx_uteka,url_uteka,title_uteka,brand_uteka,form_uteka,dose_uteka,pack_uteka,match_score_uteka,match_status_uteka,source_class_uteka,query_uteka,ladder_step_uteka,fetched_at_uteka,http_status_uteka,parser_version_uteka,error_uteka,mnn_asna,rx_asna,url_asna,title_asna,brand_asna,form_asna,dose_asna,pack_asna,match_score_asna,match_status_asna,source_class_asna,query_asna,ladder_step_asna,fetched_at_asna,http_status_asna,parser_version_asna,error_asna,mnn_apteka,rx_apteka,url_apteka,title_apteka,brand_apteka,form_apteka,dose_apteka,pack_apteka,match_score_apteka,match_status_apteka,source_class_apteka,query_apteka,ladder_step_apteka,fetched_at_apteka,http_status_apteka,parser_version_apteka,error_apteka,mnn_vidal,rx_vidal,url_vidal,title_vidal,brand_vidal,form_vidal,dose_vidal,pack_vidal,match_score_vidal,match_status_vidal,source_class_vidal,query_vidal,ladder_step_vidal,fetched_at_vidal,http_status_vidal,parser_version_vidal,error_vidal,mnn_stolichki,rx_stolichki,url_stolichki,title_stolichki,brand_stolichki,form_stolichki,dose_stolichki,pack_stolichki,match_score_stolichki,match_status_stolichki,source_class_stolichki,query_stolichki,ladder_step_stolichki,fetched_at_stolichki,http_status_stolichki,parser_version_stolichki,error_stolichki
ХИЛАК ФОРТЕ КАПЛИ Д/ПРИЕМА ВНУТРЬ ВИШНЯ ФЛ. 100МЛ | МЕРКЛЕ ГМБХ | МЕРКЛЕ ГМБХ,2348,drug,,otc,Хилак форте,,капли,флакон 100 мл,"Метаболиты бактерий Escherichia col., Enterococcus faec., Lactobacillus acid., Lactobacillus helv",otc,https://uteka.ru/product/hilak-forte-34336/,"Хилак форте, капли д/пр. внутрь, без ароматизатора, 100 мл, 1 шт.",,капли,100мл,1,1.0000,,product_card,Хилак форте капли,exact,2026-08-13T19:23:23+00:00,0,mnn_source_identity_v1,,Метаболиты бактерий,otc,https://www.asna.ru/cards/khilak_forte_100ml_kapli_merckle.html,/cards/khilak_forte_100ml_kapli_merckle.html,,,,,0.4000,,product_card,Хилак форте капли,exact,2026-08-13T19:23:23+00:00,0,mnn_source_identity_v1,,,,https://apteka.ru/product/peligrin-prokladki-vkladyshi-laktaczionnye-30-sht-5e326e65ca7bdc000192fc1d/,peligrin prokladki vkladyshi laktaczionnye 30 sht,,,,,0.0000,,search_only,ХИЛАК ФОРТЕ КАПЛИ Д/ПРИЕМА ВНУТРЬ ВИШНЯ ФЛ. 100МЛ капли,generic,2026-08-13T19:23:24+00:00,200,mnn_source_identity_v1,low_match,Противодиарейные микроорганизмы,otc,https://www.vidal.ru/drugs/hylak-forte-2,Хилак форте,,,,,1.0000,,product_card,Хилак форте капли,exact,2026-08-13T19:23:25+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ХИЛАК ФОРТЕ КАПЛИ Д/ПРИЕМА ВНУТРЬ ВИШНЯ ФЛ. 100МЛ капли,generic,,,mnn_source_identity_v1,search:antibot
ФУРАЦИЛИН ТАБЛ. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ №20 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,2621,drug,Нитрофурал,rx,Фурацилин,20 мг,таблетки,20 таблеток,Нитрофурал,otc,https://uteka.ru/product/furacilin-aveksima-288606/,"Фурацилин Авексима, 20 мг, табл. шип. д/р-ра д/местн. и наружн. прим, 10 шт.",,таблетки,20мг,10,1.0000,,product_card,Фурацилин 20 мг таблетки,exact,2026-08-13T19:23:27+00:00,0,mnn_source_identity_v1,,,otc,https://www.asna.ru/cards/furacilin_20mg_1_sht__poroshok_dlya_prigotovleniya_rastvora_meligen_fp_zao.html,/cards/furacilin_20mg_1_sht__poroshok_dlya_prigotovleniya_rastvora_meligen_fp_zao.html,,,,,0.5000,,product_card,Фурацилин 20 мг,short,2026-08-13T19:23:28+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Фурацилин 20 мг,short,,,mnn_source_identity_v1,not_found,Нитрофурал,otc,https://www.vidal.ru/drugs/furacilin__18326,Фурацилин,,,,,1.0000,,product_card,Фурацилин 20 мг таблетки,exact,2026-08-13T19:23:30+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Фурацилин 20 мг,short,,,mnn_source_identity_v1,search:antibot
ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,3027,drug,Флуоксетин,rx,,10 мг,капсулы,20 капсул,Флуоксетин,rx,https://uteka.ru/product/fluoksetin-149226/,"Флуоксетин, 10 мг, капсулы, 20 шт.",,капсулы,10мг,20,0.7250,,product_card,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН 10 мг капсулы,exact,2026-08-13T19:23:31+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/fluoksetin_20mg_n20_kaps_ozon.html,/cards/fluoksetin_20mg_n20_kaps_ozon.html,,,,,0.0000,,search_only,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН 10 мг,short,2026-08-13T19:23:32+00:00,200,mnn_source_identity_v1,low_match,Флуоксетин,,https://apteka.ru/product/fluoksetin-kanon-20-mg-30-sht-kapsuly-5e326c56f5a9ae000140a4c2/,fluoksetin kanon 20 mg 30 sht kapsuly,,,,20,0.2250,,product_card,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН 10 мг капсулы,exact,2026-08-13T19:23:33+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН 10 мг,short,2026-08-13T19:23:33+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН 10 мг,short,,,mnn_source_identity_v1,search:antibot
ФЛУКОНАЗОЛ-OBL КАПС. 150МГ №4 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,3065,drug,Флуконазол,rx,Флуконазол-OBL,150 мг,капсулы,4 капсулы,Флуконазол,otc,https://uteka.ru/product/flukonazol-obl-251683/,"Флуконазол-OBL, 150 мг, капсулы, 2 шт.",,капсулы,150мг,2,1.0000,,product_card,Флуконазол-OBL 150 мг капсулы,exact,2026-08-13T19:23:35+00:00,0,mnn_source_identity_v1,,Флуконазол,otc,https://www.asna.ru/cards/flukonazol-obl_150mg_n4_kaps_alium_ao.html,/cards/flukonazol-obl_150mg_n4_kaps_alium_ao.html,,,,,0.5000,,product_card,Флуконазол-OBL 150 мг капсулы,exact,2026-08-13T19:23:36+00:00,0,mnn_source_identity_v1,,Флуконазол,,https://apteka.ru/product/flukonazol-obl-150-mg-2-sht-kapsuly-5f450cdea453570001b46f3c/,flukonazol obl 150 mg 2 sht kapsuly,,,,,0.5000,,product_card,Флуконазол-OBL 150 мг капсулы,exact,2026-08-13T19:23:36+00:00,0,mnn_source_identity_v1,,Флуконазол,otc,https://www.vidal.ru/drugs/fluconazole-obl__37379,Флуконазол-OBL,,,,,1.0000,,product_card,Флуконазол-OBL 150 мг капсулы,exact,2026-08-13T19:23:36+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ФЛУКОНАЗОЛ-OBL КАПС. 150МГ №4 150 мг капсулы,generic,,,mnn_source_identity_v1,search:antibot
"ФИЗИОТЕНЗ ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №28 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО",3556,drug,Моксонидин,rx,Физиотенз,"0,4 мг",таблетки,28 таблеток,Моксонидин,rx,https://uteka.ru/product/fiziotenz-110975/,"Физиотенз, 0,4 мг, табл. п.п.о, 28 шт.",,таблетки,0.4мг,28,1.0000,,product_card,"Физиотенз 0,4 мг таблетки",exact,2026-08-13T19:23:38+00:00,0,mnn_source_identity_v1,,Моксонидин,rx,https://www.asna.ru/cards/fiziotenz_02mg_n28_tab_pokrytye_plenochnoy_obolochkoy_verofarm_ao.html,/cards/fiziotenz_02mg_n28_tab_pokrytye_plenochnoy_obolochkoy_verofarm_ao.html,,,,,0.4000,,product_card,"Физиотенз 0,4 мг таблетки",exact,2026-08-13T19:23:39+00:00,0,mnn_source_identity_v1,,Моксонидин,rx,https://apteka.ru/product/fiziotenz-04-mg-28-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5fe98ae13c1b43fd63e65c67/,fiziotenz 04 mg 28 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.8200,,product_card,"Физиотенз 0,4 мг таблетки",exact,2026-08-13T19:23:39+00:00,0,mnn_source_identity_v1,,Моксонидин,rx,https://www.vidal.ru/drugs/physiotens__1277,Физиотенз,,,,,1.0000,,product_card,"Физиотенз 0,4 мг таблетки",exact,2026-08-13T19:23:40+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"Физиотенз 0,4 мг",short,,,mnn_source_identity_v1,search:antibot
ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 | ЗАМБОН СВИТЦЕЛАНД ЛТД. | ЗАМБОН СВИТЦЕЛАНД ЛТД.,3759,drug,,otc,Фаспик,400 мг,гранулы,пакет 3 г №12,Ибупрофен,otc,https://uteka.ru/product/faspik-187804/,"Фаспик, 400 мг, гран. д/р-ра для пр. внутрь, абрикос, 3 г, 12 шт.",,,400мг,12,1.0000,,product_card,Фаспик 400 мг гранулы,exact,2026-08-13T19:23:42+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,,,,,0.0000,,search_only,ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 400 мг гранулы,generic,2026-08-13T19:23:44+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 400 мг гранулы,generic,,,mnn_source_identity_v1,not_found,Ибупрофен,otc,https://www.vidal.ru/drugs/faspic__14828,Фаспик,,,,,1.0000,,product_card,Фаспик 400 мг гранулы,exact,2026-08-13T19:23:45+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 400 мг гранулы,generic,,,mnn_source_identity_v1,search:antibot
ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ | ФАРМГРУПП ООО | ФАРМГРУПП ООО,3763,drug,,otc,ФАРМГРУПП,,,флакон 250 мл,,,https://uteka.ru/product/farmgrupp-magniy--v6-so-vkusom-limona-390937/,"Фармгрупп Магний + В6, р-р д/пр. внутрь, для взрослых и детей с 3 лет, лимон, 100 мл, 1 шт.",,раствор,100мл,1,1.0000,,product_card,ФАРМГРУПП,exact,2026-08-13T19:23:46+00:00,0,mnn_source_identity_v1,,,otc,https://www.asna.ru/cards/regidrovit_poroshok_dprigotovleniya_r-ra_dpriema_vnutr_0_5g_n10_farmgrupp.html,/cards/regidrovit_poroshok_dprigotovleniya_r-ra_dpriema_vnutr_0_5g_n10_farmgrupp.html,,,,,0.4000,,product_card,ФАРМГРУПП,exact,2026-08-13T19:23:46+00:00,0,mnn_source_identity_v1,,Осина,,https://apteka.ru/product/osiny-kora-50-gr-pakfarmgrupp-5e32766eca7bdc00019338d1/,osiny kora 50 gr pakfarmgrupp,,,,,0.5500,,product_card,ФАРМГРУПП,exact,2026-08-13T19:23:46+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ,generic,2026-08-13T19:23:47+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ,generic,,,mnn_source_identity_v1,search:antibot
ФАРИНГОСЕПТ ТАБЛ. Д/РАССАС. МЕД-ЛИМОН 10МГ №20 | C.К. ТЕРАПИЯ С.А. | C.К. ТЕРАПИЯ С.А.,3781,drug,Амбазон,otc,Фарингосепт,10 мг,таблетки,20 таблеток,Амбазон,otc,https://uteka.ru/product/faringosept-33508/,"Фарингосепт, 10 мг, табл. д/рассас, 20 шт.",,таблетки,10мг,20,1.0000,,product_card,Фарингосепт 10 мг таблетки,exact,2026-08-13T19:23:48+00:00,0,mnn_source_identity_v1,,Амбазон,otc,https://www.asna.ru/cards/faringosept_n10_tab_drassasyvaniya_sk_terapiya_sa.html,/cards/faringosept_n10_tab_drassasyvaniya_sk_terapiya_sa.html,,,,,0.5000,,product_card,Фарингосепт 10 мг таблетки,exact,2026-08-13T19:23:49+00:00,0,mnn_source_identity_v1,,Амбазон,,https://apteka.ru/product/faringosept-med-limon-10-mg-20-sht-tabletki-dlya-rassasyvaniya-5e32680e65b5ab000165103a/,faringosept med limon 10 mg 20 sht tabletki dlya rassasyvaniya,,,,10,1.0000,,product_card,Фарингосепт 10 мг таблетки,exact,2026-08-13T19:23:49+00:00,0,mnn_source_identity_v1,,Амбазон,otc,https://www.vidal.ru/drugs/faringosept__17003,Фарингосепт,,,,,1.0000,,product_card,Фарингосепт 10 мг таблетки,exact,2026-08-13T19:23:50+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Фарингосепт 10 мг,short,,,mnn_source_identity_v1,search:antibot
УЛЬЦЕРНИЛ ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,4133,drug,,rx,Ульцернил,20 мг,таблетки,28 таблеток,Рабепразол,otc,https://uteka.ru/product/ulcernil-362901/,"Ульцернил, 20 мг, 28 шт.",,,20мг,28,1.0000,,product_card,Ульцернил 20 мг,short,2026-08-13T19:23:51+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/ultsernil_20mg_n28_tab_kishechnorastvorimye_pokrytye_plenochnoy_obolochkoy_san_farmasyutikal_indastriz_ltd.html,/cards/ultsernil_20mg_n28_tab_kishechnorastvorimye_pokrytye_plenochnoy_obolochkoy_san_farmasyutikal_indastriz_ltd.html,,,,,0.1000,,search_only,Ульцернил 20 мг,short,2026-08-13T19:23:52+00:00,200,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,Ульцернил 20 мг,short,,,mnn_source_identity_v1,not_found,Рабепразол,otc,https://www.vidal.ru/drugs/ulcernil,Ульцернил,,,,,1.0000,,product_card,Ульцернил 20 мг таблетки,exact,2026-08-13T19:23:53+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Ульцернил 20 мг,short,,,mnn_source_identity_v1,search:antibot
ТРИМЕТАЗИДИН-АКОС МВ 35МГ ТАБЛ. МОДИФ. ВЫСВ. П/О №60 | БИОКОМ ЗАО | БИОКОМ ЗАО,4403,drug,Триметазидин,rx,Триметазидин-АКОС,35 мг,таблетки,60 таблеток,Триметазидин,rx,https://uteka.ru/product/trimetazidin-mv-208734/,"Триметазидин-АКОС МВ, 35 мг, табл. с модиф. высвоб. п.о, 120 шт.",,таблетки,35мг,120,1.0000,,product_card,Триметазидин-АКОС 35 мг таблетки,exact,2026-08-13T19:23:55+00:00,0,mnn_source_identity_v1,,Триметазидин,rx,https://www.asna.ru/cards/trimetazidin-akos_mv_35mg_n60_tab_s_modifitsirovannym_vysvobozhdeniem_pokrytye_obolochkoy_biokom_ao.html,/cards/trimetazidin-akos_mv_35mg_n60_tab_s_modifitsirovannym_vysvobozhdeniem_pokrytye_obolochkoy_biokom_ao.html,,,,,0.5000,,product_card,Триметазидин-АКОС 35 мг таблетки,exact,2026-08-13T19:23:56+00:00,0,mnn_source_identity_v1,,Триметазидин,rx,https://apteka.ru/product/trimetazidin-akos-mv-35-mg-120-sht-tabletki-s-modificzirovannym-vysvobozhdeniem-pokrytye-obolochkoj-6284efc71235eea774678134/,trimetazidin akos mv 35 mg 120 sht tabletki s modificzirovannym vysvobozhdeniem pokrytye obolochkoj,,,,,0.4500,,product_card,Триметазидин-АКОС 35 мг таблетки,exact,2026-08-13T19:23:56+00:00,0,mnn_source_identity_v1,,Триметазидин,rx,https://www.vidal.ru/drugs/trimetazidine-akos-mr-1,Триметазидин-АКОС МВ,,,,,1.0000,,product_card,Триметазидин-АКОС 35 мг таблетки,exact,2026-08-13T19:23:57+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ТРИМЕТАЗИДИН-АКОС МВ 35МГ 35 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ТРАНЕКСАМОВАЯ КИСЛОТА ТАБЛ. П/ПЛЕН/ОБ. 250МГ №30 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,4481,drug,Транексамовая кислота,rx,,250 мг,таблетки,30 таблеток,Транексамовая кислота,rx,https://uteka.ru/product/traneksamovaya-kislota-402814/,"Транексамовая кислота, 250 мг, табл. п.п.о, 10 шт.",,таблетки,250мг,10,0.9000,,product_card,ТРАНЕКСАМОВАЯ КИСЛОТА 250 мг таблетки,exact,2026-08-13T19:24:00+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/traneksamovaya_kislota-verteks_250mg_n10_tab_pokrytye_plenochnoy_obolochkoy_verteks_ao.html,/cards/traneksamovaya_kislota-verteks_250mg_n10_tab_pokrytye_plenochnoy_obolochkoy_verteks_ao.html,,,,,0.1000,,search_only,ТРАНЕКСАМОВАЯ КИСЛОТА 250 мг,short,2026-08-13T19:24:00+00:00,200,mnn_source_identity_v1,low_match,Транексамовая кислота,rx,https://apteka.ru/product/traneksamovaya-kislota-verteks-250-mg-10-sht-tabletki-pokrytye-plenochnoj-obolochkoj-634d69dfe65cbb5833914689/,traneksamovaya kislota verteks 250 mg 10 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.4500,,product_card,ТРАНЕКСАМОВАЯ КИСЛОТА 250 мг таблетки,exact,2026-08-13T19:24:01+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ТРАНЕКСАМОВАЯ КИСЛОТА 250 мг,short,2026-08-13T19:24:02+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ТРАНЕКСАМОВАЯ КИСЛОТА 250 мг,short,,,mnn_source_identity_v1,search:antibot
ТРАНЕКСАМОВАЯ КИСЛОТА Р-Р ДЛЯ В/В ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,4487,drug,Транексамовая кислота,rx,,50 мг/мл,раствор,ампулы 5 мл №10,Транексамовая кислота,rx,https://uteka.ru/product/traneksamovaya-kislota-404184/,"Транексамовая кислота, 50 мг/мл, р-р для в/в введ, 5 мл, 10 шт.",,раствор,50мг,10,0.9333,,product_card,ТРАНЕКСАМОВАЯ КИСЛОТА 50 мг/мл раствор,exact,2026-08-13T19:24:04+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/traneksamovaya_kislota_50mgml_5ml_n10_r-r_dlya_vv_vvedeniya_ellara_ooo.html,/cards/traneksamovaya_kislota_50mgml_5ml_n10_r-r_dlya_vv_vvedeniya_ellara_ooo.html,,,,,0.1000,,search_only,ТРАНЕКСАМОВАЯ КИСЛОТА 50 мг/мл,short,2026-08-13T19:24:05+00:00,200,mnn_source_identity_v1,low_match,Транексамовая кислота,rx,https://apteka.ru/product/traneksamovaya-kislota-50-mgml-rastvor-dlya-vnutrivennogo-vvedeniya-5-ml-upakovka-korobka-ampuly-10-sht-6791dab14212848db63a48f6/,traneksamovaya kislota 50 mgml rastvor dlya vnutrivennogo vvedeniya 5 ml upakovka korobka ampuly 10 sht,,,,,0.3750,,product_card,ТРАНЕКСАМОВАЯ КИСЛОТА 50 мг/мл раствор,exact,2026-08-13T19:24:05+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ТРАНЕКСАМОВАЯ КИСЛОТА 50 мг/мл,short,2026-08-13T19:24:06+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ТРАНЕКСАМОВАЯ КИСЛОТА 50 мг/мл,short,,,mnn_source_identity_v1,search:antibot
ТОРАСЕМИД ТАБЛ. 5МГ №60 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,4570,drug,Торасемид,rx,Пранафарм,5 мг,таблетки,60 таблеток,Эналаприл,rx,https://uteka.ru/product/enalapril-384383/,"Эналаприл, 5 мг, табл, 60 шт.",,таблетки,5мг,60,0.4333,,product_card,Пранафарм 5 мг таблетки,exact,2026-08-13T19:24:07+00:00,0,mnn_source_identity_v1,,Валсартан,rx,https://www.asna.ru/cards/valsartan_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_pranafarm.html,/cards/valsartan_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_pranafarm.html,,,,,0.4000,,product_card,Пранафарм 5 мг таблетки,exact,2026-08-13T19:24:08+00:00,0,mnn_source_identity_v1,,Атенолол,rx,https://apteka.ru/product/atenolol-50-mg-n30-tabl-pranafarm-5e326f79f5a9ae000140be23/,atenolol 50 mg n30 tabl pranafarm,,,,30,0.7750,,product_card,Пранафарм 5 мг таблетки,exact,2026-08-13T19:24:09+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ТОРАСЕМИД 5 мг таблетки,generic,2026-08-13T19:24:10+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ТОРАСЕМИД 5 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ТОРАСЕМИД ТАБЛ. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,4593,drug,Торасемид,rx,,10 мг,таблетки,20 таблеток,Торасемид,rx,https://uteka.ru/product/torasemid-sz-296554/,"Торасемид-СЗ, 10 мг, табл, 60 шт.",,таблетки,10мг,60,0.8500,,product_card,ТОРАСЕМИД 10 мг таблетки,exact,2026-08-13T19:24:12+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/torasemid-sz_10mg_n60_tab_severnaya_zvezda.html,/cards/torasemid-sz_10mg_n60_tab_severnaya_zvezda.html,,,,,0.1000,,search_only,ТОРАСЕМИД 10 мг,short,2026-08-13T19:24:13+00:00,200,mnn_source_identity_v1,low_match,Торасемид,rx,https://apteka.ru/product/torasemid-10-mg-60-sht-tabletki-63f38576eb7ecabcae073843/,torasemid 10 mg 60 sht tabletki,,,,,0.4500,,product_card,ТОРАСЕМИД 10 мг таблетки,exact,2026-08-13T19:24:14+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ТОРАСЕМИД 10 мг,short,2026-08-13T19:24:15+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ТОРАСЕМИД 10 мг,short,,,mnn_source_identity_v1,search:antibot
ТОРАСЕМИД МЕДИСОРБ ТАБЛ. 5МГ №20 | Медисорб АО | Медисорб АО,4602,drug,Торасемид,rx,Медисорб,5 мг,таблетки,20 таблеток,Оланзапин,rx,https://uteka.ru/product/olanzapin-medisorb-376910/,"Оланзапин Медисорб, 5 мг, табл. п.п.о, 28 шт.",,таблетки,5мг,28,1.0000,,product_card,Медисорб 5 мг таблетки,exact,2026-08-13T19:24:16+00:00,0,mnn_source_identity_v1,,Ацетилсалициловая кислота + Кофеин + Парацетамол,otc,https://www.asna.ru/cards/tsitramon_p_n20_tab_medisorb.html,/cards/tsitramon_p_n20_tab_medisorb.html,,,,,0.4000,,product_card,Медисорб 5 мг таблетки,exact,2026-08-13T19:24:17+00:00,0,mnn_source_identity_v1,,Лизиноприл,rx,https://apteka.ru/product/lizinopril-medisorb-5-mg-60-sht-tabletki-67c0589b0b4e00c07633dab4/,lizinopril medisorb 5 mg 60 sht tabletki,,,,,1.0000,,product_card,Медисорб 5 мг таблетки,exact,2026-08-13T19:24:18+00:00,0,mnn_source_identity_v1,,Метформин,rx,https://www.vidal.ru/drugs/metagliptin-medisorb,Метаглиптин Медисорб,,,,,1.0000,,product_card,Медисорб 5 мг таблетки,exact,2026-08-13T19:24:18+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ТОРАСЕМИД МЕДИСОРБ 5 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ТОЛПЕРИЗОН ТАБЛ. П/ПЛЕН/ОБ. 150МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,4684,drug,Толперизон,rx,,150 мг,таблетки,30 таблеток,Толперизон,rx,https://uteka.ru/product/tolperizon-339756/,"Толперизон, 150 мг, табл. п.п.о, 30 шт.",,таблетки,150мг,30,0.8500,,product_card,ТОЛПЕРИЗОН 150 мг таблетки,exact,2026-08-13T19:24:20+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/tolperizon-sz_150mg_n30_tab_pokrytye_plenochnoy_obolochkoy_severnaya_zvezda_nao.html,/cards/tolperizon-sz_150mg_n30_tab_pokrytye_plenochnoy_obolochkoy_severnaya_zvezda_nao.html,,,,,0.1000,,search_only,ТОЛПЕРИЗОН 150 мг,short,2026-08-13T19:24:21+00:00,200,mnn_source_identity_v1,low_match,Толперизон,rx,https://apteka.ru/product/tolperizon-150-mg-30-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5e32754df5a9ae000140e559/,tolperizon 150 mg 30 sht tabletki pokrytye plenochnoj obolochkoj,,,,150,0.4500,,product_card,ТОЛПЕРИЗОН 150 мг таблетки,exact,2026-08-13T19:24:22+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ТОЛПЕРИЗОН 150 мг,short,2026-08-13T19:24:22+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ТОЛПЕРИЗОН 150 мг,short,,,mnn_source_identity_v1,search:antibot
