product_id,run_id_source,mnn_enrichment_run_id,normalized_text,product_kind,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,source_canonical_json,component_stats_json,resolved_mnn,resolved_mnn_components,mnn_resolution_status,resolution_reason,resolved_rx_otc,resolved_age_segment,needs_mnn_enrichment,enrichment_called,mnn_enrichment_status,mnn_enriched,rx_otc_enriched,age_enriched,final_candidate_mnn,final_mnn_method,retry_count,needs_human_review,evidence_urls,idempotency_key
3763,416,459,ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ | ФАРМГРУПП ООО | ФАРМГРУПП ООО,drug,,otc,,,,otc,Осина,,,,"[{""source"": ""apteka"", ""raw_mnn"": ""Осина"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Осина""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,,unknown,взрослые,,,0,True,https://yandex.ru/medicine/medicaments/5-trav-uspokoitel-naja-nastojka | https://www.rlsnet.ru/baa/nastoika-5-trav-uspokoitelnaya-87383 | https://medum.ru/nastojka-5-trav-uspokoitelnaya | https://www.rlsnet.ru/baa/nastoika-5-trav-uspokoitelnaya-87383 | https://yandex.ru/medicine/medicaments/5-trav-uspokoitel-naja-nastojka | https://apteka.103.by/nastoyka-5-trav-uspokoitelnaya-instruktsiya/ | https://medum.ru/nastojka-5-trav-uspokoitelnaya-1 | https://farmgrup.ru/catalog/fito-produktsiya/nastojka-5-trav-uspokoitelnaya.html | https://farmgrup.ru/catalog/fito-produktsiya/nastojka-5-trav-uspokoitelnaya.html | https://planetazdorovo.ru/catalog/lekarstva-i-bad/nevrologiya-psikhiatriya/uspokoitelnye-sedativnye/5-trav-nastojka-uspokoitelnaya-40967903/ | https://farmgrup.ru/catalog/fito-produktsiya/nastojka-5-trav-uspokoitelnaya.html | https://apteka-april.ru/product/274383-farmgrupp_nastojka_5_trav_uspokoitelnaya_250ml,0cbf8176f328c32310e6b33944fdaad5
3781,416,459,ФАРИНГОСЕПТ ТАБЛ. Д/РАССАС. МЕД-ЛИМОН 10МГ №20 | C.К. ТЕРАПИЯ С.А. | C.К. ТЕРАПИЯ С.А.,drug,Амбазон,otc,Амбазон,otc,Амбазон,otc,Амбазон,,Амбазон,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Амбазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амбазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Амбазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амбазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Амбазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амбазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Амбазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амбазон""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Амбазон"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Амбазон,Амбазон,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Амбазон,catalog_consensus,0,False,,c835cfdb43f23e7dbf594e7f416c9b32
4133,417,459,УЛЬЦЕРНИЛ ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,drug,,rx,Рабепразол,otc,,,,,Рабепразол,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Рабепразол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Рабепразол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Рабепразол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Рабепразол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Рабепразол"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Рабепразол,Рабепразол,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Рабепразол,catalog_consensus,0,False,,8f77de54a35dfbc2ac84c907b2166920
4403,417,459,ТРИМЕТАЗИДИН-АКОС МВ 35МГ ТАБЛ. МОДИФ. ВЫСВ. П/О №60 | БИОКОМ ЗАО | БИОКОМ ЗАО,drug,Триметазидин,rx,Триметазидин,rx,Триметазидин,rx,Триметазидин,rx,Триметазидин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Триметазидин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Триметазидин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Триметазидин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Триметазидин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Триметазидин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Триметазидин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Триметазидин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Триметазидин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Триметазидин"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Триметазидин,Триметазидин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Триметазидин,catalog_consensus,0,False,,27cfad50c2e5ab8bb66fcbaf142cb533
4481,417,459,ТРАНЕКСАМОВАЯ КИСЛОТА ТАБЛ. П/ПЛЕН/ОБ. 250МГ №30 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,drug,Транексамовая кислота,rx,Транексамовая кислота,rx,,,Транексамовая кислота,rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Транексамовая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Транексамовая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Транексамовая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Транексамовая кислота""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Транексамовая кислота"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}]",Транексамовая кислота,Транексамовая кислота,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Транексамовая кислота,catalog_consensus,0,False,,d833905ae67e391dfb8d8294f26ca249
4487,417,459,ТРАНЕКСАМОВАЯ КИСЛОТА Р-Р ДЛЯ В/В ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,drug,Транексамовая кислота,rx,Транексамовая кислота,rx,,,Транексамовая кислота,rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Транексамовая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Транексамовая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Транексамовая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Транексамовая кислота""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Транексамовая кислота"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}]",Транексамовая кислота,Транексамовая кислота,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Транексамовая кислота,catalog_consensus,0,False,,a4e2168e58ddf46bd9180e4a4d31a3d5
4570,417,459,ТОРАСЕМИД ТАБЛ. 5МГ №60 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,drug,Торасемид,rx,Эналаприл,rx,Валсартан,rx,Атенолол,rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Эналаприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эналаприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Атенолол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Атенолол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Валсартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Валсартан""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Торасемид,rx,взрослые,Торасемид,enrichment,0,False,https://www.rlsnet.ru/drugs/torasemid-46472 | https://www.vidal.ru/drugs/torasemide-3 | https://aptekamos.ru/tovary/lekarstva/torasemid-9669/torasemid-teva-tabletki-5mg-109129/instrukciya | https://megapteka.ru/specials/guide_torasemid-instrukciya-po-5897 | https://allmed.pro/ru/drugs/torasemid | https://www.rlsnet.ru/drugs/torasemid-46472 | https://www.asna.ru/product/torasemid/instruction/ | https://www.vidal.ru/drugs/torasemide-3 | https://megapteka.ru/specials/guide_torasemid-instrukciya-po-5897 | https://www.vidal.ru/drugs/torasemide-3 | https://www.rlsnet.ru/drugs/torasemid-46472 | https://www.asna.ru/product/torasemid/instruction/,ce2c95ce9364b8c658b5d06877094705
4593,417,459,ТОРАСЕМИД ТАБЛ. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,Торасемид,rx,Торасемид,rx,,,Торасемид,rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Торасемид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Торасемид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Торасемид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Торасемид""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Торасемид"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}]",Торасемид,Торасемид,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Торасемид,catalog_consensus,0,False,,939266d3d916d1f54cc51660f89e208d
4602,417,459,ТОРАСЕМИД МЕДИСОРБ ТАБЛ. 5МГ №20 | Медисорб АО | Медисорб АО,drug,Торасемид,rx,Оланзапин,rx,Ацетилсалициловая кислота + Кофеин + Парацетамол,otc,Лизиноприл,rx,Метформин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Оланзапин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Оланзапин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Лизиноприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лизиноприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Ацетилсалициловая кислота + Кофеин + Парацетамол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацетилсалициловая кислота"", ""Кофеин"", ""Парацетамол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Метформин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метформин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Торасемид,rx,взрослые,Торасемид,enrichment,0,False,https://aptekamos.ru/tovary/lekarstva/torasemid-9669/torasemid-medisorb-tabletki-5mg-94246/instrukciya | https://www.rlsnet.ru/drugs/torasemid-medisorb-79689 | https://medum.ru/torasemide-medisorb | https://www.rlsnet.ru/drugs/torasemid-medisorb-79689 | https://health.mail.ru/drug/torasemid-medisorb/ | https://www.rlsnet.ru/drugs/torasemid-46472 | https://www.lsgeotar.ru/ru/torasemid-medisorb-17901.html | https://aptekamos.ru/tovary/lekarstva/torasemid-9669/torasemid-medisorb-tabletki-10mg-94181/instrukciya | https://medi.ru/instrukciya/torasemid-medisorb_23786/ | https://www.vidal.ru/drugs/torasemide-3 | https://www.lsgeotar.ru/drugs/torasemide-medisorb-AAIl | https://www.rlsnet.ru/drugs/torasemid-medisorb-79689,123c2e1d4fff1ab9cce32a5e3559519a
4684,418,459,ТОЛПЕРИЗОН ТАБЛ. П/ПЛЕН/ОБ. 150МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,Толперизон,rx,Толперизон,rx,,,Толперизон,rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Толперизон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Толперизон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Толперизон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Толперизон""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Толперизон"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}]",Толперизон,Толперизон,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Толперизон,catalog_consensus,0,False,,608d0f11600b07226e8b1166349d65e0
4922,418,459,ТЕРМИКОН СПРЕЙ Д/НАРУЖ. ПРИМ. 1% ФЛ. 30Г | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,Тербинафин,rx,Тербинафин,otc,Тербинафин,otc,Тербинафин,,Тербинафин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Тербинафин"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Тербинафин,Тербинафин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Тербинафин,catalog_consensus,0,False,,90e0e1ec89fabf33bbf7480fd897c057
4924,418,459,ТЕРМИКОН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г | ЛЕККО ЗАО | ЛЕККО ЗАО,drug,,otc,Тербинафин,otc,Тербинафин,otc,Тербинафин,,Тербинафин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Тербинафин"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Тербинафин,Тербинафин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Тербинафин,catalog_consensus,0,False,,e2552d765a9f500a528179788b8a4753
5010,418,459,ТЕРАФЛЕКС КАПС. 500МГ+400МГ №200 МАКИЗ-ФАРМА | МАКИЗ-ФАРМА | МАКИЗ-ФАРМА,drug,,otc,,,Глюкозамин+Хондроитин сульфат,otc,"Глюкозамин, Хондроитина сульфат",,Хондроитина сульфат натрия,otc,"[{""source"": ""apteka"", ""raw_mnn"": ""Глюкозамин, Хондроитина сульфат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Глюкозамин"", ""Хондроитина сульфат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Глюкозамин+Хондроитин сульфат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Глюкозамин"", ""Хондроитин сульфат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Хондроитина сульфат натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хондроитина сульфат натрия""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Глюкозамин"", ""source_count"": 2, ""sources"": [""apteka"", ""asna""]}, {""component"": ""Хондроитин сульфат"", ""source_count"": 1, ""sources"": [""asna""]}, {""component"": ""Хондроитина сульфат"", ""source_count"": 1, ""sources"": [""apteka""]}]","Глюкозамин, Хондроитин сульфат, Хондроитина сульфат","Глюкозамин, Хондроитин сульфат, Хондроитина сульфат",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Глюкозамин, Хондроитин сульфат, Хондроитина сульфат",catalog_consensus,0,False,,4d2c2a6428d73fe3f9070695138ce0a2
5258,418,459,"ТАМСУЛОЗИН КАНОН КАПС. КИШ/РАСТ. ПРОЛОНГ. ВЫСВ. 0,4МГ №30 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО",drug,Тамсулозин,rx,Тамсулозин,rx,Тамсулозин,rx,Тамсулозин,rx,Тамсулозин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Тамсулозин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тамсулозин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Тамсулозин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тамсулозин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Тамсулозин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тамсулозин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Тамсулозин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тамсулозин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Тамсулозин"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Тамсулозин,Тамсулозин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Тамсулозин,catalog_consensus,0,False,,fc685ae53680471caef756297f99217d
5267,418,459,ТАМОКСИФЕН ТАБЛ. 20МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,Тамоксифен,rx,Метронидазол,rx,Омепразол,rx,Мелоксикам,rx,Глицин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Метронидазол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метронидазол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Мелоксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Мелоксикам""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Омепразол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Омепразол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Глицин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Глицин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Тамоксифен,rx,взрослые,Тамоксифен,enrichment,0,False,https://www.vidal.ru/drugs/tamoxifen__7169 | https://aptekamos.ru/tovary/lekarstva/tamoksifen-859/tamoksifen-tabletki-30mg-8723/instrukciya | https://www.rlsnet.ru/drugs/tamoksifen-2932 | https://aptekamos.ru/tovary/lekarstva/tamoksifen-859/tamoksifen-geksal-tabletki-20mg-54098/instrukciya | https://yandex.ru/medicine/medicaments/tamoksifen | https://grls.rosminzdrav.ru/ | https://www.rlsnet.ru/drugs/tamoksifen-2932 | https://www.vidal.ru/drugs/tamoxifen__7169 | https://www.vidal.ru/drugs/tamoxifen__7169 | https://www.rlsnet.ru/drugs/tamoksifen-2932 | https://yandex.ru/medicine/medicaments/tamoksifen | https://drugs.medelement.com/drug/%D1%82%D0%B0%D0%BC%D0%BE%D0%BA%D1%81%D0%B8%D1%84%D0%B5%D0%BD-20%D0%BC%D0%B3-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/870021731477650932?instruction_lang=RU,6f2ab268029495bf9e4a50710b741f0b
5270,419,459,ТАМИФЛЮ КАПС. 75МГ №10 | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С. | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,drug,Осельтамивир,rx,Осельтамивир,rx,Осельтамивир,rx,,,Осельтамивир,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Осельтамивир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Осельтамивир""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Осельтамивир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Осельтамивир""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Осельтамивир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Осельтамивир""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Осельтамивир"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Осельтамивир,Осельтамивир,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Осельтамивир,catalog_consensus,0,False,,ac50d241befe35631ac061c527dfea4f
5287,419,459,"ТАДАЛАФИЛ-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 20МГ №8 | ТЕВА ФАРМА, С.Л.У. | ТЕВА ФАРМА, С.Л.У.",drug,Тадалафил,rx,Аторвастатин,rx,Ксилометазолин,otc,Тадалафил,rx,Филграстим,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Аторвастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аторвастатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Тадалафил"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тадалафил""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Ксилометазолин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ксилометазолин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Филграстим"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Филграстим""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Тадалафил,rx,взрослые,Тадалафил,enrichment,0,False,https://pharmproduct.ru/drugs/tadalafil-teva | https://www.lsgeotar.ru/drugs/tadalafil-teva-AFmG | https://www.vidal.ru/drugs/tadalafil-teva | https://www.rlsnet.ru/drugs/tadalafil-teva-75913 | https://medum.ru/tadalafil-teva | https://health.mail.ru/drug/tadalafilteva/ | https://www.webapteka.ru/drugbase/name53570.html | https://www.vidal.ru/drugs/tadalafil-teva | https://health.mail.ru/drug/tadalafilteva/ | https://yandex.ru/medicine/medicaments/tadalafil-teva | https://medum.ru/tadalafil-teva | https://www.webapteka.ru/drugbase/name53570.html,b9b6dee46ac5841cdc608a42f7cb6661
5322,419,459,"ТАВОЛГА ВЯЗОЛИСТНАЯ (ЛАБАЗНИК) ТРАВА Ф/П 1,5Г №20 ХЕРБЕС | ХЕРБЕС ООО | ХЕРБЕС ООО",drug,,БАД,,,Ромашки аптечной цветки,otc,,,,,"[{""source"": ""asna"", ""raw_mnn"": ""Ромашки аптечной цветки"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ромашки аптечной цветки""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,,unknown,универсальный,,,0,True,https://medum.ru/nasledie-prirody-tavolga-vyazolistnaya-nastoj | https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B2%D0%BE%D0%BB%D0%B3%D0%B0_%D0%B2%D1%8F%D0%B7%D0%BE%D0%BB%D0%B8%D1%81%D1%82%D0%BD%D0%B0%D1%8F | https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B2%D0%BE%D0%BB%D0%B3%D0%B0_(%D1%80%D0%B0%D1%81%D1%82%D0%B5%D0%BD%D0%B8%D0%B5) | http://medherbal.ru/tavolga.php | https://ru.ruwiki.ru/wiki/%D0%A2%D0%B0%D0%B2%D0%BE%D0%BB%D0%B3%D0%B0_%D0%B2%D1%8F%D0%B7%D0%BE%D0%BB%D0%B8%D1%81%D1%82%D0%BD%D0%B0%D1%8F | http://belena.biz/nov/tavol.htm | https://plant-atlas.kpfu.ru/plant/178 | https://azbyka.ru/zdorovie/tavolga-lechebnye-svojstva-primenenie-protivopokazaniya | https://www.plantarium.ru/page/view/item/16470.html | https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B2%D0%BE%D0%BB%D0%B3%D0%B0_%D0%B2%D1%8F%D0%B7%D0%BE%D0%BB%D0%B8%D1%81%D1%82%D0%BD%D0%B0%D1%8F | https://azbyka.ru/zdorovie/tavolga-lechebnye-svojstva-primenenie-protivopokazaniya | https://foodandscience.org/tavolga-vyazolistnaya/,a70fc75f8b53cc6aef6a88c3da32ca90
5634,419,459,СТРЕПТОЦИД ПОР. Д/НАРУЖ. ПРИМ. 2Г ПАК. №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,Сульфаниламид,otc,Сульфаниламид,otc,,,,,Сульфаниламид,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Сульфаниламид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Сульфаниламид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Сульфаниламид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Сульфаниламид""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Сульфаниламид"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Сульфаниламид,Сульфаниламид,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Сульфаниламид,catalog_consensus,0,False,,eeb2b9b6b2aa8212a21b82b121b77a22
