product_id,run_id_source,mnn_enrichment_run_id,normalized_text,product_kind,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,source_canonical_json,component_stats_json,resolved_mnn,resolved_mnn_components,mnn_resolution_status,resolution_reason,resolved_rx_otc,resolved_age_segment,needs_mnn_enrichment,enrichment_called,mnn_enrichment_status,mnn_enriched,rx_otc_enriched,age_enriched,final_candidate_mnn,final_mnn_method,retry_count,needs_human_review,evidence_urls,idempotency_key
12495,432,459,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,drug,,otc,,,Троксерутин,otc,,,,,"[{""source"": ""asna"", ""raw_mnn"": ""Троксерутин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Троксерутин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Хондроитина Сульфат Натрия,rx,взрослые,Хондроитина Сульфат Натрия,enrichment,0,False,https://www.rlsnet.ru/drugs/mukosat-5398 | https://diamed-pharma.ru/content/catalogfile/mukosat/mukosat-maz.pdf | https://www.vidal.ru/drugs/mucosat__18528 | https://allmed.pro/ru/drugs/mukosat | https://www.rlsnet.ru/drugs/mukosat-5398 | https://www.vidal.ru/drugs/mucosat__18528 | https://zdesapteka.ru/instructions/mukosat/ | https://medum.ru/mukosat | https://www.vidal.ru/drugs/mucosat__18528 | https://www.rlsnet.ru/drugs/mukosat-5398 | https://mukosat.ru/instruction-mukosat-solutionforinjection/ | https://health.mail.ru/drug/mukosat-1/,0f449b5b8396f3a16df76f62a5feaebd
13125,433,459,МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,drug,,rx,,,Левоноргестрел+Этинилэстрадиол,rx,"Этинилэстрадиол, Левоноргестрел",rx,Этинилэстрадиол,rx,"[{""source"": ""apteka"", ""raw_mnn"": ""Этинилэстрадиол, Левоноргестрел"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этинилэстрадиол"", ""Левоноргестрел""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Левоноргестрел+Этинилэстрадиол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоноргестрел"", ""Этинилэстрадиол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Этинилэстрадиол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этинилэстрадиол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Этинилэстрадиол"", ""source_count"": 3, ""sources"": [""apteka"", ""asna"", ""vidal""]}, {""component"": ""Левоноргестрел"", ""source_count"": 2, ""sources"": [""apteka"", ""asna""]}]","Этинилэстрадиол, Левоноргестрел","Этинилэстрадиол, Левоноргестрел",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Этинилэстрадиол, Левоноргестрел",catalog_consensus,0,False,,0691895bda99605edc8c65e27100ab81
13533,433,459,МЕЛЬДОНИЙ КАПС. 500МГ №60 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,Мельдоний,rx,Метамизол натрия,rx,Парацетамол,otc,Валацикловир,rx,Флурбипрофен,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Метамизол натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метамизол натрия""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Валацикловир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Валацикловир""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Парацетамол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Флурбипрофен"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Флурбипрофен""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,unknown,unknown,True,True,ok,Мельдоний,rx,взрослые,Мельдоний,enrichment,0,False,https://grls.rosminzdrav.ru/ | https://allmed.pro/ru/drugs/meldonij | https://grls.rosminzdrav.ru/ | https://www.vidal.ru/drugs/meldonium__20587 | https://www.rlsnet.ru/drugs/meldonii-35454 | https://medum.ru/meldonium | https://www.asna.ru/product/meldoniy/instruction/ | https://www.vidal.ru/drugs/meldonium | https://health.mail.ru/drug/meldoniy/ | https://medspravochnik.com/drugs/serdechnye-preparaty/meldoniy/ | https://megapteka.ru/specials/guide_meldonij-instrukciya-po-5926 | https://www.pharmcontrol.ru/registry/drugs/12134/,ed3582d5f5104ef43b4371fa1310ebbb
13616,433,459,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",drug,Мелиссы лекарственной трава,Без рецепта,,,Этилметилгидроксипиридина сукцинат,rx,,,,otc,"[{""source"": ""asna"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Melissae officinalis herba,otc,взрослые,Melissae officinalis herba,enrichment,0,False,https://www.vidal.ru/drugs/melissae_officinalis_herba__30679 | https://medum.ru/melissa-officinalis | https://medum.ru/trava-melissy-lekarstvennoj | https://medvisor.ru/medicine/drug/melissy-lekarstvennoy-trava_36103/ | https://www.vidal.ru/drugs/melissae_officinalis_herba__30679 | https://medum.ru/trava-melissy-lekarstvennoj | https://allmed.pro/drugs/melissy-lekarstvennoj-trava | https://medi.ru/instrukciya/melissy-lekarstvennoj-trava_496/ | https://medvestnik.ru/ls/a0e3fcad-d504-45d1-ae21-59dced8e590f.html | https://www.vidal.ru/drugs/melissae_officinalis_herba__30679 | https://medum.ru/melissa-officinalis | https://medi.ru/instrukciya/melissy-lekarstvennoj-trava_496/,4be2db29d62ea3bd623b7fba47191b5e
13645,433,459,МЕКСИПРИМ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №60 | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ,drug,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Этилметилгидроксипиридина сукцинат"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Этилметилгидроксипиридина сукцинат,Этилметилгидроксипиридина сукцинат,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Этилметилгидроксипиридина сукцинат,catalog_consensus,0,False,,0af85017258b71688462f5c182f86645
14164,434,459,"МАКСИКОЛД ЛОР ТАБС ДВОЙНОЕ ДЕЙСТВИЕ ТАБЛ. Д/РАССАС. 8,75МГ+1МГ №20 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО",drug,Бензокаин + Цетилпиридиния хлорид,otc,,,Гексэтидин,otc,"Флурбипрофен, Цетилпиридиния хлорид",,Гексэтидин,otc,"[{""source"": ""apteka"", ""raw_mnn"": ""Флурбипрофен, Цетилпиридиния хлорид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Флурбипрофен"", ""Цетилпиридиния хлорид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Гексэтидин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гексэтидин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Гексэтидин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гексэтидин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Гексэтидин"", ""source_count"": 2, ""sources"": [""asna"", ""vidal""]}]",Гексэтидин,Гексэтидин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Гексэтидин,catalog_consensus,0,False,,9aae00136cca4a0d2082af576f2dbc92
14593,435,459,ЛОРНОКСЕФ ТАБЛ. П/ПЛЕН/ОБ. 8МГ №10 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,drug,Лорноксикам,rx,Лорноксикам,rx,Лорноксикам,rx,Лорноксикам,rx,Лорноксикам,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Лорноксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лорноксикам""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Лорноксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лорноксикам""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Лорноксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лорноксикам""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Лорноксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лорноксикам""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Лорноксикам"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Лорноксикам,Лорноксикам,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Лорноксикам,catalog_consensus,0,False,,b51c1280512a2cd68c15ecbcfef3daff
14679,435,459,ЛОПЕРАМИД ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,Лоперамид,otc,Лоперамид,otc,,,Лоперамид,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Лоперамид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лоперамид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Лоперамид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лоперамид""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Лоперамид"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}]",Лоперамид,Лоперамид,resolved_catalog,consensus,unknown,unknown,False,False,,,unknown,unknown,Лоперамид,catalog_consensus,0,False,,6a74eb3d3a236e134a7618fb4a0d38a0
14719,435,459,"ЛОКОИД КРЕЛО ЭМУЛЬСИЯ Д/НАРУЖ. ПРИМ. 0,1% ФЛ. 30Г | ТЕММЛЕР ИТАЛИА С.Р.Л | ТЕММЛЕР ИТАЛИА С.Р.Л",drug,Гидрокортизон,rx,Гидрокортизон,otc,Гидрокортизон,otc,Гидрокортизон,,Гидрокортизона бутират,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Гидрокортизон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гидрокортизон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Гидрокортизон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гидрокортизон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Гидрокортизон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гидрокортизон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Гидрокортизона бутират"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гидрокортизона бутират""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Гидрокортизон"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}]",Гидрокортизон,Гидрокортизон,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Гидрокортизон,catalog_consensus,0,False,,cdd7746264dd4c9aa41c4c9a50546d29
14758,435,459,"ЛОЗАРТАН Н ТАБЛ. П/ПЛЕН/ОБ. 12,5МГ+100МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО",drug,Лозартан + Гидрохлоротиазид,rx,Гидрохлоротиазид + Лозартан,rx,,,"Гидрохлоротиазид, Лозартан",rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Гидрохлоротиазид + Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гидрохлоротиазид"", ""Лозартан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Гидрохлоротиазид, Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гидрохлоротиазид"", ""Лозартан""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Гидрохлоротиазид"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}, {""component"": ""Лозартан"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}]","Гидрохлоротиазид, Лозартан","Гидрохлоротиазид, Лозартан",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Гидрохлоротиазид, Лозартан",catalog_consensus,0,False,,61122a246ccad86cb0da8877b2e08728
14780,435,459,ЛОЗАРТАН-ВЕРТЕКС ТАБЛ. П/ПЛЕН/ОБ. 25МГ №30 | ВЕРТЕКС АО | ВЕРТЕКС АО,drug,Лозартан,rx,Лозартан,rx,Лозартан,rx,Лозартан,rx,Лозартан,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лозартан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лозартан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лозартан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лозартан""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Лозартан"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Лозартан,Лозартан,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Лозартан,catalog_consensus,0,False,,2541b62dbe64d8f02a58169536dcb854
15062,436,459,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,drug,Лизиноприл,rx,Лизиноприл,rx,Лизиноприл,rx,Лизиноприл,rx,Лизиноприл,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Лизиноприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лизиноприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Лизиноприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лизиноприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Лизиноприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лизиноприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Лизиноприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лизиноприл""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Лизиноприл"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Лизиноприл,Лизиноприл,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Лизиноприл,catalog_consensus,0,False,,9362900f85c49985eae5c52e17169e81
15070,436,459,ЛИЗИНОПРИЛ ТАБЛ. 5МГ №30 БИОХИМИК | БИОХИМИК АО | БИОХИМИК АО,drug,Лизиноприл,rx,Хондроитина сульфат,otc,,,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Хондроитина сульфат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хондроитина сульфат""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Лизиноприл,rx,универсальный,Лизиноприл,enrichment,0,False,https://aptekamos.ru/tovary/lekarstva/lizinopril-483/lizinopril-tabletki-2-5mg-45536/instrukciya | https://www.vidal.ru/drugs/lisinopril__13042 | https://allmed.pro/ru/drugs/lizinopril | https://www.rlsnet.ru/drugs/lizinopril-25120 | https://www.vidal.ru/drugs/lisinopril__13042 | https://www.vidal.ru/drugs/lisinopril__13042 | https://www.rlsnet.ru/drugs/lizinopril-25120 | https://www.vidal.ru/drugs/lisinopril__5200 | https://medi.ru/instrukciya/lizinopril-obl_20823/ | https://aptekamos.ru/tovary/lekarstva/lizinopril-483/lizinopril-tabletki-2-5mg-45536/instrukciya | https://medspravochnik.com/drugs/antigipertenzivnye/lizinopril/ | https://yandex.ru/medicine/medicaments/lizinopril,60d556f1b0adb5dc8a75fe8ff0ed2e5d
15076,436,459,ЛИЗИНОПРИЛ ТАБЛ. 20МГ №20 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,drug,Лизиноприл,rx,Эналаприл,rx,Мелоксикам,rx,Атенолол,rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Эналаприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эналаприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Атенолол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Атенолол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Мелоксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Мелоксикам""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,Лизиноприл,rx,взрослые,Лизиноприл,enrichment,0,False,https://aptekamos.ru/tovary/lekarstva/lizinopril-483/lizinopril-tabletki-2-5mg-45536/instrukciya | https://www.vidal.ru/drugs/lisinopril__13042 | https://www.rlsnet.ru/drugs/lizinopril-25120 | https://grls.rosminzdrav.ru/ | https://allmed.pro/ru/drugs/lizinopril | https://www.vidal.ru/drugs/lisinopril__13042 | https://www.rlsnet.ru/drugs/lizinopril-25120 | https://aptekamos.ru/tovary/lekarstva/lizinopril-483/lizinopril-tabletki-2-5mg-45536/instrukciya | https://medspravochnik.com/drugs/antigipertenzivnye/lizinopril/ | https://medi.ru/instrukciya/lizinopril-obl_20823/ | https://yandex.ru/medicine/medicaments/lizinopril | https://medum.ru/lisinopril,b028cc430b0db7193dfc9aeb965ae04d
15150,436,459,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,drug,Лидокаин,rx,Лидокаин,rx,,,"Толперизон, Лидокаин",rx,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Лидокаин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лидокаин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Толперизон, Лидокаин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Толперизон"", ""Лидокаин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Лидокаин"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}, {""component"": ""Толперизон"", ""source_count"": 1, ""sources"": [""apteka""]}]","Лидокаин, Толперизон","Лидокаин, Толперизон",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Лидокаин, Толперизон",catalog_consensus,0,False,,890cdf9a50e693a80163bb6b15e81c74
16485,438,459,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,drug,,otc,,,Полыни горькой трава,otc,,,,,"[{""source"": ""asna"", ""raw_mnn"": ""Полыни горькой трава"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Полыни горькой трава""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Крушины ольховидной кора,otc,универсальный,Крушины ольховидной кора,enrichment,0,False,https://www.lsgeotar.ru/drugs/ACFL | https://www.lsgeotar.ru/drugs/cortex-frangulae-ACWq | https://apteka-april.ru/product/66445-krushina_kora_pachka_50g | https://health.mail.ru/drug/krushiny-kora-1/ | https://medi.ru/instrukciya/krushiny-kora_25741/ | https://www.webapteka.ru/drugbase/name3411.html | https://medi.ru/instrukciya/krushiny-kora_25745/ | https://www.vidal.ru/drugs/frangulae_cortex__30274 | https://apteka.ru/product/krushiny-kora-50-gr-5e326a7865b5ab0001652316/instructions/ | https://apteka.ru/product/krushiny-kora-500-ivan-chaj-61e6819ee21d5bb546fa6186/instructions/ | https://megapteka.ru/specials/guide_krushiny-kora-instrukciya-4565 | https://vaskov.pro/grls/0ae95063-9f67-1508-819f-67e821d700b6,2184cd25ab7758fc093dee115a470d9b
16623,438,459,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,drug,Кофеин,rx,Кофеин,rx,Кофеин,rx,Кофеин,rx,Кофеин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Кофеин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кофеин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Кофеин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кофеин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Кофеин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кофеин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Кофеин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кофеин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Кофеин"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Кофеин,Кофеин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Кофеин,catalog_consensus,0,False,,1211b2da33f5aa1a8f23f6a593e7abc9
17516,439,459,КЛАРИТРОМИЦИН-OBL ТАБЛ. П/ПЛЕН/ОБ. 500МГ №7 АЛИУМ | АЛИУМ АО | АЛИУМ АО,drug,Кларитромицин,rx,Кларитромицин,rx,,,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Кларитромицин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кларитромицин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Кларитромицин,rx,универсальный,Кларитромицин,enrichment,0,False,https://aptekamos.ru/tovary/lekarstva/klaritromicin-428/klaritromicin-obl-tabletki-500mg-68016/instrukciya | https://www.vidal.ru/drugs/clarithromycin-obl__22364 | https://health.mail.ru/drug/klaritromitsinobl/ | https://medum.ru/klaritromicin-obl | https://www.rlsnet.ru/drugs/klaritromicin-obl-41864 | https://medum.ru/klaritromicin-obl-tabletki | https://allmed.pro/ru/drugs/klaritromicin | https://health.mail.ru/drug/klaritromitsinobl/ | https://aptekamos.ru/tovary/lekarstva/klaritromicin-428/klaritromicin-obl-tabletki-500mg-68016/instrukciya | https://www.rlsnet.ru/drugs/klaritromicin-obl-41864 | https://docteka.ru/analogs/drug/9094/1 | https://www.rlsnet.ru/drugs/klaritromicin-21505,f8ed29127bfe96618fa105d5cdd5cd5b
17666,439,459,КЕТОПРОФЕН-АКОС ГЕЛЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | СИНТЕЗ | СИНТЕЗ,drug,Кетопрофен,rx,Кетопрофен,otc,,,,,Кетопрофен,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Кетопрофен"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кетопрофен""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Кетопрофен"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Кетопрофен""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Кетопрофен"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Кетопрофен,Кетопрофен,resolved_catalog,consensus,unknown,unknown,False,False,,,unknown,unknown,Кетопрофен,catalog_consensus,0,False,,cb36e181c19ca0aaaa722d318bbe9860
17884,440,459,КАРДИОЛИП ТАБЛ. П/ПЛЕН/ОБ. 10МГ №90 | АЛСИ ФАРМА ЗАО | АЛСИ ФАРМА ЗАО,drug,,,Розувастатин,rx,Розувастатин,rx,,,Розувастатин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Розувастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Розувастатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Розувастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Розувастатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Розувастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Розувастатин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Розувастатин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Розувастатин,Розувастатин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Розувастатин,catalog_consensus,0,False,,9ac415cdcb7f2bcc041ce593f1214d59
