product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,input_explicit_mnn_confidence,identity_gate_status,previous_catalog_mnn,previous_enrichment_mnn,previous_enrichment_status,pass_action,new_enrichment_called,new_enrichment_status,retry_count,new_mnn_enriched,new_rx_otc_enriched,new_age_enriched,final_candidate_mnn,final_mnn_method,needs_human_review,evidence_urls,research_summary,raw_artifact_path,identity_enrichment_run_id
19370,ДЮСПАТАЛИН ТАБЛ. П/О 135МГ №15 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО,Мебеверин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Мебеверин,rx,взрослые,Мебеверин,enrichment,false,https://www.rlsnet.ru/drugs/dyuspatalin-11389 | https://www.vidal.ru/drugs/duspatalin__1486 | https://aptekamos.ru/tovary/lekarstva/mebeverin-6238/dyuspatalin-kapsuly-200mg-22631/instrukciya | https://www.rlsnet.ru/drugs/dyuspatalin-11389 | https://www.vidal.ru/drugs/duspatalin__1486 | https://megapteka.ru/specials/guide_dyuspatalin-instrukciya-po-5640 | https://www.webapteka.ru/drugbase/name13218.html | https://www.vidal.ru/drugs/duspatalin__1486 | https://www.rlsnet.ru/drugs/dyuspatalin-11389 | https://health.mail.ru/drug/dyuspatalin/ | https://yandex.ru/medicine/medicaments/djuspatalin | https://medi.ru/instrukciya/dyuspatalin_19704/,"status=ok | Category=Drug | mnn=мебеверин | RX_OTC=RX | Age=Взрослый | Дюспаталин является лекарственным средством (препаратом), действующее вещество — мебеверин (в виде гидрохлорида). Согласно инструкции, препарат показан взрослым от 18 лет для симптоматического лечения боли, спазмов, дисфункции и дискомфорта в области кишечника, связанных с…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
19875,ДОЛГИТБЛОК ГЕЛЬ Д/НАРУЖ. ПРИМ. 5%+3% ТУБА 20Г | ДОЛОРГИТ ГМБХ И КО.КГ | ДОЛОРГИТ ГМБХ И КО.КГ,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Ибупрофен, Левоментол",otc,взрослые,"Ибупрофен, Левоментол",enrichment,false,https://www.rlsnet.ru/drugs/dolgitblok-89189 | https://www.vidal.ru/drugs/dolgitblok | https://www.lsgeotar.ru/drugs/dolgitblock-ACsy | https://aptekamos.ru/tovary/lekarstva/ibuprofen-levomentol-9616/dolgitblok-gel-5-3-100g-105661/instrukciya | https://www.lsgeotar.ru/drugs/dolgitblock-AF0m | https://www.rlsnet.ru/drugs/dolgitblok-89189 | https://www.vidal.ru/drugs/dolgitblok | https://zdesapteka.ru/instructions/dolgitblok/ | https://aptekamos.ru/tovary/lekarstva/ibuprofen-levomentol-9616/dolgitblok-gel-5-3-100g-105661/instrukciya | https://kliwi.ru/wp-content/uploads/instruktsii/dolgitblock-instruktsiya.pdf | https://grls.rosminzdrav.ru/ | https://www.vidal.ru/drugs/dolgitblok,"status=ok | Category=Drug | mnn=ибупрофен, левоментол | RX_OTC=OTC | Age=Взрослый | Долгитблок — комбинированный препарат, содержащий ибупрофен и левоментол (источник: aptekamos.ru, kliwi.ru). Относится к лекарственным средствам (категория Drug). Согласно инструкции, применяется у взрослых и детей с 14 лет (источник: apteka.ru, vidal.ru). Противопоказан в…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20151,ДИОВЕНГЕС ТАБЛ. П/ПЛЕН/ОБ. 100МГ+900МГ №30 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Гесперидин, Диосмин",otc,взрослые,"Гесперидин, Диосмин",enrichment,false,https://aptekamos.ru/tovary/lekarstva/gesperidin-diosmin-14901/diovenges-tabletki-50mg-450mg-92128/instrukciya | https://www.vidal.ru/drugs/diovenges | https://grls.rosminzdrav.ru/ | https://www.vidal.ru/drugs/diovenges | https://megapteka.ru/specials/guide_diovenges-instrukciya-po-6648 | https://aptekamos.ru/tovary/lekarstva/gesperidin-diosmin-14901/diovenges-tabletki-50mg-450mg-92128/instrukciya | https://www.vidal.ru/drugs/diovenges | https://megapteka.ru/specials/guide_diovenges-instrukciya-po-6648 | https://medi.ru/instrukciya/diovenges_14802/ | https://health.mail.ru/drug/diovenges-1/ | https://aptekamos.ru/tovary/lekarstva/gesperidin-diosmin-14901/diovenges-tabletki-50mg-450mg-92128/instrukciya | https://aptekamos.ru/tovary/lekarstva/gesperidin-diosmin-14901/diovenges-tabletki-100mg-900mg-109435/instrukciya,"status=ok | Category=Drug | mnn=Гесперидин, Диосмин | RX_OTC=OTC | Age=Взрослый | Диовенгес — комбинированное лекарственное средство с ангиопротекторным и венотонизирующим действием, содержащее биофлавоноиды (гесперидин и диосмин). Согласно данным ГРЛС (grls.pharm-portal.ru), МНН — гесперидин + диосмин. Препарат отпускается без рецепта (megapteka.ru).…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20290,ДИКЛОФЕНАК-АКОС Р-Р ДЛЯ В/М ВВЕД. 25МГ/МЛ АМП. 3МЛ №5 | СИНТЕЗ | СИНТЕЗ,Диклофенак,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Диклофенак,rx,взрослые,Диклофенак,enrichment,false,https://www.lsgeotar.ru/drugs/diclofenac-akos-AERk | https://www.rlsnet.ru/drugs/diklofenak-akos-22315 | https://www.lsgeotar.ru/drugs/diklofenak-akos-ADHO | http://drugs.thead.ru/Diklofenak-AKOS | https://www.vidal.ru/drugs/diclofenac-akos | https://www.vidal.ru/drugs/diclofenac-akos-4 | https://medi.ru/instrukciya/diklofenak-akos_19458/ | https://www.rlsnet.ru/drugs/diklofenak-akos-22315 | https://drugs.medelement.com/drug/%D0%B4%D0%B8%D0%BA%D0%BB%D0%BE%D1%84%D0%B5%D0%BD%D0%B0%D0%BA-%D0%B0%D0%BA%D0%BE%D1%81-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/850791641477650934?instruction_lang=RU | https://health.mail.ru/drug/diclofenak_akos/ | https://health.mail.ru/drug/diklofenakakos-1/ | https://medvestnik.ru/ls/a0e4063a-27e8-48d3-a01e-031aa17b849a.html,"status=ok | Category=Drug | mnn=Диклофенак | RX_OTC=RX | Age=Взрослый | Диклофенак-АКОС является лекарственным средством (НПВП) с действующим веществом диклофенак (МНН: Диклофенак). Препарат отпускается по рецепту (в ГРЛС указано ""По рецепту""). Согласно инструкции, раствор для внутримышечного введения применяется у взрослых (разовая доза 75 мг,…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20291,"ДИКЛОФЕНАК-АКОС КАПЛИ ГЛАЗН. 0,1% ФЛ. 5МЛ | СИНТЕЗ | СИНТЕЗ",Диклофенак,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Диклофенак,rx,универсальный,Диклофенак,enrichment,false,https://www.rlsnet.ru/drugs/diklofenak-akos-22315 | https://www.vidal.ru/drugs/diclofenac-akos | https://www.lsgeotar.ru/drugs/diklofenak-akos-ADHO | https://www.rlsnet.ru/drugs/diklofenak-akos-22315 | https://medi.ru/instrukciya/diklofenak-akos_19458/ | https://health.mail.ru/drug/diklofenakakos-4/ | https://www.vidal.ru/drugs/diclofenac-akos | https://apteka.ru/product/diklofenak-akos-5-gel-dlya-naruzhnogo-primeneniya-30-gr-5fad0dc125629200019b7f15/instructions/ | https://aptekamos.ru/tovary/lekarstva/diklofenak-282/diklofenak-akos-gel-5-30g-97429/instrukciya | https://www.vidal.ru/drugs/diclofenac-akos | https://www.rlsnet.ru/drugs/diklofenak-akos-22315 | https://medi.ru/instrukciya/diklofenak-akos_19458/,"status=ok | Category=Drug | mnn=диклофенак | RX_OTC=RX | Age=Универсальный | Диклофенак-АКОС содержит действующее вещество диклофенак, относится к нестероидным противовоспалительным препаратам (НПВП) (источник: lsgeotar.ru). Препарат обладает противовоспалительным, обезболивающим и жаропонижающим действием (источник: rlsnet.ru, medi.ru). В инструкции на…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20364,"ДИБАЗОЛ ТАБЛ. 0,02Г №10 МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ",Бендазол,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Бендазол,rx,универсальный,Бендазол,enrichment,false,https://aptekamos.ru/tovary/lekarstva/bendazol-103/dibazol-tabletki-4mg-1231/instrukciya | https://www.rlsnet.ru/drugs/dibazol-4225 | https://www.rlsnet.ru/drugs/dibazol-4225 | https://www.vidal.ru/drugs/dibazol__21810 | https://www.webapteka.ru/drugbase/name888.html | https://www.vidal.ru/drugs/dibazol__4145 | https://www.vidal.ru/drugs/dibazol__21810 | https://health.mail.ru/drug/dibazol_2/ | https://www.rlsnet.ru/drugs/dibazol-4225 | https://megapteka.ru/specials/guide_dibazol-instrukciya-po-2413 | https://medvisor.ru/medicine/drug/dibazol_33021/ | https://medi.ru/instrukciya/dibazol_19404/,"status=ok | Category=Drug | mnn=Бендазол | RX_OTC=RX | Age=Универсальный | Дибазол является лекарственным средством (препаратом), его МНН — Бендазол (источник: pharmcontrol.ru, grls.pharm-portal.ru). Препарат относится к спазмолитикам миотропного действия, оказывает сосудорасширяющее и гипотензивное действие (источник: aptekamos.ru, rlsnet.ru).…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20437,ДЖОЗАФЕН ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Джозамицин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,ДЖОЗАМИЦИН,rx,универсальный,ДЖОЗАМИЦИН,enrichment,false,https://pharmproduct.ru/drugs/dzozafen | https://medi.ru/instrukciya/dzhozafen_28605/ | https://www.vidal.ru/drugs/dzhozafen | https://www.vidal.ru/drugs/dzhozafen | https://medi.ru/instrukciya/dzhozafen_28605/ | https://www.eapteka.ru/goods/drugs/antibacterial/antibiotic/dzhozafen/ | https://kiberis.ru/?p=29433&lang=ru | https://www.rlsnet.ru/drugs/dzozafen-90827 | https://health.mail.ru/drug/dzhozafen/ | https://zdravmedinform.ru/grls/reg-lp-007138-rg-ru.html | https://pharmstd.ru/index.php?page=11&lid=312 | https://minzdrav.gov.ru/opendata/7707778246-grls/visual,"status=ok | Category=Drug | mnn=ДЖОЗАМИЦИН | RX_OTC=RX | Age=Универсальный | Джозафен — лекарственный препарат, антибиотик группы макролидов, действующее вещество — джозамицин (МНН). Согласно инструкции, препарат применяется для лечения инфекций, вызванных чувствительными бактериями. В официальных источниках (ГРЛС, medi.ru, vidal.ru) указано, что…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20469,ДЕТРАЛЕКС ТАБЛ. П/ПЛЕН/ОБ. 1000МГ №60 | СЕРВЬЕ РУС ООО | СЕРВЬЕ РУС ООО,диосмин+гесперидин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Диосмин, Гесперидин",otc,взрослые,"Диосмин, Гесперидин",enrichment,false,https://aptekamos.ru/tovary/lekarstva/ochishhennaya-mikronizirovannaya-flavonoidnaya-frakciya-diosmin-flavonoidy-v-pereschete-na-gesperidin-1520/detraleks-tabletki-1000mg-83747/instrukciya | https://www.rlsnet.ru/drugs/detraleks-1145 | https://www.vidal.ru/drugs/detralex__45311 | https://pharmproduct.ru/drugs/detraleks/instruction | https://allmed.pro/ru/drugs/detraleks | https://www.rlsnet.ru/drugs/detraleks-1145 | https://www.vidal.ru/drugs/detralex__45311 | https://aptekamos.ru/tovary/lekarstva/ochishhennaya-mikronizirovannaya-flavonoidnaya-frakciya-diosmin-flavonoidy-v-pereschete-na-gesperidin-1520/detraleks-tabletki-1000mg-83747/instrukciya | https://www.vidal.ru/drugs/detralex__45311 | https://health.mail.ru/drug/detraleks-2/ | https://medi.ru/instrukciya/detraleks_7929/ | https://detralex.ru/media/documents/Detralex_18.pdf,"status=ok | Category=Drug | mnn=диосмин, гесперидин | RX_OTC=OTC | Age=Взрослый | Детралекс — лекарственный препарат, применяемый у взрослых для терапии симптомов хронических заболеваний вен (устранения и облегчения симптомов), таких как боль, судороги нижних конечностей, ощущение тяжести и распирания в ногах, «усталость» ног (aptekamos.ru). Препарат…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20518,ДЕПАКИН ХРОНОСФЕРА ГРАН. ПРОЛОНГ. 100МГ ПАК. №30 | САНОФИ ВИНТРОП ИНДУСТРИЯ | САНОФИ ВИНТРОП ИНДУСТРИЯ,Вальпроевая кислота,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Вальпроат Натрия, Вальпроевая Кислота",rx,универсальный,"Вальпроат Натрия, Вальпроевая Кислота",enrichment,false,https://www.vidal.ru/drugs/depakine_chronosphere__18375 | https://www.rlsnet.ru/drugs/depakin-xronosfera-35415 | https://aptekamos.ru/tovary/lekarstva/valproevaya-kislota-157/depakin-xronosfera-granuly-1000mg-49657/instrukciya | https://allmed.pro/ru/drugs/depakin-hronosfera | https://www.vidal.ru/drugs/depakine_chronosphere__18375 | https://www.rlsnet.ru/drugs/depakin-xronosfera-35415 | https://medum.ru/depakin-khronosfera | https://aptekamos.ru/tovary/lekarstva/valproevaya-kislota-157/depakin-xronosfera-granuly-1000mg-49657/instrukciya | http://drugs.thead.ru/Depakin_Hronosfera | https://www.vidal.ru/drugs/depakine_chronosphere__18375 | https://drugs.medelement.com/drug/%D0%B4%D0%B5%D0%BF%D0%B0%D0%BA%D0%B8%D0%BD-%D1%85%D1%80%D0%BE%D0%BD%D0%BE%D1%81%D1%84%D0%B5%D1%80%D0%B0-500%D0%BC%D0%B3-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/326068341477650957?instruction_lang=RU | https://zdesapteka.ru/instructions/depakin-khronosfera/,"status=ok | Category=Drug | mnn=вальпроат натрия, вальпроевая кислота | RX_OTC=RX | Age=Универсальный | Депакин Хроносфера — противоэпилептический препарат, действующими веществами которого являются вальпроат натрия и вальпроевая кислота (источник: aptekamos.ru). Препарат применяется при различных типах эпилепсии (vidal.ru). Дозировки указаны для детей, подростков и взрослых, что…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20628,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,Дексаметазон + Гентамицин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Дексаметазон, Гентамицин",rx,взрослые,"Дексаметазон, Гентамицин",enrichment,false,https://www.rlsnet.ru/drugs/deksa-gentamicin-7386 | https://www.lsgeotar.ru/drugs/dexa-gentamicin-AEMB | https://health.mail.ru/drug/dexa_gentamicin/ | https://megapteka.ru/specials/guide_deksa-gentamicin-instrukciya-po-2906 | https://allmed.pro/ru/drugs/deksa-gentamicin | https://www.rlsnet.ru/drugs/deksa-gentamicin-7386 | https://yandex.ru/medicine/medicaments/deksa-gentamitsin | https://www.vidal.ru/drugs/dexa-gentamicin__1842 | https://megapteka.ru/specials/guide_deksa-gentamicin-instrukciya-po-2906 | https://drugs.medelement.com/drug/%D0%B4%D0%B5%D0%BA%D1%81%D0%B0-%D0%B3%D0%B5%D0%BD%D1%82%D0%B0%D0%BC%D0%B8%D1%86%D0%B8%D0%BD-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/162840091477650959?instruction_lang=RU | https://medi.ru/instrukciya/deksa-gentamitsin_19297/ | https://medi.ru/instrukciya/deksa-gentamitsin_19297/,"status=ok | Category=Drug | mnn=дексаметазон, гентамицин | RX_OTC=RX | Age=Взрослый | Декса-Гентамицин — комбинированное лекарственное средство для местного применения в офтальмологии, содержащее дексаметазон (глюкокортикостероид) и гентамицин (антибиотик из группы аминогликозидов). Препарат оказывает противовоспалительное, противоаллергическое и…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20726,ДАБИКСОМ КАПС. 150МГ №60 | КРКА-РУС ООО | КРКА-РУС ООО,дабигатрана этексилат,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Дабигатрана Этексилат,rx,взрослые,Дабигатрана Этексилат,enrichment,false,https://www.vidal.ru/drugs/dabiksom | https://megapteka.ru/specials/guide_dabiksom-instrukciya-po-5872 | https://aptekamos.ru/tovary/lekarstva/dabigatrana-eteksilat-11184/dabiksom-kapsuly-150mg-106649/instrukciya | https://www.rlsnet.ru/drugs/dabiksom-88372 | https://medi.ru/instrukciya/dabiksom-110_27202/ | https://www.vidal.ru/drugs/dabiksom | https://allmed.pro/ru/drugs/dabiksom | https://megapteka.ru/specials/guide_dabiksom-instrukciya-po-5872 | https://medi.ru/instrukciya/dabiksom_27195/ | https://medvestnik.ru/ls/a0e40608-c45e-47e5-8e9e-2981c59e325d.html | https://www.vidal.ru/drugs/dabiksom | https://medi.ru/instrukciya/dabiksom_27195/,status=ok | Category=Drug | mnn=дабигатрана этексилат | RX_OTC=RX | Age=Взрослый | Препарат Дабиксом содержит действующее вещество дабигатрана этексилат и относится к антитромботическим средствам (источник: medi.ru). Зарегистрирован в ГРЛС и входит в Перечень ЖНВЛП (megapteka.ru). Показания включают профилактику инсульта и системных тромбоэмболий у взрослых…,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20781,ГРОПРИНОСИН ТАБЛ. 500МГ №30 | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО,Инозин пранобекс,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Инозин пранобекс,rx,универсальный,Инозин пранобекс,enrichment,false,https://aptekamos.ru/tovary/lekarstva/inozin-pranobeks-355/groprinosin-tabletki-500mg-3628/instrukciya | https://www.vidal.ru/drugs/groprinosin | https://megapteka.ru/specials/guide_groprinosin-instrukciya-po-1351 | https://drugs.medelement.com/drug/%D0%B3%D1%80%D0%BE%D0%BF%D1%80%D0%B8%D0%BD%D0%BE%D1%81%D0%B8%D0%BD-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/357764761477650935?instruction_lang=RU | https://www.asna.ru/product/groprinosin/instruction/ | https://pharmproduct.ru/drugs/groprinosin | https://allmed.pro/ru/drugs/groprinosin | https://www.vidal.ru/drugs/groprinosin | https://megapteka.ru/specials/guide_groprinosin-instrukciya-po-1351 | https://grls.rosminzdrav.ru/ | https://www.asna.ru/product/groprinosin/instruction/ | https://aptekamos.ru/tovary/lekarstva/inozin-pranobeks-355/groprinosin-tabletki-500mg-3628/instrukciya,"status=ok | Category=Drug | mnn=Инозин пранобекс | RX_OTC=RX | Age=Универсальный | Гроприносин — лекарственное средство, зарегистрированное в ГРЛС, с действующим веществом инозин пранобекс (МНН). Препарат применяется у взрослых и детей от 3 лет при гриппе и ОРВИ. Отпускается по рецепту (в одном из источников указано, что сироп отпускается без рецепта, но для…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20890,ГОПАНТОМИД ТАБЛ. 250МГ №50 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО,Гопантеновая кислота,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Гопантеновая кислота,rx,универсальный,Гопантеновая кислота,enrichment,false,https://www.lsgeotar.ru/drugs/gopantomid-AARs | https://www.vidal.ru/drugs/gopantenova-acid | https://www.lsgeotar.ru/drugs/gopantomid-AAaF | https://grls.rosminzdrav.ru/ | https://idoclab.ru/pharmacy/gopantomid | https://www.vidal.ru/drugs/gopantenova-acid | https://www.vidal.ru/drugs/gopantenova-acid | https://www.webapteka.ru/drugbase/name72250.html | https://medi.ru/instrukciya/gopantomid_16600/ | https://idoclab.ru/pharmacy/gopantomid | https://medum.ru/gopantomid | https://www.vidal.by/poisk_preparatov/gopantomid.html,"status=ok | Category=Drug | mnn=Гопантеновая кислота | RX_OTC=RX | Age=Универсальный | Гопантомид является лекарственным средством (препаратом), его МНН — гопантеновая кислота (источники: zdavmedinform.ru, pharmcontrol.ru). Препарат обладает ноотропным и противосудорожным действием (lsgeotar.ru, vidal.ru). Согласно инструкции, применяется внутрь, разовая доза для…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20982,"ГЛЮКОВАНС ТАБЛ. П/ПЛЕН/ОБ. 2,5МГ+500МГ №30 | МЕРК САНТЭ С.А.С. | МЕРК САНТЭ С.А.С.",Метформин+Глибенкламид,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Глибенкламид, Метформин",rx,взрослые,"Глибенкламид, Метформин",enrichment,false,https://medi.ru/instrukciya/glyukovans_7800/ | https://www.vidal.ru/drugs/glucovance__6790 | https://www.rlsnet.ru/drugs/glyukovans-21906 | https://listel.ru/%D0%93%D0%9B%D0%AE%D0%9A%D0%9E%D0%92%D0%90%D0%9D%D0%A1_%D1%82%D0%B0%D0%B1%D0%BB%D0%B5%D1%82%D0%BA%D0%B8 | https://health.mail.ru/drug/glyukovans/ | https://www.vidal.ru/drugs/glucovance__6790 | https://medi.ru/instrukciya/glyukovans_7800/ | https://medum.ru/glyukovans | https://medlib.net/gljukovans.html | https://www.rlsnet.ru/drugs/glyukovans-21906 | https://drugs.medelement.com/drug/%D0%B3%D0%BB%3F%D0%BA%D0%BE%D0%B2%D0%B0%D0%BD%D1%81/465933141477650972?instruction_lang=RU | https://www.merckgroup.com/ru-ru/brands/information/Glucovance_PIL.pdf,"status=ok | Category=Drug | mnn=Глибенкламид, Метформин | RX_OTC=RX | Age=Взрослый | Глюкованс является комбинированным лекарственным препаратом, содержащим метформин и глибенкламид (источник: medi.ru, rlsnet.ru). Согласно официальной инструкции, препарат противопоказан детям и подросткам до 18 лет (источник: PDF на merckgroup.com). Препарат отпускается по…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
21387,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,,,none,unresolved_catalog,,,ok,new_enrichment,true,ok,0,,unknown,универсальный,,unresolved_final,true,https://aptekamos.ru/tovary/bad/gepavizim-16183/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly-massoyo-495mg-105791/instrukciya | https://www.lsgeotar.ru/supplements/AD0V | https://www.lsgeotar.ru/supplements/AD0V | https://aptekamos.ru/tovary/bad/gepavizim-16183/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly-massoyo-495mg-105791/instrukciya | https://medum.ru/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly | https://www.lsgeotar.ru/gepavizim-fosfolipidi-ornitin-kurkumin-27351.html | https://aptekamos.ru/tovary/bad/gepavizim-16183/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly-massoyo-495mg-105791/instrukciya | https://www.lsgeotar.ru/supplements/AD0V | https://tabletka.efim360.ru/bad/gepavizim-fosfolipidy'-'plus'-l_'def'ornitin-'plus'-kurkumin | https://www.rigla.ru/product/gepavizim-fosfolipidyl-orinitinkurkumin-kaps-495mg-no30-448657 | https://medum.ru/gepavizim-fosfolipidy-l-ornitin-kurkumin-kapsuly | https://www.budzdorov.ru/product/gepavizim-fosfolipidyl-orinitinkurkumin-kaps-495mg-no30-448657,"status=ok | Category=BAS | RX_OTC=not applicable | Age=Универсальный | Гепавизим Фосфолипиды+L-орнитин+Куркумин является биологически активной добавкой к пище (БАД), источником L-орнитина, куркумина и глицирризиновой кислоты (источники: aptekamos.ru, lsgeotar.ru). Информация о МНН отсутствует, так как это БАД. Отпускается без рецепта, так как не…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
22406,ВИЛДАГЛИПТИН-ВЕРТЕКС ТАБЛ. 50МГ №56 | ВЕРТЕКС АО | ВЕРТЕКС АО,Вилдаглиптин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Вилдаглиптин,rx,взрослые,Вилдаглиптин,enrichment,false,https://www.vidal.ru/drugs/vildagliptin-verteks | https://aptekamos.ru/tovary/lekarstva/vildagliptin-10840/vildagliptin-verteks-tabletki-50mg-115986/instrukciya | https://www.lsgeotar.ru/drugs/vildagliptin-vertex-AFQg | https://www.vidal.ru/drugs/vildagliptin | https://www.vidal.ru/drugs/vildagliptin-verteks | https://health.mail.ru/drug/vildagliptinverteks/ | https://aptekamos.ru/tovary/lekarstva/vildagliptin-10840/vildagliptin-verteks-tabletki-50mg-115986/instrukciya | https://apteka.ru/product/vildagliptin-verteks-50-mg-28-sht-tabletki-668e3f114561bed9d48f0ecc/instructions/ | https://www.vidal.ru/drugs/vildagliptin | https://www.rlsnet.ru/drugs/vildagliptin-verteks-89859 | https://www.vidal.ru/drugs/vildagliptin-verteks | https://aptekamos.ru/tovary/lekarstva/vildagliptin-10840/vildagliptin-verteks-tabletki-50mg-115986/instrukciya,"status=ok | Category=Drug | mnn=Вилдаглиптин | RX_OTC=RX | Age=Взрослый | Вилдаглиптин-Вертекс является лекарственным препаратом, действующим веществом которого является вилдаглиптин. Он применяется для лечения сахарного диабета 2 типа у взрослых пациентов в сочетании с диетотерапией и физическими упражнениями (источник: aptekamos.ru). Препарат…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
22468,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.",Дроспиренон + Этинилэстрадиол,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,"Дроспиренон, Этинилэстрадиол",rx,взрослые,"Дроспиренон, Этинилэстрадиол",enrichment,false,https://www.vidal.ru/drugs/vidora_micro__44246 | https://www.lsgeotar.ru/drugs/vidora-micro-AE-x | https://www.rlsnet.ru/drugs/vidora-mikro-66556 | https://www.vidal.ru/drugs/vidora_micro__44246 | https://www.rlsnet.ru/drugs/vidora-mikro-66556 | https://www.webapteka.ru/drugbase/name50522.html | https://medi.ru/instrukciya/vidora-micro_14737/ | https://www.pharmcontrol.ru/registry/drugs/14165/ | https://grls.pharm-portal.ru/grls/a1e01aed-0194-42e5-b6bb-7f8851ffbd9f | https://zdravmedinform.ru/grls/reg-lp-015153-rg-ru.html | https://grls.pharm-portal.ru/grls/041d8195-faca-4aaa-9b83-9109890de50d | https://zdravmedinform.ru/grls/reg-lp-002881.html,"status=ok | Category=Drug | mnn=Дроспиренон, Этинилэстрадиол | RX_OTC=RX | Age=Взрослый | Препарат Видора микро является лекарственным средством, зарегистрированным в ГРЛС (например, ЛП-002881 и ЛП-№ (015153)-(РГ-RU)). Согласно данным из ГРЛС, его МНН — дроспиренон + этинилэстрадиол (источник: https://grls.pharm-portal.ru/grls/a1e01aed-0194-42e5-b6bb-7f8851ffbd9f).…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
