product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,input_explicit_mnn_confidence,identity_gate_status,previous_catalog_mnn,previous_enrichment_mnn,previous_enrichment_status,pass_action,new_enrichment_called,new_enrichment_status,retry_count,new_mnn_enriched,new_rx_otc_enriched,new_age_enriched,final_candidate_mnn,final_mnn_method,needs_human_review,evidence_urls,research_summary,raw_artifact_path,identity_enrichment_run_id
88,ГЕСПЕРИДИН+ДИОСМИН 100мг+900мг N30 таб. покрытые пленочной оболочкой Алиум АО | Алиум АО | Алиум АО | N30,Диосмин+Гесперидин,Гесперидин,low,unresolved_catalog,,,,new_enrichment,true,ok,0,"Гесперидин, Диосмин",otc,универсальный,"Гесперидин, Диосмин",enrichment,false,https://www.rlsnet.ru/active-substance/gesperidin-diosmin-518 | https://megapteka.ru/specials/guide_gesperidin-diosmin-instrukciya-po-4379 | https://medi.ru/instrukciya/diosmin-gesperidin-verteks_19523/ | https://aptekamos.ru/tovary/lekarstva/gesperidin-diosmin-14901/diosperidin-tabletki-50mg-450mg-106298/instrukciya | https://www.vidal.ru/drugs/molecule/496 | https://megapteka.ru/specials/guide_angiorus-instrukciya-po-2691 | https://megapteka.ru/specials/guide_venozol-instrukciya-po-7166 | https://megapteka.ru/specials/guide_flebaven-instrukciya-po-6020 | https://velpharm.group/catalog/dioridinvel/ | https://zdravcity.ru/p_gesperedin-diosmin-tabletki-p-o-plen-100mg-900mg-30sht-0184812.html | https://medum.ru/gesperidin-diosmin-mnn | https://zdravcity.ru/p_diosmin-gesperidin-verteks-tab-p-o-pljon-500mg-n30-0119927.html,"status=ok | Category=Drug | mnn=Гесперидин, Диосмин | RX_OTC=OTC | Age=Универсальный | Препарат Гесперидин+Диосмин является лекарственным средством (ангиопротекторным и венотонизирующим). Действующие вещества: гесперидин и диосмин (МНН). Согласно данным с сайта ЗдравСити, препарат отпускается без рецепта. Инструкция по применению доступна на официальных ресурсах,…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
92,ДИНАМИКО ЛОНГ 20мг N8 таб. покрытые пленочной оболочкой Тева Фармацевтические Предприятия Лтд | Тева Фармацевтические Предприятия Лтд. | Тева Фармацевтические Предприятия Лтд. | N8,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Тадалафил,rx,взрослые,Тадалафил,enrichment,false,https://aptekamos.ru/tovary/lekarstva/tadalafil-7766/dinamiko-long-tabletki-20mg-89269/instrukciya | https://www.rlsnet.ru/active-substance/metformin-sitagliptin-2989 | https://megapteka.ru/specials/guide_dinamiko-instrukciya-po-4024 | https://www.vidal.ru/drugs/dinamiko-long-3 | https://www.rlsnet.ru/drugs/dinamiko-40732 | https://tabletka.ru/selection/dinamiko/instruction/ | https://megapteka.ru/specials/guide_dinamiko-instrukciya-po-4024 | https://zdravcity.ru/p_dinamiko-long-tabletki-p-o-plen-20mg-8sht-0185640.html | https://zdravcity.ru/p_dinamiko-tab-p-o-100mg-n4-0015084.html | https://farmamedspb.ru/company/news/ | https://cyberleninka.ru/article/n/issledovanie-assortimenta-analgeziruyuschih-narkoticheskih-lekarstvennyh-sredstv-na-regionalnom-urovne | https://medpoint.pro/article/khronicheskii-mieloidnii-leikoz-1681,"status=ok | Category=Drug | mnn=Тадалафил | RX_OTC=RX | Age=Взрослый | Динамико Лонг — лекарственный препарат, содержащий действующее вещество тадалафил (МНН). Применяется для лечения эректильной дисфункции у взрослых мужчин, в том числе при симптомах нижних мочевых путей на фоне доброкачественной гиперплазии предстательной железы. Противопоказан…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
249,ОСТЕОМЕД таб. N60 Парафарм | Парафарм ООО | Парафарм ООО | N60,,,none,unresolved_catalog,,,ok,new_enrichment,true,ok,0,,unknown,взрослые,,unresolved_final,true,https://megapteka.ru/specials/guide_osteomed-forte-instrukciya-1263 | https://www.vidal.ru/drugs/osteomed | https://www.eapteka.ru/goods/vitaminy_i_bad/biologicheski_aktivnye_dobavki/bad_vitaminsoderzhashchie_mineraly/vitaminno_mineralnye_kompleksy/osteomed/ | https://grls.rosminzdrav.ru/ | https://www.lsgeotar.ru/supplements/osteomed-AEmL | https://www.vidal.ru/drugs/osteomed | https://www.vidal.ru/drugs/osteomed-forte | https://health.mail.ru/drug/osteomed_forte/ | https://www.rlsnet.ru/baa/osteomed-40701 | https://belayaapteka.ru/catalog/bad/osteomed/ | https://tkachevmoscow.ru/articles/pomogaet-li-voltaren-ot-boli-v-spine-i-shee | https://narcorehab.com/articles/piralgin/,"status=ok | Category=BAS | RX_OTC=not applicable | Age=Взрослый | Остеомед является биологически активной добавкой к пище (БАД), а не лекарственным средством. Согласно инструкции на сайте Видаль, он является дополнительным источником кальция и витамина В6, содержит деценовые кислоты. Рекомендуется взрослым по 2 таблетки 3 раза в сутки или по…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
456,"ЭТОРИАКС ТАБЛ. П/ПЛЕН/ОБ. 60МГ №14 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",Эторикоксиб,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Эторикоксиб,rx,взрослые,Эторикоксиб,enrichment,false,https://www.rlsnet.ru/active-substance/etorikoksib-2890 | https://aptekamos.ru/tovary/lekarstva/etorikoksib-10880/etoriaks-tabletki-60mg-96614/instrukciya | https://www.vidal.ru/drugs/molecule/1912 | https://megapteka.ru/specials/guide_etorikoksib-instrukciya-po-5616 | https://www.rlsnet.ru/drugs/etoriaks-81478 | https://www.vidal.ru/drugs/etoriax-1 | https://apteka.103.by/etoriaks-instruktsiya/ | https://megapteka.ru/specials/guide_etoriaks-instrukciya-po-2661 | https://health.mail.ru/drug/etoriaks/ | https://aptekamos.ru/tovary/lekarstva/etorikoksib-10880/etoriaks-tabletki-60mg-96614/instrukciya | https://volgograd.budzdorov.ru/forms/etoriaks | https://zdravcity.ru/p_jetoriaks-tab-p-o-plen-60mg-n14-0098279.html,"status=ok | Category=Drug | mnn=Эторикоксиб | RX_OTC=RX | Age=Взрослый | Препарат Эториакс содержит действующее вещество эторикоксиб (МНН), которое относится к нестероидным противовоспалительным препаратам (НПВС) из группы коксибов. Согласно инструкции, он применяется для симптоматической терапии остеоартроза, ревматоидного артрита, анкилозирующего…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
486,ЭСЦИТАЛОПРАМ КАНОН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №28 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Эсциталопрам,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Эсциталопрам,rx,универсальный,Эсциталопрам,enrichment,false,https://www.rlsnet.ru/drugs/escitalopram-66941 | https://aptekamos.ru/tovary/lekarstva/escitalopram-8473/escitalopram-kanon-tabletki-20mg-91410/instrukciya | https://www.rlsnet.ru/drugs/eliceya-39239 | https://www.rlsnet.ru/drugs/cipraleks-24934 | https://aptekamos.ru/tovary/lekarstva/escitalopram-8473/escitalopram-kanon-tabletki-20mg-91410/instrukciya | https://www.rlsnet.ru/active-substance/escitalopram-2668 | https://www.rlsnet.ru/drugs/escitalopram-66941 | https://www.asna.ru/product/estsitalopram/instruction/ | https://zdravcity.ru/p_jescitalopram-kanon-tabletki-pokrytye-plenochnoj-obolochkoj-10mg-56sht-0269000.html | https://zdravcity.ru/p_jescitalopram-kanon-tab-p-o-plen-10mg-n28-0089809.html | https://zdravcity.ru/p_jescitalopram-kanon-tab-p-o-plen-20mg-n28-0089808.html | https://t-j.ru/list/psychiatric-drugs-russia/,"status=ok | Category=Drug | mnn=Эсциталопрам | RX_OTC=RX | Age=Универсальный | Эсциталопрам Канон является лекарственным средством (антидепрессантом, СИОЗС). Действующее вещество (МНН) — эсциталопрам (источник: Здравсити, РЛС). Препарат применяется при депрессии, панических расстройствах и других показаниях (Здравсити). Инструкция указывает, что для…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
844,ЭЛЬКАР Р-Р Д/ПРИЕМА ВНУТРЬ 300МГ/МЛ ФЛ. 25МЛ | ///ПИК-ФАРМА ЛЕК | ///ПИК-ФАРМА ЛЕК,Левокарнитин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Левокарнитин,otc,универсальный,Левокарнитин,enrichment,false,https://www.vidal.ru/drugs/elcar__25460 | https://www.rlsnet.ru/drugs/elkar-15200 | https://aptekamos.ru/tovary/lekarstva/levokarnitin-475/elkar-rastvor-dlya-inekciyo-100mg-ml-5ml-49499/instrukciya | https://megapteka.ru/specials/guide_elkar-instrukciya-po-5612 | https://medi.ru/instrukciya/elkar-vv-vm-100_12148/ | https://megapteka.ru/specials/guide_levokarnitin-instrukciya-po-2858 | https://www.asna.ru/product/elkar/instruction/ | https://www.vidal.ru/drugs/elcar | https://megapteka.ru/specials/guide_elkar-instrukciya-po-5612 | https://www.rlsnet.ru/drugs/elkar-15200 | https://spb.asna.ru/cards/elkar_30_100ml_r-r_pik-farma.html | https://medvestnik.ru/ls/a0e407c1-48e5-49e1-b164-1ba432eafceb.html,"status=ok | Category=Drug | mnn=Левокарнитин | RX_OTC=OTC | Age=Универсальный | Элькар — лекарственный препарат, действующее вещество — левокарнитин (L-карнитин). Согласно инструкции, он показан к применению у взрослых и детей от 0 лет в составе комплексной терапии (источник: asna.ru, spb.asna.ru). В некоторых источниках указано, что препарат применяется у…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
884,"ЭЛИЦЕЯ КУ-ТАБ ТАБЛ. ДИСПЕРГ. В ПОЛОСТИ РТА 10МГ №56 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Эсциталопрам,rx,взрослые,Эсциталопрам,enrichment,false,https://www.rlsnet.ru/drugs/eliceya-ku-tab-74532 | https://www.rlsnet.ru/drugs/eliceya-39239 | https://aptekamos.ru/tovary/lekarstva/escitalopram-8473/escitalopram-tabletki-10mg-82935/instrukciya | https://www.rlsnet.ru/drugs/escitalopram-66941 | https://www.krka.ru/_assets/Elicea-Qtab_CU_UG_LoD1_PIL_final-version-for-Stage-III_14.12.2022.pdf | https://www.vidal.ru/drugs/elicea-q-tab-1 | https://health.mail.ru/drug/elitseya-kutab/ | https://drugs.medelement.com/drug/%D1%8D%D0%BB%D0%B8%D1%86%D0%B5%D1%8F-%D0%BA%D1%83-%D1%82%D0%B0%D0%B1-5%D0%BC%D0%B3-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/452066081477650937?instruction_lang=RU | https://medum.ru/ehliceya-ku-tab | https://www.lsgeotar.ru/ka/elitseya-ku-tab-48204.html | https://medum.ru/tabletki-ehliceya-ku-tab | https://krkapro.ru/medicaments/311/,"status=ok | Category=Drug | mnn=Эсциталопрам | RX_OTC=RX | Age=Взрослый | Элицея Ку-таб — лекарственный препарат, действующее вещество эсциталопрам (МНН). Согласно инструкции, препарат противопоказан детям и подросткам до 18 лет (источник: krkapro.ru). Отпускается по рецепту (источник: health.mail.ru). Инструкция по применению доступна на rlsnet.ru и…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
1053,"ЭКЗОРОЛФИНЛАК ЛАК Д/НОГТЕЙ 5% ФЛ. 2,5МЛ | ПАУЛЬ В. БЕЙФЕРС ГМБХ | ПАУЛЬ В. БЕЙФЕРС ГМБХ",Циклопирокс,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Аморолфин,rx,взрослые,Аморолфин,enrichment,false,https://www.lsgeotar.ru/drugs/exorolfinlak-AAGS | https://drugs.medelement.com/drug/%D1%8D%D0%BA%D0%B7%D0%BE%D1%80%D0%BE%D0%BB%D1%84%D0%B8%D0%BD%D0%BB%D0%B0%D0%BA-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/520665881602584216?instruction_lang=RU | https://health.mail.ru/drug/ekzorolfinlak-2/ | https://grls.rosminzdrav.ru/ | https://health.mail.ru/drug/ekzorolfinlak-2/ | https://medi.ru/instrukciya/ekzorolfinlak_13521/ | https://drugs.medelement.com/drug/%D1%8D%D0%BA%D0%B7%D0%BE%D1%80%D0%BE%D0%BB%D1%84%D0%B8%D0%BD%D0%BB%D0%B0%D0%BA-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/520665881602584216?instruction_lang=RU | https://www.webapteka.ru/drugbase/name62613.html | https://www.rlsnet.ru/drugs/ekzorolfinlak-79112 | https://www.neboleem.net/jekzorolfinlak.php | https://prg.kz/Document/?doc_id=35682609 | https://kiberis.ru/?p=26977,"status=ok | Category=Drug | mnn=Аморолфин | RX_OTC=RX | Age=Взрослый | Экзоролфинлак — лекарственный препарат, действующее вещество аморолфин (МНН). Применяется для лечения грибкового поражения ногтей (онихомикоза) у взрослых. Отпускается по рецепту. Инструкция по применению доступна на сайтах drugs.medelement.com, medi.ru, rlsnet.ru и других.",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
1765,ЦИПРОТЕРОН-ТЕВА ТАБЛ. 50МГ №50 | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О. | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Ципротерон,rx,универсальный,Ципротерон,enrichment,false,https://medi.ru/instrukciya/tsiproteron-teva_381/ | https://www.lsgeotar.ru/drugs/cyproterone-teva-AB0h | https://aptekamos.ru/tovary/lekarstva/ciproteron-1104/ciproteron-teva-tabletki-50mg-26637/instrukciya | https://www.vidal.ru/drugs/cyproterone-teva__6350 | https://www.lsgeotar.ru/drugs/cyproterone-teva-ACdc | https://health.mail.ru/drug/tsiproteronteva/ | https://medi.ru/instrukciya/tsiproteron-teva_381/ | https://www.vidal.ru/drugs/cyproterone-teva__6350 | https://health.mail.ru/drug/tsiproteronteva/ | https://aptekamos.ru/tovary/lekarstva/ciproteron-1104/ciproteron-teva-tabletki-50mg-26637/instrukciya | https://www.rlsnet.ru/drugs/ciproteron-teva-21548 | https://www.webapteka.ru/drugbase/name15462.html,"status=ok | Category=Drug | mnn=Ципротерон | RX_OTC=RX | Age=Универсальный | Ципротерон-Тева — лекарственный препарат, содержащий действующее вещество ципротерон (МНН). Согласно инструкции, он применяется для лечения рака предстательной железы у мужчин и симптомов андрогенизации у женщин (например, тяжелый гирсутизм, акне). Препарат отпускается по…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
2023,ЦЕЛЕКОКСИБ-ТЕВА КАПС. 200МГ №30 | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Целекоксиб,rx,универсальный,Целекоксиб,enrichment,false,https://aptekamos.ru/tovary/lekarstva/celekoksib-5352/celekoksib-teva-kapsuly-200mg-110832/instrukciya | https://www.rlsnet.ru/active-substance/celekoksib-2360 | https://megapteka.ru/specials/guide_celekoksib-instrukciya-po-6725 | https://www.rlsnet.ru/active-substance/etorikoksib-2890 | https://megapteka.ru/specials/guide_celeksib-instrukciya-po-6802 | https://www.rlsnet.ru/active-substance/celekoksib-2360 | https://www.vidal.ru/drugs/celecoxib-4 | https://zdravcity.ru/p_celekoksib-teva-kapsuly-200mg-30sht-0210302.html | https://recipe.ru/news/medpharm/minzdrav-rf-otmenil-registratsiyu-71-lekarstvennogo-sredstva/ | https://dsm.ru/upload/medialibrary/164/61vbxn9ib5bkrf0xyedyjx81a772rpca/DSM-Annual_report_2025_RU.pdf | https://zdravcity.ru/p_celekoksib-teva-kapsuly-200mg-30sht-0210302.html | https://dsm.ru/upload/medialibrary/164/61vbxn9ib5bkrf0xyedyjx81a772rpca/DSM-Annual_report_2025_RU.pdf,"status=ok | Category=Drug | mnn=Целекоксиб | RX_OTC=RX | Age=Универсальный | Целекоксиб-Тева является лекарственным средством (препаратом), действующим веществом которого является целекоксиб (МНН). Согласно инструкции, препарат применяется при остеоартрите, ревматоидном артрите, ювенильном ревматоидном артрите у пациентов от 2 лет и старше,…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
2348,ХИЛАК ФОРТЕ КАПЛИ Д/ПРИЕМА ВНУТРЬ ВИШНЯ ФЛ. 100МЛ | МЕРКЛЕ ГМБХ | МЕРКЛЕ ГМБХ,,,none,unresolved_catalog,,,ok_partial,new_enrichment,true,ok,0,Метаболиты бактерий,otc,универсальный,Метаболиты бактерий,enrichment,false,https://www.rlsnet.ru/drugs/xilak-forte-3312 | https://megapteka.ru/specials/guide_hilak-forte-instrukciya-5798 | https://www.vidal.ru/drugs/hylak-forte-2 | https://uteka.ru/articles/lekarstvennye-preparaty/khilak-forte/ | https://www.asna.ru/product/khilak_forte/instruction/ | https://tabletka.ru/selection/khilak-forte/instruction/ | https://megapteka.ru/specials/guide_hilak-forte-instrukciya-5798 | https://zdravcity.ru/p_hilak-forte-kapli-mikroflory-kishechnika-30ml-0011941/r_ulanude/ | https://minicen.ru/tovar/26183 | https://ozerki.ru/catalog/product/khilak-forte-kapli-d-priema-vnutr-fl-30ml/ | https://zdravcity.ru/p_hilak-forte-kapli-dlja-mikroflory-kishechnika-vishnja-100ml-0093623.html | https://vitaexpress.ru/product/khilak_forte_kapli_dpr__vnutr_100ml/,"status=ok | Category=Drug | mnn=Метаболиты бактерий | RX_OTC=OTC | Age=Универсальный | Хилак форте — лекарственный препарат (метабиотик), содержащий продукты обмена нормальной микрофлоры кишечника (МНН: метаболиты бактерий). Отпускается без рецепта. Применяется у взрослых, детей и младенцев: взрослым по 40-60 капель, детям по 20-40 капель, младенцам по 15-30…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
3027,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Флуоксетин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Флуоксетин,rx,универсальный,Флуоксетин,enrichment,false,https://www.rlsnet.ru/active-substance/fluoksetin-264 | https://www.rlsnet.ru/drugs/fluoksetin-16275 | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/profluzak-kapsuly-20mg-21518/instrukciya | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/fluoksetin-kapsuly-20mg-25971/instrukciya | https://www.vidal.ru/drugs/molecule/433 | https://grls.rosminzdrav.ru/grls.aspx | https://www.vidal.ru/drugs/fluoxetine__13699 | https://www.rlsnet.ru/drugs/fluoksetin-16275 | https://www.vidal.ru/drugs/fluoxetine__13699 | https://www.asna.ru/product/fluoksetin/instruction/ | https://www.rlsnet.ru/active-substance/fluoksetin-264 | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/fluoksetin-kapsuly-10mg-26666/instrukciya,"status=ok | Category=Drug | mnn=Флуоксетин | RX_OTC=RX | Age=Универсальный | Флуоксетин является лекарственным средством (антидепрессантом) с действующим веществом флуоксетин (МНН). Согласно данным из Государственного реестра лекарственных средств (ГРЛС), препарат отпускается по рецепту (источник: grls.pharm-portal.ru). Инструкция по применению…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
3556,"ФИЗИОТЕНЗ ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №28 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО",Моксонидин,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Моксонидин,rx,взрослые,Моксонидин,enrichment,false,https://www.rlsnet.ru/drugs/fiziotenz-9564 | https://megapteka.ru/specials/guide_fiziotenz-instrukciya-po-5257 | https://aptekamos.ru/tovary/lekarstva/moksonidin-578/fiziotenz-tabletki-0-4mg-25262/instrukciya | https://www.rlsnet.ru/active-substance/moksonidin-1086 | https://www.rlsnet.ru/drugs/fiziotenz-9564 | https://www.vidal.ru/drugs/physiotens__1277 | https://megapteka.ru/specials/guide_fiziotenz-instrukciya-po-5257 | https://www.asna.ru/product/fiziotenz/instruction/ | https://prg.kz/document/?doc_id=33659055 | https://tabletka.ru/selection/fiziotenz/instruction/ | https://apteka.103.by/fiziotenz-instruktsiya/ | https://zdravcity.ru/p_fiziotenz-tab-p-o-pljon-0-4mg-n28-0129536.html,"status=ok | Category=Drug | mnn=Моксонидин | RX_OTC=RX | Age=Взрослый | Физиотенз является лекарственным препаратом, действующим веществом которого является моксонидин (МНН). Препарат относится к группе антигипертензивных средств центрального действия и применяется для лечения артериальной гипертензии у взрослых пациентов. Инструкция по применению…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
3759,ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 | ЗАМБОН СВИТЦЕЛАНД ЛТД. | ЗАМБОН СВИТЦЕЛАНД ЛТД.,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Ибупрофен,otc,универсальный,Ибупрофен,enrichment,false,https://megapteka.ru/specials/guide_faspik-instrukciya-po-7234 | https://grls.rosminzdrav.ru/ | https://medvisor.ru/medicine/drug/faspik_41214/ | https://medvisor.ru/medicine/drug/faspik-tabletki_76829/ | https://medi.ru/instrukciya/faspik_24071/ | https://www.vidal.ru/drugs/faspic__11402 | https://www.vidal.ru/drugs/faspic__14828 | https://www.rlsnet.ru/drugs/faspik-26912 | https://aptekamos.ru/tovary/lekarstva/ibuprofen-333/faspik-tabletki-400mg-48509/instrukciya | https://apteka.103.by/faspik-instruktsiya/ | https://apteka.ru/product/faspik-04-n6-tabl-po-5e3274b3f5a9ae000140e09a/instructions/ | https://health.mail.ru/drug/faspic/,"status=ok | Category=Drug | mnn=ибупрофен | RX_OTC=OTC | Age=Универсальный | Фаспик — лекарственный препарат, содержащий ибупрофен (МНН: ибупрофен). Согласно инструкции, он оказывает противовоспалительное, анальгезирующее и жаропонижающее действие (Видаль: https://www.vidal.ru/drugs/faspic__11402). Препарат применяется у взрослых и детей старше 6 лет…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
3763,ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ | ФАРМГРУПП ООО | ФАРМГРУПП ООО,,,none,unresolved_catalog,,,ok,new_enrichment,true,ok,0,,unknown,взрослые,,unresolved_final,true,https://yandex.ru/medicine/medicaments/5-trav-uspokoitel-naja-nastojka | https://www.rlsnet.ru/baa/nastoika-5-trav-uspokoitelnaya-87383 | https://www.asna.ru/cards/5_trav_nastoyka_uspokoitelnaya_250ml_farmgrupp.html | https://apteka.103.by/nastoyka-5-trav-uspokoitelnaya-instruktsiya/ | https://www.rlsnet.ru/baa/nastoika-5-trav-uspokoitelnaya-87383 | https://pharm-medexpert.ru/news2/ | https://farmgrup.ru/catalog/fito-produktsiya/nastojka-5-trav-uspokoitelnaya.html | https://www.pmedpharm.ru/upload/iblock/3e8/7w2d78qy3esv8ss5vcz25zhopmmgw3yc/D0_91_D0_95_D0_9B_D0_98_D0_9A_D0_9E_D0_92_2020_D1_81_D0_B0_D0_B9_D1_82_281_29.pdf | https://pharm-medexpert.ru/news2/ | https://farmgrup.ru/catalog/fito-produktsiya/nastojka-5-trav-uspokoitelnaya.html | https://farmgrup.ru/catalog/fito-produktsiya/nastojka-5-trav-uspokoitelnaya.html | https://planetazdorovo.ru/catalog/lekarstva-i-bad/nevrologiya-psikhiatriya/uspokoitelnye-sedativnye/5-trav-nastojka-uspokoitelnaya-40967903/,"status=ok | Category=BAS | RX_OTC=not applicable | Age=Взрослый | Согласно найденным источникам, продукт «ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ» рекомендуется в качестве биологически активной добавки к пище (БАД) — источника дубильных веществ (танинов) и гидроксикоричных кислот (источники: spb.asna.ru, market.yandex.ru). Применяется как…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
3781,ФАРИНГОСЕПТ ТАБЛ. Д/РАССАС. МЕД-ЛИМОН 10МГ №20 | C.К. ТЕРАПИЯ С.А. | C.К. ТЕРАПИЯ С.А.,Амбазон,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Амбазон,otc,универсальный,Амбазон,enrichment,false,https://www.rlsnet.ru/drugs/faringosept-3176 | https://megapteka.ru/specials/guide_faringosept-instrukciya-po-1169 | https://medi.ru/instrukciya/faringosept_7134/ | https://aptekamos.ru/tovary/lekarstva/ambazon-35/faringosept-tabletki-dlya-rassasyvaniya-10mg-338/instrukciya | https://megapteka.ru/specials/guide_lirinon-instrukciya-po-7148 | https://www.vidal.ru/drugs/faringosept__17003 | https://www.webapteka.ru/drugbase/name268.html | https://medi.ru/instrukciya/faringosept_7134/ | https://megapteka.ru/specials/guide_faringosept-instrukciya-po-1169 | https://b-apteka.ru/articles/faringosept | https://uteka.ru/articles/lekarstvennye-preparaty/faringosept/ | https://drugs.medelement.com/drug/%D1%84%D0%B0%D1%80%D0%B8%D0%BD%D0%B3%D0%BE%D1%81%D0%B5%D0%BF%D1%82-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/188053511477650937?instruction_lang=RU,"status=ok | Category=Drug | mnn=Амбазон | RX_OTC=OTC | Age=Универсальный | Фарингосепт — лекарственный препарат, действующее вещество амбазон (МНН). Относится к антисептическим средствам для местного применения. Согласно инструкциям, применяется у взрослых и детей старше 3 лет (в некоторых источниках с 6 лет). Отпускается без рецепта. Источники:…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
4133,УЛЬЦЕРНИЛ ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Рабепразол,rx,универсальный,Рабепразол,enrichment,false,https://grls.rosminzdrav.ru/ | https://aptekamos.ru/tovary/lekarstva/rabeprazol-5929/ulcernil-tabletki-20mg-95070/instrukciya | https://medum.ru/ulcernil-tabletki | https://health.mail.ru/drug/ultsernil-1/ | https://grls.rosminzdrav.ru/ | https://health.mail.ru/drug/ultsernil-1/ | https://zdesapteka.ru/instructions/ultsernil/ | https://aptekamos.ru/tovary/lekarstva/rabeprazol-5929/ulcernil-tabletki-20mg-95070/instrukciya | https://www.webapteka.ru/drugbase/name71760.html | https://medvestnik.ru/ls/a0e408a6-e220-4c8e-a4bd-9ff8a2c146d0.html | https://medi.ru/instrukciya/ulcernil-10_15167/ | https://medum.ru/ulcernil,"status=ok | Category=Drug | mnn=Рабепразол | RX_OTC=RX | Age=Универсальный | Ульцернил является лекарственным препаратом, его МНН — рабепразол (источник: ГРЛС, https://grls.pharm-portal.ru/grls/735c5019-3250-4d95-b956-e1baa60b32dd). Препарат применяется у взрослых и детей в возрасте от 12 лет (источник:…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
